,YearSchluessel,Year,Stadt-/Landkreis,Bevölkerung 0 bis 17 Jahre in %,Bevölkerung 18 bis 24 Jahre in %,Bevölkerung 25 bis 44 Jahre in %,Bevölkerung 45 bis 64 Jahre in %,Bevölkerung 65 Jahre und älter in %,LAND_NAME,LAND_ABK
13003,201713003,2017,Rostock,14.0,8.200000000000001,28.400000000000002,25.900000000000002,23.5,Mecklenburg-Vorpommern,MV
13004,199513004,1995,Schwerin,21.3,8.6,33.2,24.6,12.200000000000001,Mecklenburg-Vorpommern,MV
13004,200013004,2000,Schwerin,16.2,10.5,29.1,28.1,16.1,Mecklenburg-Vorpommern,MV
13004,200513004,2005,Schwerin,13.4,10.3,27.1,28.1,21.200000000000003,Mecklenburg-Vorpommern,MV
13004,200913004,2009,Schwerin,12.200000000000001,9.3,25.400000000000002,29.200000000000003,23.900000000000002,Mecklenburg-Vorpommern,MV
13004,201313004,2013,Schwerin,13.9,6.4,24.8,30.400000000000002,24.5,Mecklenburg-Vorpommern,MV
13004,201713004,2017,Schwerin,15.600000000000001,6.300000000000001,24.8,28.200000000000003,25.1,Mecklenburg-Vorpommern,MV
13005,199513005,1995,Stralsund,20.3,7.800000000000001,31.0,27.5,13.4,Mecklenburg-Vorpommern,MV
13005,200013005,2000,Stralsund,15.9,10.4,27.700000000000003,28.400000000000002,17.6,Mecklenburg-Vorpommern,MV
13005,200513005,2005,Stralsund,12.8,10.8,26.6,26.700000000000003,23.1,Mecklenburg-Vorpommern,MV
13005,200913005,2009,Stralsund,12.0,9.8,24.900000000000002,28.0,25.3,Mecklenburg-Vorpommern,MV
13005,201313005,2013,Stralsund,,,,,,Mecklenburg-Vorpommern,MV
13005,201713005,2017,Stralsund,,,,,,Mecklenburg-Vorpommern,MV
13006,199513006,1995,Wismar,19.8,7.9,30.700000000000003,26.700000000000003,14.9,Mecklenburg-Vorpommern,MV
13006,200013006,2000,Wismar,15.5,10.200000000000001,28.200000000000003,27.8,18.3,Mecklenburg-Vorpommern,MV
13006,200513006,2005,Wismar,12.4,10.8,26.900000000000002,27.200000000000003,22.8,Mecklenburg-Vorpommern,MV
13006,200913006,2009,Wismar,11.3,9.9,25.6,28.3,24.900000000000002,Mecklenburg-Vorpommern,MV
13006,201313006,2013,Wismar,,,,,,Mecklenburg-Vorpommern,MV
13006,201713006,2017,Wismar,,,,,,Mecklenburg-Vorpommern,MV
13051,199513051,1995,Landkreis Bad Doberan,23.8,8.200000000000001,33.2,23.200000000000003,11.600000000000001,Mecklenburg-Vorpommern,MV
13051,200013051,2000,Landkreis Bad Doberan,19.900000000000002,9.5,30.900000000000002,27.0,12.600000000000001,Mecklenburg-Vorpommern,MV
13051,200513051,2005,Landkreis Bad Doberan,15.9,9.3,28.1,30.400000000000002,16.3,Mecklenburg-Vorpommern,MV
13051,200913051,2009,Landkreis Bad Doberan,14.100000000000001,7.6000000000000005,24.8,34.0,19.400000000000002,Mecklenburg-Vorpommern,MV
13051,201313051,2013,Landkreis Bad Doberan,,,,,,Mecklenburg-Vorpommern,MV
13051,201713051,2017,Landkreis Bad Doberan,,,,,,Mecklenburg-Vorpommern,MV
13052,199513052,1995,Landkreis Demmin,23.1,7.9,31.700000000000003,23.6,13.700000000000001,Mecklenburg-Vorpommern,MV
13052,200013052,2000,Landkreis Demmin,19.200000000000003,9.4,29.700000000000003,25.1,16.5,Mecklenburg-Vorpommern,MV
13052,200513052,2005,Landkreis Demmin,15.200000000000001,9.200000000000001,26.5,28.1,20.900000000000002,Mecklenburg-Vorpommern,MV
13052,200913052,2009,Landkreis Demmin,13.4,7.7,23.3,32.5,23.0,Mecklenburg-Vorpommern,MV
13052,201313052,2013,Landkreis Demmin,,,,,,Mecklenburg-Vorpommern,MV
13052,201713052,2017,Landkreis Demmin,,,,,,Mecklenburg-Vorpommern,MV
13053,199513053,1995,Landkreis Güstrow,23.900000000000002,7.9,32.0,23.400000000000002,12.8,Mecklenburg-Vorpommern,MV
13053,200013053,2000,Landkreis Güstrow,19.700000000000003,9.5,29.900000000000002,25.400000000000002,15.5,Mecklenburg-Vorpommern,MV
13053,200513053,2005,Landkreis Güstrow,15.700000000000001,9.700000000000001,27.0,27.5,20.1,Mecklenburg-Vorpommern,MV
13053,200913053,2009,Landkreis Güstrow,13.700000000000001,8.200000000000001,24.0,31.5,22.5,Mecklenburg-Vorpommern,MV
13053,201313053,2013,Landkreis Güstrow,,,,,,Mecklenburg-Vorpommern,MV
13053,201713053,2017,Landkreis Güstrow,,,,,,Mecklenburg-Vorpommern,MV
13054,199513054,1995,Landkreis Ludwigslust,23.0,8.1,32.5,22.900000000000002,13.5,Mecklenburg-Vorpommern,MV
13054,200013054,2000,Landkreis Ludwigslust,20.0,9.200000000000001,30.8,25.200000000000003,14.8,Mecklenburg-Vorpommern,MV
13054,200513054,2005,Landkreis Ludwigslust,16.3,9.5,28.1,27.900000000000002,18.3,Mecklenburg-Vorpommern,MV
13054,200913054,2009,Landkreis Ludwigslust,14.100000000000001,8.3,25.5,32.0,20.1,Mecklenburg-Vorpommern,MV
13054,201313054,2013,Landkreis Ludwigslust,,,,,,Mecklenburg-Vorpommern,MV
13054,201713054,2017,Landkreis Ludwigslust,,,,,,Mecklenburg-Vorpommern,MV
13055,199513055,1995,Landkreis Mecklenburg-Strelitz,23.0,7.9,32.1,23.900000000000002,13.100000000000001,Mecklenburg-Vorpommern,MV
13055,200013055,2000,Landkreis Mecklenburg-Strelitz,19.1,9.600000000000001,30.200000000000003,26.1,15.100000000000001,Mecklenburg-Vorpommern,MV
13055,200513055,2005,Landkreis Mecklenburg-Strelitz,15.0,9.3,26.900000000000002,29.200000000000003,19.6,Mecklenburg-Vorpommern,MV
13055,200913055,2009,Landkreis Mecklenburg-Strelitz,13.0,7.6000000000000005,23.6,33.6,22.1,Mecklenburg-Vorpommern,MV
13055,201313055,2013,Landkreis Mecklenburg-Strelitz,,,,,,Mecklenburg-Vorpommern,MV
13055,201713055,2017,Landkreis Mecklenburg-Strelitz,,,,,,Mecklenburg-Vorpommern,MV
13056,199513056,1995,Landkreis Müritz,22.900000000000002,8.1,32.2,24.200000000000003,12.600000000000001,Mecklenburg-Vorpommern,MV
13056,200013056,2000,Landkreis Müritz,18.8,9.700000000000001,29.900000000000002,26.3,15.3,Mecklenburg-Vorpommern,MV
13056,200513056,2005,Landkreis Müritz,15.0,9.600000000000001,27.3,28.6,19.6,Mecklenburg-Vorpommern,MV
13056,200913056,2009,Landkreis Müritz,13.4,8.1,24.5,31.8,22.200000000000003,Mecklenburg-Vorpommern,MV
13056,201313056,2013,Landkreis Müritz,,,,,,Mecklenburg-Vorpommern,MV
13056,201713056,2017,Landkreis Müritz,,,,,,Mecklenburg-Vorpommern,MV
13057,199513057,1995,Landkreis Nordvorpommern,22.8,7.9,32.0,24.400000000000002,12.9,Mecklenburg-Vorpommern,MV
13057,200013057,2000,Landkreis Nordvorpommern,19.0,9.3,29.8,26.6,15.3,Mecklenburg-Vorpommern,MV
13057,200513057,2005,Landkreis Nordvorpommern,14.9,8.8,26.900000000000002,29.3,20.0,Mecklenburg-Vorpommern,MV
13057,200913057,2009,Landkreis Nordvorpommern,13.0,7.5,23.900000000000002,32.9,22.700000000000003,Mecklenburg-Vorpommern,MV
13057,201313057,2013,Landkreis Nordvorpommern,,,,,,Mecklenburg-Vorpommern,MV
13057,201713057,2017,Landkreis Nordvorpommern,,,,,,Mecklenburg-Vorpommern,MV
13058,199513058,1995,Landkreis Nordwestmecklenburg,23.700000000000003,8.1,33.0,22.8,12.4,Mecklenburg-Vorpommern,MV
13058,200013058,2000,Landkreis Nordwestmecklenburg,20.400000000000002,9.200000000000001,31.6,25.0,13.8,Mecklenburg-Vorpommern,MV
13058,200513058,2005,Landkreis Nordwestmecklenburg,16.900000000000002,9.200000000000001,29.0,27.900000000000002,17.1,Mecklenburg-Vorpommern,MV
13058,200913058,2009,Landkreis Nordwestmecklenburg,15.100000000000001,7.9,26.200000000000003,31.8,19.0,Mecklenburg-Vorpommern,MV
13058,201313058,2013,Landkreis Nordwestmecklenburg,,,,,,Mecklenburg-Vorpommern,MV
13058,201713058,2017,Landkreis Nordwestmecklenburg,,,,,,Mecklenburg-Vorpommern,MV
13059,199513059,1995,Landkreis Ostvorpommern,22.6,7.800000000000001,31.5,25.0,13.200000000000001,Mecklenburg-Vorpommern,MV
13059,200013059,2000,Landkreis Ostvorpommern,18.5,9.600000000000001,29.0,26.900000000000002,16.0,Mecklenburg-Vorpommern,MV
13059,200513059,2005,Landkreis Ostvorpommern,14.700000000000001,9.4,26.1,29.3,20.400000000000002,Mecklenburg-Vorpommern,MV
13059,200913059,2009,Landkreis Ostvorpommern,12.9,8.0,23.3,32.7,23.0,Mecklenburg-Vorpommern,MV
13059,201313059,2013,Landkreis Ostvorpommern,,,,,,Mecklenburg-Vorpommern,MV
13059,201713059,2017,Landkreis Ostvorpommern,,,,,,Mecklenburg-Vorpommern,MV
13060,199513060,1995,Landkreis Parchim,23.400000000000002,8.0,32.5,23.5,12.600000000000001,Mecklenburg-Vorpommern,MV
13060,200013060,2000,Landkreis Parchim,19.5,9.3,30.1,26.3,14.9,Mecklenburg-Vorpommern,MV
13060,200513060,2005,Landkreis Parchim,15.4,8.9,27.1,29.5,19.1,Mecklenburg-Vorpommern,MV
13060,200913060,2009,Landkreis Parchim,13.100000000000001,7.7,23.6,33.7,21.900000000000002,Mecklenburg-Vorpommern,MV
13060,201313060,2013,Landkreis Parchim,,,,,,Mecklenburg-Vorpommern,MV
13060,201713060,2017,Landkreis Parchim,,,,,,Mecklenburg-Vorpommern,MV
13061,199513061,1995,Landkreis Rügen,23.1,7.5,32.800000000000004,24.8,11.8,Mecklenburg-Vorpommern,MV
13061,200013061,2000,Landkreis Rügen,18.400000000000002,9.3,29.8,27.200000000000003,15.3,Mecklenburg-Vorpommern,MV
13061,200513061,2005,Landkreis Rügen,13.9,10.0,26.200000000000003,29.5,20.400000000000002,Mecklenburg-Vorpommern,MV
13061,200913061,2009,Landkreis Rügen,12.3,8.4,23.0,33.300000000000004,23.0,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,,,,,Mecklenburg-Vorpommern,MV
13061,201713061,2017,Landkreis Rügen,,,,,,Mecklenburg-Vorpommern,MV
13062,199513062,1995,Landkreis Uecker-Randow,22.900000000000002,8.3,32.4,23.6,12.8,Mecklenburg-Vorpommern,MV
13062,200013062,2000,Landkreis Uecker-Randow,18.400000000000002,9.8,29.6,26.1,16.2,Mecklenburg-Vorpommern,MV
13062,200513062,2005,Landkreis Uecker-Randow,14.100000000000001,9.4,25.900000000000002,29.3,21.3,Mecklenburg-Vorpommern,MV
13062,200913062,2009,Landkreis Uecker-Randow,12.600000000000001,7.9,23.0,33.2,23.3,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,,,,,Mecklenburg-Vorpommern,MV
13062,201713062,2017,Landkreis Uecker-Randow,,,,,,Mecklenburg-Vorpommern,MV
13071,199513071,1995,Landkreis Mecklenburgische Seenplatte,,,,,,Mecklenburg-Vorpommern,MV
13071,200013071,2000,Landkreis Mecklenburgische Seenplatte,,,,,,Mecklenburg-Vorpommern,MV
13071,200513071,2005,Landkreis Mecklenburgische Seenplatte,,,,,,Mecklenburg-Vorpommern,MV
13071,200913071,2009,Landkreis Mecklenburgische Seenplatte,,,,,,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,14.100000000000001,5.1000000000000005,22.400000000000002,35.5,22.900000000000002,Mecklenburg-Vorpommern,MV
13071,201713071,2017,Landkreis Mecklenburgische Seenplatte,15.0,4.5,21.6,33.9,25.0,Mecklenburg-Vorpommern,MV
13072,199513072,1995,Landkreis Rostock,,,,,,Mecklenburg-Vorpommern,MV
13072,200013072,2000,Landkreis Rostock,,,,,,Mecklenburg-Vorpommern,MV
13072,200513072,2005,Landkreis Rostock,,,,,,Mecklenburg-Vorpommern,MV
13072,200913072,2009,Landkreis Rostock,,,,,,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,15.100000000000001,4.6000000000000005,22.700000000000003,36.300000000000004,21.400000000000002,Mecklenburg-Vorpommern,MV
13072,201713072,2017,Landkreis Rostock,16.2,4.1000000000000005,22.0,34.6,23.200000000000003,Mecklenburg-Vorpommern,MV
13073,199513073,1995,Landkreis Vorpommern-Rügen,,,,,,Mecklenburg-Vorpommern,MV
13073,200013073,2000,Landkreis Vorpommern-Rügen,,,,,,Mecklenburg-Vorpommern,MV
13073,200513073,2005,Landkreis Vorpommern-Rügen,,,,,,Mecklenburg-Vorpommern,MV
13073,200913073,2009,Landkreis Vorpommern-Rügen,,,,,,Mecklenburg-Vorpommern,MV
13073,201313073,2013,Landkreis Vorpommern-Rügen,13.700000000000001,5.2,22.400000000000002,34.7,23.900000000000002,Mecklenburg-Vorpommern,MV
13073,201713073,2017,Landkreis Vorpommern-Rügen,14.600000000000001,4.5,22.0,33.5,25.400000000000002,Mecklenburg-Vorpommern,MV
13074,199513074,1995,Landkreis Nordwestmecklenburg,,,,,,Mecklenburg-Vorpommern,MV
13074,200013074,2000,Landkreis Nordwestmecklenburg,,,,,,Mecklenburg-Vorpommern,MV
13074,200513074,2005,Landkreis Nordwestmecklenburg,,,,,,Mecklenburg-Vorpommern,MV
13074,200913074,2009,Landkreis Nordwestmecklenburg,,,,,,Mecklenburg-Vorpommern,MV
13074,201313074,2013,Landkreis Nordwestmecklenburg,15.200000000000001,5.5,24.200000000000003,33.800000000000004,21.3,Mecklenburg-Vorpommern,MV
13074,201713074,2017,Landkreis Nordwestmecklenburg,15.700000000000001,5.0,23.400000000000002,32.9,22.900000000000002,Mecklenburg-Vorpommern,MV
13075,199513075,1995,Landkreis Vorpommern-Greifswald,,,,,,Mecklenburg-Vorpommern,MV
13075,200013075,2000,Landkreis Vorpommern-Greifswald,,,,,,Mecklenburg-Vorpommern,MV
13075,200513075,2005,Landkreis Vorpommern-Greifswald,,,,,,Mecklenburg-Vorpommern,MV
13075,200913075,2009,Landkreis Vorpommern-Greifswald,,,,,,Mecklenburg-Vorpommern,MV
13075,201313075,2013,Landkreis Vorpommern-Greifswald,13.8,6.6000000000000005,23.400000000000002,33.800000000000004,22.400000000000002,Mecklenburg-Vorpommern,MV
13075,201713075,2017,Landkreis Vorpommern-Greifswald,14.600000000000001,5.5,23.0,32.4,24.5,Mecklenburg-Vorpommern,MV
13076,199513076,1995,Landkreis Ludwigslust-Parchim,,,,,,Mecklenburg-Vorpommern,MV
13076,200013076,2000,Landkreis Ludwigslust-Parchim,,,,,,Mecklenburg-Vorpommern,MV
13076,200513076,2005,Landkreis Ludwigslust-Parchim,,,,,,Mecklenburg-Vorpommern,MV
13076,200913076,2009,Landkreis Ludwigslust-Parchim,,,,,,Mecklenburg-Vorpommern,MV
13076,201313076,2013,Landkreis Ludwigslust-Parchim,14.700000000000001,5.0,23.0,36.1,21.200000000000003,Mecklenburg-Vorpommern,MV
13076,201713076,2017,Landkreis Ludwigslust-Parchim,15.3,4.3,22.3,34.9,23.1,Mecklenburg-Vorpommern,MV
14511,199514511,1995,Chemnitz,17.6,7.800000000000001,29.1,28.200000000000003,17.3,Sachsen,SN
14511,200014511,2000,Chemnitz,14.4,8.8,26.200000000000003,30.8,19.900000000000002,Sachsen,SN
14511,200514511,2005,Chemnitz,12.3,8.8,25.200000000000003,29.5,24.3,Sachsen,SN
14511,200914511,2009,Chemnitz,11.700000000000001,8.3,24.3,28.6,27.1,Sachsen,SN
14511,201314511,2013,Chemnitz,13.4,6.6000000000000005,24.900000000000002,28.400000000000002,26.700000000000003,Sachsen,SN
14511,201714511,2017,Chemnitz,14.8,6.1000000000000005,25.3,26.200000000000003,27.6,Sachsen,SN
14521,199514521,1995,Erzgebirgskreis,20.0,7.9,29.0,25.3,17.8,Sachsen,SN
14521,200014521,2000,Erzgebirgskreis,16.8,9.0,26.5,28.200000000000003,19.400000000000002,Sachsen,SN
14521,200514521,2005,Erzgebirgskreis,14.100000000000001,8.9,24.900000000000002,29.400000000000002,22.700000000000003,Sachsen,SN
14521,200914521,2009,Erzgebirgskreis,13.0,7.5,23.3,31.3,24.900000000000002,Sachsen,SN
14521,201314521,2013,Erzgebirgskreis,14.3,4.7,22.200000000000003,33.4,25.400000000000002,Sachsen,SN
14521,201714521,2017,Erzgebirgskreis,15.200000000000001,4.2,20.700000000000003,31.1,28.8,Sachsen,SN
14522,199514522,1995,Landkreis Mittelsachsen,19.900000000000002,7.7,29.1,25.6,17.7,Sachsen,SN
14522,200014522,2000,Landkreis Mittelsachsen,16.8,9.0,27.5,27.3,19.400000000000002,Sachsen,SN
14522,200514522,2005,Landkreis Mittelsachsen,13.9,9.0,25.900000000000002,28.1,23.1,Sachsen,SN
14522,200914522,2009,Landkreis Mittelsachsen,12.8,7.800000000000001,24.0,30.0,25.5,Sachsen,SN
14522,201314522,2013,Landkreis Mittelsachsen,14.0,5.300000000000001,22.5,32.4,25.8,Sachsen,SN
14522,201714522,2017,Landkreis Mittelsachsen,15.0,4.6000000000000005,21.5,31.3,27.6,Sachsen,SN
14523,199514523,1995,Vogtlandkreis,18.0,7.2,29.0,26.900000000000002,18.900000000000002,Sachsen,SN
14523,200014523,2000,Vogtlandkreis,15.700000000000001,8.1,27.1,28.700000000000003,20.400000000000002,Sachsen,SN
14523,200514523,2005,Vogtlandkreis,13.4,8.3,25.3,29.200000000000003,23.900000000000002,Sachsen,SN
14523,200914523,2009,Vogtlandkreis,12.200000000000001,7.4,23.200000000000003,30.6,26.6,Sachsen,SN
14523,201314523,2013,Vogtlandkreis,13.3,4.7,21.8,32.800000000000004,27.400000000000002,Sachsen,SN
14523,201714523,2017,Vogtlandkreis,14.3,4.3,20.400000000000002,31.5,29.5,Sachsen,SN
14524,199514524,1995,Kreis Zwickau,18.5,7.1000000000000005,29.200000000000003,26.6,18.5,Sachsen,SN
14524,200014524,2000,Kreis Zwickau,16.0,8.200000000000001,27.200000000000003,28.5,20.0,Sachsen,SN
14524,200514524,2005,Kreis Zwickau,13.600000000000001,8.5,25.5,28.8,23.6,Sachsen,SN
14524,200914524,2009,Kreis Zwickau,12.4,7.800000000000001,23.5,30.1,26.200000000000003,Sachsen,SN
14524,201314524,2013,Kreis Zwickau,13.5,5.1000000000000005,22.1,32.300000000000004,26.900000000000002,Sachsen,SN
14524,201714524,2017,Kreis Zwickau,14.600000000000001,4.6000000000000005,20.900000000000002,31.1,28.8,Sachsen,SN
14612,199514612,1995,Dresden,18.900000000000002,8.5,30.400000000000002,26.400000000000002,15.8,Sachsen,SN
14612,200014612,2000,Dresden,15.600000000000001,10.0,29.5,27.1,17.8,Sachsen,SN
14612,200514612,2005,Dresden,13.5,10.8,30.3,24.700000000000003,20.700000000000003,Sachsen,SN
14612,200914612,2009,Dresden,13.3,10.8,30.0,23.6,22.200000000000003,Sachsen,SN
14612,201314612,2013,Dresden,15.200000000000001,9.0,30.200000000000003,24.1,21.6,Sachsen,SN
14612,201714612,2017,Dresden,16.6,8.1,30.1,23.400000000000002,21.8,Sachsen,SN
14625,199514625,1995,Landkreis Bautzen,21.6,8.200000000000001,29.8,25.200000000000003,15.200000000000001,Sachsen,SN
14625,200014625,2000,Landkreis Bautzen,18.0,9.5,28.200000000000003,26.900000000000002,17.400000000000002,Sachsen,SN
14625,200514625,2005,Landkreis Bautzen,14.700000000000001,9.3,26.3,27.8,21.900000000000002,Sachsen,SN
14625,200914625,2009,Landkreis Bautzen,13.3,7.800000000000001,24.0,30.1,24.8,Sachsen,SN
14625,201314625,2013,Landkreis Bautzen,14.8,4.6000000000000005,22.400000000000002,32.9,25.3,Sachsen,SN
14625,201714625,2017,Landkreis Bautzen,15.9,3.9000000000000004,21.1,32.2,26.900000000000002,Sachsen,SN
14626,199514626,1995,Landkreis Görlitz,20.8,7.9,29.400000000000002,25.3,16.6,Sachsen,SN
14626,200014626,2000,Landkreis Görlitz,17.400000000000002,9.0,27.3,27.400000000000002,19.0,Sachsen,SN
14626,200514626,2005,Landkreis Görlitz,14.100000000000001,8.9,24.8,28.5,23.700000000000003,Sachsen,SN
14626,200914626,2009,Landkreis Görlitz,12.8,7.5,22.5,30.5,26.700000000000003,Sachsen,SN
14626,201314626,2013,Landkreis Görlitz,14.0,4.800000000000001,21.0,33.0,27.3,Sachsen,SN
14626,201714626,2017,Landkreis Görlitz,14.9,4.5,19.8,31.8,29.1,Sachsen,SN
14627,199514627,1995,Landkreis Meissen,20.5,7.7,29.700000000000003,25.700000000000003,16.5,Sachsen,SN
14627,200014627,2000,Landkreis Meissen,17.1,9.0,28.200000000000003,27.400000000000002,18.2,Sachsen,SN
14627,200514627,2005,Landkreis Meissen,14.3,8.9,26.5,27.900000000000002,22.3,Sachsen,SN
14627,200914627,2009,Landkreis Meissen,13.3,7.5,24.3,29.700000000000003,25.200000000000003,Sachsen,SN
14627,201314627,2013,Landkreis Meissen,14.8,4.6000000000000005,22.700000000000003,32.300000000000004,25.6,Sachsen,SN
14627,201714627,2017,Landkreis Meissen,15.9,4.0,21.400000000000002,31.6,27.0,Sachsen,SN
14628,199514628,1995,Landkreis Sächsische Schweiz-Osterzgebirge,19.700000000000003,7.9,29.200000000000003,26.1,17.1,Sachsen,SN
14628,200014628,2000,Landkreis Sächsische Schweiz-Osterzgebirge,17.1,8.9,27.900000000000002,27.8,18.2,Sachsen,SN
14628,200514628,2005,Landkreis Sächsische Schweiz-Osterzgebirge,14.600000000000001,8.700000000000001,26.400000000000002,28.1,22.200000000000003,Sachsen,SN
14628,200914628,2009,Landkreis Sächsische Schweiz-Osterzgebirge,13.5,7.7,24.200000000000003,29.5,25.1,Sachsen,SN
14628,201314628,2013,Landkreis Sächsische Schweiz-Osterzgebirge,15.100000000000001,4.7,22.900000000000002,31.700000000000003,25.6,Sachsen,SN
14628,201714628,2017,Landkreis Sächsische Schweiz-Osterzgebirge,16.400000000000002,4.1000000000000005,21.8,30.6,27.1,Sachsen,SN
14713,199514713,1995,Leipzig,17.3,7.4,31.3,27.5,16.400000000000002,Sachsen,SN
14713,200014713,2000,Leipzig,14.600000000000001,9.200000000000001,30.0,28.0,18.2,Sachsen,SN
14713,200514713,2005,Leipzig,12.8,10.0,30.3,25.8,21.200000000000003,Sachsen,SN
14713,200914713,2009,Leipzig,12.5,9.5,30.200000000000003,25.200000000000003,22.6,Sachsen,SN
14713,201314713,2013,Leipzig,14.3,8.3,30.900000000000002,24.900000000000002,21.5,Sachsen,SN
14713,201714713,2017,Leipzig,15.8,8.3,32.1,23.200000000000003,20.5,Sachsen,SN
14729,199514729,1995,Landkreis Leipzig,19.900000000000002,7.5,30.8,25.700000000000003,16.1,Sachsen,SN
14729,200014729,2000,Landkreis Leipzig,17.3,8.6,29.200000000000003,27.6,17.3,Sachsen,SN
14729,200514729,2005,Landkreis Leipzig,14.5,8.6,27.1,28.8,21.0,Sachsen,SN
14729,200914729,2009,Landkreis Leipzig,13.100000000000001,7.7,24.5,30.900000000000002,23.8,Sachsen,SN
14729,201314729,2013,Landkreis Leipzig,14.5,4.7,22.5,33.9,24.5,Sachsen,SN
14729,201714729,2017,Landkreis Leipzig,15.700000000000001,4.1000000000000005,21.3,32.9,26.1,Sachsen,SN
14730,199514730,1995,Landkreis Nordsachsen,21.3,8.0,31.700000000000003,24.200000000000003,14.8,Sachsen,SN
14730,200014730,2000,Landkreis Nordsachsen,18.0,9.200000000000001,29.700000000000003,26.400000000000002,16.7,Sachsen,SN
14730,200514730,2005,Landkreis Nordsachsen,14.600000000000001,9.3,27.3,28.1,20.700000000000003,Sachsen,SN
14730,200914730,2009,Landkreis Nordsachsen,13.100000000000001,8.1,24.700000000000003,30.900000000000002,23.3,Sachsen,SN
14730,201314730,2013,Landkreis Nordsachsen,14.200000000000001,4.800000000000001,23.0,34.2,23.8,Sachsen,SN
14730,201714730,2017,Landkreis Nordsachsen,15.3,4.2,21.900000000000002,33.4,25.200000000000003,Sachsen,SN
15001,199515001,1995,Dessau-Rosslau,,,,,,Sachsen-Anhalt,ST
15001,200015001,2000,Dessau-Rosslau,15.4,8.5,27.3,30.5,18.5,Sachsen-Anhalt,ST
15001,200515001,2005,Dessau-Rosslau,12.3,8.6,24.8,30.200000000000003,24.0,Sachsen-Anhalt,ST
15001,200915001,2009,Dessau-Rosslau,11.0,7.7,22.5,30.8,28.0,Sachsen-Anhalt,ST
15001,201315001,2013,Dessau-Rosslau,12.100000000000001,5.2,21.3,32.4,29.1,Sachsen-Anhalt,ST
15001,201715001,2017,Dessau-Rosslau,13.3,4.6000000000000005,20.5,30.8,30.8,Sachsen-Anhalt,ST
15002,199515002,1995,Halle (Saale),19.6,8.3,31.200000000000003,26.6,14.200000000000001,Sachsen-Anhalt,ST
15002,200015002,2000,Halle (Saale),16.1,9.5,28.700000000000003,28.8,16.900000000000002,Sachsen-Anhalt,ST
15002,200515002,2005,Halle (Saale),13.5,10.9,27.5,27.3,20.8,Sachsen-Anhalt,ST
15002,200915002,2009,Halle (Saale),12.8,10.100000000000001,26.8,26.8,23.5,Sachsen-Anhalt,ST
15002,201315002,2013,Halle (Saale),13.600000000000001,9.3,26.6,26.900000000000002,23.5,Sachsen-Anhalt,ST
15002,201715002,2017,Halle (Saale),15.4,8.8,26.6,25.200000000000003,23.900000000000002,Sachsen-Anhalt,ST
15003,199515003,1995,Magdeburg,18.7,7.800000000000001,31.3,27.3,14.8,Sachsen-Anhalt,ST
15003,200015003,2000,Magdeburg,15.5,8.8,28.400000000000002,29.5,17.8,Sachsen-Anhalt,ST
15003,200515003,2005,Magdeburg,12.9,10.5,27.200000000000003,27.6,21.700000000000003,Sachsen-Anhalt,ST
15003,200915003,2009,Magdeburg,11.9,10.5,26.5,27.3,23.8,Sachsen-Anhalt,ST
15003,201315003,2013,Magdeburg,13.4,8.5,26.400000000000002,27.900000000000002,23.8,Sachsen-Anhalt,ST
15003,201715003,2017,Magdeburg,14.9,8.0,26.6,26.400000000000002,24.1,Sachsen-Anhalt,ST
15081,199515081,1995,Altmarkkreis Salzwedel,22.3,8.0,32.6,23.0,14.100000000000001,Sachsen-Anhalt,ST
15081,200015081,2000,Altmarkkreis Salzwedel,19.5,9.0,30.0,25.3,16.2,Sachsen-Anhalt,ST
15081,200515081,2005,Altmarkkreis Salzwedel,15.9,9.600000000000001,27.3,27.3,19.900000000000002,Sachsen-Anhalt,ST
15081,200915081,2009,Altmarkkreis Salzwedel,14.0,8.3,24.400000000000002,31.200000000000003,22.0,Sachsen-Anhalt,ST
15081,201315081,2013,Altmarkkreis Salzwedel,14.700000000000001,5.300000000000001,22.8,34.9,22.3,Sachsen-Anhalt,ST
15081,201715081,2017,Altmarkkreis Salzwedel,15.4,4.7,21.700000000000003,34.5,23.6,Sachsen-Anhalt,ST
15082,199515082,1995,Landkreis Anhalt-Bitterfeld,,,,,,Sachsen-Anhalt,ST
15082,200015082,2000,Landkreis Anhalt-Bitterfeld,16.900000000000002,8.8,28.5,27.900000000000002,17.8,Sachsen-Anhalt,ST
15082,200515082,2005,Landkreis Anhalt-Bitterfeld,13.600000000000001,9.1,25.900000000000002,29.3,22.200000000000003,Sachsen-Anhalt,ST
15082,200915082,2009,Landkreis Anhalt-Bitterfeld,11.9,8.200000000000001,23.6,31.3,25.0,Sachsen-Anhalt,ST
15082,201315082,2013,Landkreis Anhalt-Bitterfeld,12.700000000000001,5.300000000000001,22.200000000000003,34.2,25.5,Sachsen-Anhalt,ST
15082,201715082,2017,Landkreis Anhalt-Bitterfeld,13.700000000000001,4.5,20.900000000000002,33.6,27.3,Sachsen-Anhalt,ST
15083,199515083,1995,Landkreis Börde,,,,,,Sachsen-Anhalt,ST
