,YearSchluessel,Year,Stadt-/Landkreis,Anteil männl. Schulabg. mit allgem. Hochschulreife in %,Anteil männl. Schulabgänger ohne Hauptschulabschl. In %,Anteil männl. Schulabgänger mit Hauptschulabschl. In %,LAND_NAME,LAND_ABK
9472,201709472,2017,Landkreis Bayreuth (Land),46.6,64.0,60.900000000000006,Bayern,BY
9473,200909473,2009,Landkreis Coburg (Land),46.7,59.0,55.6,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),47.0,72.4,61.800000000000004,Bayern,BY
9473,201709473,2017,Landkreis Coburg (Land),46.900000000000006,76.2,62.7,Bayern,BY
9474,200909474,2009,Landkreis Forchheim,47.6,59.400000000000006,58.900000000000006,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,49.400000000000006,50.0,59.300000000000004,Bayern,BY
9474,201709474,2017,Landkreis Forchheim,44.300000000000004,59.2,57.300000000000004,Bayern,BY
9475,200909475,2009,Landkreis Hof (Land),34.4,62.5,63.5,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),43.6,74.2,56.7,Bayern,BY
9475,201709475,2017,Landkreis Hof (Land),50.800000000000004,62.800000000000004,58.7,Bayern,BY
9476,200909476,2009,Landkreis Kronach,43.0,63.400000000000006,66.7,Bayern,BY
9476,201309476,2013,Landkreis Kronach,42.6,55.2,63.1,Bayern,BY
9476,201709476,2017,Landkreis Kronach,42.5,67.7,56.2,Bayern,BY
9477,200909477,2009,Landkreis Kulmbach,32.800000000000004,73.0,62.2,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,43.300000000000004,69.5,62.800000000000004,Bayern,BY
9477,201709477,2017,Landkreis Kulmbach,48.0,69.0,61.1,Bayern,BY
9478,200909478,2009,Landkreis Lichtenfels,50.300000000000004,57.7,61.7,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,44.2,67.4,53.300000000000004,Bayern,BY
9478,201709478,2017,Landkreis Lichtenfels,46.6,73.3,52.300000000000004,Bayern,BY
9479,200909479,2009,Landkreis Wunsiedel im Fichtelgebirge,51.5,66.7,51.7,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,50.400000000000006,54.900000000000006,60.2,Bayern,BY
9479,201709479,2017,Landkreis Wunsiedel im Fichtelgebirge,48.6,67.9,66.0,Bayern,BY
9561,200909561,2009,Ansbach,43.0,72.5,54.2,Bayern,BY
9561,201309561,2013,Ansbach,36.5,60.900000000000006,62.400000000000006,Bayern,BY
9561,201709561,2017,Ansbach,44.0,66.7,66.4,Bayern,BY
9562,200909562,2009,Erlangen,45.800000000000004,60.7,52.0,Bayern,BY
9562,201309562,2013,Erlangen,47.400000000000006,54.900000000000006,58.300000000000004,Bayern,BY
9562,201709562,2017,Erlangen,47.5,60.6,65.0,Bayern,BY
9563,200909563,2009,Fürth,40.5,60.5,50.800000000000004,Bayern,BY
9563,201309563,2013,Fürth,48.400000000000006,62.6,54.900000000000006,Bayern,BY
9563,201709563,2017,Fürth,41.400000000000006,61.0,49.400000000000006,Bayern,BY
9564,200909564,2009,Nürnberg,44.300000000000004,62.6,55.2,Bayern,BY
9564,201309564,2013,Nürnberg,46.400000000000006,58.900000000000006,57.7,Bayern,BY
9564,201709564,2017,Nürnberg,43.900000000000006,64.60000000000001,56.900000000000006,Bayern,BY
9565,200909565,2009,Schwabach,44.0,74.10000000000001,38.5,Bayern,BY
9565,201309565,2013,Schwabach,40.900000000000006,51.6,56.300000000000004,Bayern,BY
9565,201709565,2017,Schwabach,49.300000000000004,66.0,61.1,Bayern,BY
9571,200909571,2009,Landkreis Ansbach (Land),47.0,63.400000000000006,60.0,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),48.2,63.800000000000004,58.800000000000004,Bayern,BY
9571,201709571,2017,Landkreis Ansbach (Land),48.6,56.6,62.1,Bayern,BY
9572,200909572,2009,Landkreis Erlangen-Höchstadt,46.5,57.6,60.2,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,54.900000000000006,60.6,59.800000000000004,Bayern,BY
9572,201709572,2017,Landkreis Erlangen-Höchstadt,44.0,57.400000000000006,63.6,Bayern,BY
9573,200909573,2009,Landkreis Fürth (Land),46.900000000000006,63.0,58.0,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),53.300000000000004,68.4,58.800000000000004,Bayern,BY
9573,201709573,2017,Landkreis Fürth (Land),44.1,83.0,61.1,Bayern,BY
9574,200909574,2009,Landkreis Nürnberger Land,49.5,66.0,59.900000000000006,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,49.0,67.8,59.1,Bayern,BY
9574,201709574,2017,Landkreis Nürnberger Land,49.7,76.10000000000001,58.6,Bayern,BY
9575,200909575,2009,Landkreis Neustadt an der Aisch-Bad Windsheim,40.300000000000004,67.7,54.5,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,41.800000000000004,55.7,62.800000000000004,Bayern,BY
9575,201709575,2017,Landkreis Neustadt an der Aisch-Bad Windsheim,43.0,66.3,62.0,Bayern,BY
9576,200909576,2009,Landkreis Roth,45.1,58.2,60.0,Bayern,BY
9576,201309576,2013,Landkreis Roth,47.800000000000004,57.1,56.0,Bayern,BY
9576,201709576,2017,Landkreis Roth,46.0,66.3,58.400000000000006,Bayern,BY
9577,200909577,2009,Landkreis Weißenburg-Gunzenhausen,43.2,70.0,57.1,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,43.1,66.7,65.8,Bayern,BY
9577,201709577,2017,Landkreis Weißenburg-Gunzenhausen,48.800000000000004,68.10000000000001,54.1,Bayern,BY
9661,200909661,2009,Aschaffenburg,40.2,68.60000000000001,41.900000000000006,Bayern,BY
9661,201309661,2013,Aschaffenburg,44.800000000000004,72.3,48.6,Bayern,BY
9661,201709661,2017,Aschaffenburg,43.2,60.5,54.400000000000006,Bayern,BY
9662,200909662,2009,Schweinfurt,44.300000000000004,61.800000000000004,51.0,Bayern,BY
9662,201309662,2013,Schweinfurt,46.1,66.7,50.800000000000004,Bayern,BY
9662,201709662,2017,Schweinfurt,46.1,67.0,57.5,Bayern,BY
9663,200909663,2009,Würzburg,45.800000000000004,53.800000000000004,56.400000000000006,Bayern,BY
9663,201309663,2013,Würzburg,45.300000000000004,53.900000000000006,59.6,Bayern,BY
9663,201709663,2017,Würzburg,45.2,67.0,62.1,Bayern,BY
9671,200909671,2009,Landkreis Aschaffenburg (Land),59.6,61.300000000000004,55.1,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),53.300000000000004,68.5,61.300000000000004,Bayern,BY
9671,201709671,2017,Landkreis Aschaffenburg (Land),56.6,60.800000000000004,56.800000000000004,Bayern,BY
9672,200909672,2009,Landkreis Bad Kissingen,42.5,62.2,55.1,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,46.300000000000004,63.2,53.900000000000006,Bayern,BY
9672,201709672,2017,Landkreis Bad Kissingen,47.6,65.8,64.8,Bayern,BY
9673,200909673,2009,Landkreis Rhön-Grabfeld,50.0,66.7,57.800000000000004,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,45.800000000000004,69.60000000000001,59.400000000000006,Bayern,BY
9673,201709673,2017,Landkreis Rhön-Grabfeld,47.300000000000004,71.9,59.7,Bayern,BY
9674,200909674,2009,Landkreis Haßberge,46.2,66.7,60.2,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,48.1,47.1,64.60000000000001,Bayern,BY
9674,201709674,2017,Landkreis Haßberge,44.5,56.800000000000004,65.9,Bayern,BY
9675,200909675,2009,Landkreis Kitzingen,46.6,66.0,52.1,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,46.400000000000006,60.7,53.2,Bayern,BY
9675,201709675,2017,Landkreis Kitzingen,49.1,72.5,59.7,Bayern,BY
9676,200909676,2009,Landkreis Miltenberg,46.2,69.10000000000001,56.800000000000004,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,49.7,65.2,53.2,Bayern,BY
9676,201709676,2017,Landkreis Miltenberg,46.0,62.300000000000004,54.300000000000004,Bayern,BY
9677,200909677,2009,Landkreis Main-Spessart,43.400000000000006,77.60000000000001,54.2,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,36.7,72.2,64.5,Bayern,BY
9677,201709677,2017,Landkreis Main-Spessart,43.7,69.2,64.60000000000001,Bayern,BY
9678,200909678,2009,Landkreis Schweinfurt (Land),,52.800000000000004,56.900000000000006,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),,56.300000000000004,53.300000000000004,Bayern,BY
9678,201709678,2017,Landkreis Schweinfurt (Land),,63.5,49.400000000000006,Bayern,BY
9679,200909679,2009,Landkreis Würzburg (Land),48.1,52.0,60.2,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),44.7,62.1,62.2,Bayern,BY
9679,201709679,2017,Landkreis Würzburg (Land),46.5,59.7,64.3,Bayern,BY
9761,200909761,2009,Augsburg,44.5,54.300000000000004,54.2,Bayern,BY
9761,201309761,2013,Augsburg,42.1,58.5,54.800000000000004,Bayern,BY
9761,201709761,2017,Augsburg,39.6,69.7,54.5,Bayern,BY
9762,200909762,2009,Kaufbeuren,35.0,51.6,51.5,Bayern,BY
9762,201309762,2013,Kaufbeuren,35.9,76.9,63.6,Bayern,BY
9762,201709762,2017,Kaufbeuren,41.6,64.0,53.5,Bayern,BY
9763,200909763,2009,Kempten (Allgäu),46.400000000000006,58.400000000000006,57.5,Bayern,BY
9763,201309763,2013,Kempten (Allgäu),41.300000000000004,48.7,55.0,Bayern,BY
9763,201709763,2017,Kempten (Allgäu),46.7,65.10000000000001,53.6,Bayern,BY
9764,200909764,2009,Memmingen,38.2,68.2,54.6,Bayern,BY
9764,201309764,2013,Memmingen,46.1,71.7,61.6,Bayern,BY
9764,201709764,2017,Memmingen,40.0,70.60000000000001,56.400000000000006,Bayern,BY
9771,200909771,2009,Landkreis Aichach-Friedberg,42.5,65.2,58.300000000000004,Bayern,BY
9771,201309771,2013,Landkreis Aichach-Friedberg,51.7,58.1,64.60000000000001,Bayern,BY
9771,201709771,2017,Landkreis Aichach-Friedberg,52.300000000000004,63.2,58.7,Bayern,BY
9772,200909772,2009,Landkreis Augsburg Land,49.6,61.5,56.0,Bayern,BY
9772,201309772,2013,Landkreis Augsburg Land,52.0,60.400000000000006,57.1,Bayern,BY
9772,201709772,2017,Landkreis Augsburg Land,55.0,59.900000000000006,59.800000000000004,Bayern,BY
9773,200909773,2009,Landkreis Dillingen an der Donau,47.6,65.4,58.1,Bayern,BY
9773,201309773,2013,Landkreis Dillingen an der Donau,43.400000000000006,63.800000000000004,54.900000000000006,Bayern,BY
9773,201709773,2017,Landkreis Dillingen an der Donau,42.2,56.7,62.7,Bayern,BY
9774,200909774,2009,Landkreis Günzburg,37.800000000000004,66.7,62.0,Bayern,BY
9774,201309774,2013,Landkreis Günzburg,45.1,67.2,60.2,Bayern,BY
9774,201709774,2017,Landkreis Günzburg,46.900000000000006,62.6,61.0,Bayern,BY
9775,200909775,2009,Landkreis Neu-Ulm,46.5,67.8,60.900000000000006,Bayern,BY
9775,201309775,2013,Landkreis Neu-Ulm,52.300000000000004,53.800000000000004,58.6,Bayern,BY
9775,201709775,2017,Landkreis Neu-Ulm,45.900000000000006,69.7,60.1,Bayern,BY
9776,200909776,2009,Landkreis Lindau (Bodensee),43.7,56.1,53.300000000000004,Bayern,BY
9776,201309776,2013,Landkreis Lindau (Bodensee),43.900000000000006,38.7,52.300000000000004,Bayern,BY
9776,201709776,2017,Landkreis Lindau (Bodensee),43.7,72.2,59.1,Bayern,BY
9777,200909777,2009,Landkreis Ostallgäu,48.300000000000004,59.6,60.400000000000006,Bayern,BY
9777,201309777,2013,Landkreis Ostallgäu,45.400000000000006,61.5,59.0,Bayern,BY
9777,201709777,2017,Landkreis Ostallgäu,44.800000000000004,61.1,59.400000000000006,Bayern,BY
9778,200909778,2009,Landkreis Unterallgäu,48.0,64.60000000000001,61.0,Bayern,BY
9778,201309778,2013,Landkreis Unterallgäu,51.800000000000004,82.10000000000001,65.5,Bayern,BY
9778,201709778,2017,Landkreis Unterallgäu,48.1,69.60000000000001,62.800000000000004,Bayern,BY
9779,200909779,2009,Landkreis Donau-Ries,42.300000000000004,56.5,57.400000000000006,Bayern,BY
9779,201309779,2013,Landkreis Donau-Ries,39.900000000000006,66.10000000000001,59.300000000000004,Bayern,BY
9779,201709779,2017,Landkreis Donau-Ries,49.7,72.9,63.400000000000006,Bayern,BY
9780,200909780,2009,Landkreis Oberallgäu,45.7,63.6,55.0,Bayern,BY
9780,201309780,2013,Landkreis Oberallgäu,41.300000000000004,54.5,63.300000000000004,Bayern,BY
9780,201709780,2017,Landkreis Oberallgäu,46.7,69.5,59.900000000000006,Bayern,BY
10041,200910041,2009,Regionalverband Saarbrücken,43.1,58.5,53.1,Saarland,SL
10041,201310041,2013,Regionalverband Saarbrücken,47.2,58.5,57.900000000000006,Saarland,SL
10041,201710041,2017,Regionalverband Saarbrücken,44.6,62.0,54.5,Saarland,SL
10042,200910042,2009,Landkreis Merzig-Wadern,40.400000000000006,63.900000000000006,58.6,Saarland,SL
10042,201310042,2013,Landkreis Merzig-Wadern,44.7,60.0,54.5,Saarland,SL
10042,201710042,2017,Landkreis Merzig-Wadern,46.1,67.9,58.400000000000006,Saarland,SL
10043,200910043,2009,Landkreis Neunkirchen,44.1,63.2,54.800000000000004,Saarland,SL
10043,201310043,2013,Landkreis Neunkirchen,48.6,57.5,58.1,Saarland,SL
10043,201710043,2017,Landkreis Neunkirchen,47.1,77.9,54.6,Saarland,SL
10044,200910044,2009,Landkreis Saarlouis,45.300000000000004,69.7,56.1,Saarland,SL
10044,201310044,2013,Landkreis Saarlouis,41.0,58.400000000000006,57.0,Saarland,SL
10044,201710044,2017,Landkreis Saarlouis,46.6,63.900000000000006,60.6,Saarland,SL
10045,200910045,2009,Saarpfalz-Kreis,44.900000000000006,60.2,50.0,Saarland,SL
10045,201310045,2013,Saarpfalz-Kreis,45.900000000000006,55.6,61.400000000000006,Saarland,SL
10045,201710045,2017,Saarpfalz-Kreis,43.300000000000004,70.3,54.5,Saarland,SL
10046,200910046,2009,Landkreis St. Wendel,45.900000000000006,68.60000000000001,59.800000000000004,Saarland,SL
10046,201310046,2013,Landkreis St. Wendel,40.800000000000004,55.800000000000004,57.0,Saarland,SL
10046,201710046,2017,Landkreis St. Wendel,45.5,54.800000000000004,62.7,Saarland,SL
12051,200912051,2009,Brandenburg an der Havel,40.400000000000006,63.2,54.6,Brandenburg,BB
12051,201312051,2013,Brandenburg an der Havel,50.800000000000004,69.2,62.0,Brandenburg,BB
12051,201712051,2017,Brandenburg an der Havel,48.6,65.2,58.800000000000004,Brandenburg,BB
12052,200912052,2009,Cottbus,53.0,69.0,54.5,Brandenburg,BB
12052,201312052,2013,Cottbus,53.5,58.1,54.5,Brandenburg,BB
12052,201712052,2017,Cottbus,48.900000000000006,64.7,66.3,Brandenburg,BB
12053,200912053,2009,Frankfurt (Oder),45.0,60.7,65.5,Brandenburg,BB
12053,201312053,2013,Frankfurt (Oder),40.1,60.6,71.4,Brandenburg,BB
12053,201712053,2017,Frankfurt (Oder),45.7,64.5,64.9,Brandenburg,BB
12054,200912054,2009,Potsdam,44.7,72.0,63.0,Brandenburg,BB
12054,201312054,2013,Potsdam,48.5,67.7,64.7,Brandenburg,BB
12054,201712054,2017,Potsdam,47.400000000000006,55.7,61.1,Brandenburg,BB
12060,200912060,2009,Landkreis Barnim,43.1,59.800000000000004,61.400000000000006,Brandenburg,BB
12060,201312060,2013,Landkreis Barnim,47.2,58.6,56.800000000000004,Brandenburg,BB
12060,201712060,2017,Landkreis Barnim,46.300000000000004,66.3,57.300000000000004,Brandenburg,BB
12061,200912061,2009,Landkreis Dahme-Spreewald,40.800000000000004,80.4,56.1,Brandenburg,BB
12061,201312061,2013,Landkreis Dahme-Spreewald,48.7,67.4,54.1,Brandenburg,BB
12061,201712061,2017,Landkreis Dahme-Spreewald,39.800000000000004,56.5,61.6,Brandenburg,BB
12062,200912062,2009,Landkreis Elbe-Elster,37.1,63.0,62.6,Brandenburg,BB
12062,201312062,2013,Landkreis Elbe-Elster,46.6,57.800000000000004,58.800000000000004,Brandenburg,BB
12062,201712062,2017,Landkreis Elbe-Elster,41.7,70.7,58.7,Brandenburg,BB
12063,200912063,2009,Landkreis Havelland,40.6,67.60000000000001,62.2,Brandenburg,BB
12063,201312063,2013,Landkreis Havelland,51.6,62.0,62.300000000000004,Brandenburg,BB
12063,201712063,2017,Landkreis Havelland,47.7,63.400000000000006,62.900000000000006,Brandenburg,BB
12064,200912064,2009,Landkreis Märkisch-Oderland,41.800000000000004,58.6,56.1,Brandenburg,BB
12064,201312064,2013,Landkreis Märkisch-Oderland,48.0,61.900000000000006,57.2,Brandenburg,BB
12064,201712064,2017,Landkreis Märkisch-Oderland,42.800000000000004,68.9,68.0,Brandenburg,BB
12065,200912065,2009,Landkreis Oberhavel,39.300000000000004,61.2,59.900000000000006,Brandenburg,BB
12065,201312065,2013,Landkreis Oberhavel,44.300000000000004,68.3,56.0,Brandenburg,BB
12065,201712065,2017,Landkreis Oberhavel,47.5,62.5,64.3,Brandenburg,BB
12066,200912066,2009,Landkreis Oberspreewald-Lausitz,35.7,61.900000000000006,63.400000000000006,Brandenburg,BB
12066,201312066,2013,Landkreis Oberspreewald-Lausitz,44.300000000000004,66.2,66.9,Brandenburg,BB
12066,201712066,2017,Landkreis Oberspreewald-Lausitz,43.5,61.6,57.400000000000006,Brandenburg,BB
12067,200912067,2009,Landkreis Oder-Spree,44.400000000000006,62.5,60.5,Brandenburg,BB
12067,201312067,2013,Landkreis Oder-Spree,45.900000000000006,56.800000000000004,60.0,Brandenburg,BB
12067,201712067,2017,Landkreis Oder-Spree,44.2,60.300000000000004,64.7,Brandenburg,BB
12068,200912068,2009,Landkreis Ostprignitz-Ruppin,39.900000000000006,61.800000000000004,58.2,Brandenburg,BB
12068,201312068,2013,Landkreis Ostprignitz-Ruppin,35.9,56.900000000000006,66.3,Brandenburg,BB
12068,201712068,2017,Landkreis Ostprignitz-Ruppin,45.800000000000004,64.8,56.1,Brandenburg,BB
12069,200912069,2009,Landkreis Potsdam-Mittelmark,43.300000000000004,57.7,59.6,Brandenburg,BB
12069,201312069,2013,Landkreis Potsdam-Mittelmark,45.0,75.8,59.0,Brandenburg,BB
12069,201712069,2017,Landkreis Potsdam-Mittelmark,45.5,63.2,63.6,Brandenburg,BB
12070,200912070,2009,Landkreis Prignitz,40.900000000000006,69.4,58.300000000000004,Brandenburg,BB
12070,201312070,2013,Landkreis Prignitz,45.900000000000006,58.7,66.10000000000001,Brandenburg,BB
12070,201712070,2017,Landkreis Prignitz,46.1,68.3,55.300000000000004,Brandenburg,BB
12071,200912071,2009,Landkreis Spree-Neiße,40.800000000000004,68.8,58.2,Brandenburg,BB
12071,201312071,2013,Landkreis Spree-Neiße,35.9,64.9,53.800000000000004,Brandenburg,BB
12071,201712071,2017,Landkreis Spree-Neiße,44.1,79.0,62.2,Brandenburg,BB
12072,200912072,2009,Landkreis Teltow-Fläming,42.400000000000006,62.5,55.300000000000004,Brandenburg,BB
12072,201312072,2013,Landkreis Teltow-Fläming,46.0,58.0,60.1,Brandenburg,BB
12072,201712072,2017,Landkreis Teltow-Fläming,44.5,65.8,59.0,Brandenburg,BB
12073,200912073,2009,Landkreis Uckermark,43.300000000000004,63.5,58.7,Brandenburg,BB
12073,201312073,2013,Landkreis Uckermark,42.900000000000006,56.7,71.10000000000001,Brandenburg,BB
12073,201712073,2017,Landkreis Uckermark,41.0,66.4,64.60000000000001,Brandenburg,BB
13001,200913001,2009,Greifswald,45.5,64.9,62.900000000000006,Mecklenburg-Vorpommern,MV
13001,201313001,2013,Greifswald,,,,Mecklenburg-Vorpommern,MV
13001,201713001,2017,Greifswald,,,,Mecklenburg-Vorpommern,MV
13002,200913002,2009,Neubrandenburg,49.7,57.800000000000004,48.1,Mecklenburg-Vorpommern,MV
13002,201313002,2013,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13002,201713002,2017,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13003,200913003,2009,Rostock,46.1,63.6,52.2,Mecklenburg-Vorpommern,MV
13003,201313003,2013,Rostock,50.2,61.7,49.0,Mecklenburg-Vorpommern,MV
13003,201713003,2017,Rostock,45.300000000000004,63.1,64.10000000000001,Mecklenburg-Vorpommern,MV
13004,200913004,2009,Schwerin,45.1,59.800000000000004,46.800000000000004,Mecklenburg-Vorpommern,MV
13004,201313004,2013,Schwerin,45.7,62.5,47.7,Mecklenburg-Vorpommern,MV
13004,201713004,2017,Schwerin,47.7,57.5,56.1,Mecklenburg-Vorpommern,MV
13005,200913005,2009,Stralsund,42.2,45.7,52.400000000000006,Mecklenburg-Vorpommern,MV
13005,201313005,2013,Stralsund,,,,Mecklenburg-Vorpommern,MV
13005,201713005,2017,Stralsund,,,,Mecklenburg-Vorpommern,MV
13006,200913006,2009,Wismar,44.400000000000006,50.800000000000004,60.0,Mecklenburg-Vorpommern,MV
13006,201313006,2013,Wismar,,,,Mecklenburg-Vorpommern,MV
13006,201713006,2017,Wismar,,,,Mecklenburg-Vorpommern,MV
13051,200913051,2009,Landkreis Bad Doberan,44.300000000000004,72.10000000000001,52.6,Mecklenburg-Vorpommern,MV
13051,201313051,2013,Landkreis Bad Doberan,,,,Mecklenburg-Vorpommern,MV
13051,201713051,2017,Landkreis Bad Doberan,,,,Mecklenburg-Vorpommern,MV
13052,200913052,2009,Landkreis Demmin,45.300000000000004,60.2,42.400000000000006,Mecklenburg-Vorpommern,MV
13052,201313052,2013,Landkreis Demmin,,,,Mecklenburg-Vorpommern,MV
13052,201713052,2017,Landkreis Demmin,,,,Mecklenburg-Vorpommern,MV
13053,200913053,2009,Landkreis Güstrow,43.0,59.1,49.400000000000006,Mecklenburg-Vorpommern,MV
13053,201313053,2013,Landkreis Güstrow,,,,Mecklenburg-Vorpommern,MV
13053,201713053,2017,Landkreis Güstrow,,,,Mecklenburg-Vorpommern,MV
13054,200913054,2009,Landkreis Ludwigslust,43.800000000000004,62.6,65.60000000000001,Mecklenburg-Vorpommern,MV
13054,201313054,2013,Landkreis Ludwigslust,,,,Mecklenburg-Vorpommern,MV
13054,201713054,2017,Landkreis Ludwigslust,,,,Mecklenburg-Vorpommern,MV
13055,200913055,2009,Landkreis Mecklenburg-Strelitz,42.6,61.300000000000004,53.7,Mecklenburg-Vorpommern,MV
13055,201313055,2013,Landkreis Mecklenburg-Strelitz,,,,Mecklenburg-Vorpommern,MV
13055,201713055,2017,Landkreis Mecklenburg-Strelitz,,,,Mecklenburg-Vorpommern,MV
13056,200913056,2009,Landkreis Müritz,40.5,63.2,57.900000000000006,Mecklenburg-Vorpommern,MV
13056,201313056,2013,Landkreis Müritz,,,,Mecklenburg-Vorpommern,MV
13056,201713056,2017,Landkreis Müritz,,,,Mecklenburg-Vorpommern,MV
13057,200913057,2009,Landkreis Nordvorpommern,46.2,71.10000000000001,53.300000000000004,Mecklenburg-Vorpommern,MV
13057,201313057,2013,Landkreis Nordvorpommern,,,,Mecklenburg-Vorpommern,MV
13057,201713057,2017,Landkreis Nordvorpommern,,,,Mecklenburg-Vorpommern,MV
13058,200913058,2009,Landkreis Nordwestmecklenburg,43.900000000000006,64.2,55.800000000000004,Mecklenburg-Vorpommern,MV
13058,201313058,2013,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13058,201713058,2017,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13059,200913059,2009,Landkreis Ostvorpommern,45.6,55.300000000000004,53.5,Mecklenburg-Vorpommern,MV
13059,201313059,2013,Landkreis Ostvorpommern,,,,Mecklenburg-Vorpommern,MV
13059,201713059,2017,Landkreis Ostvorpommern,,,,Mecklenburg-Vorpommern,MV
13060,200913060,2009,Landkreis Parchim,43.2,58.900000000000006,54.800000000000004,Mecklenburg-Vorpommern,MV
13060,201313060,2013,Landkreis Parchim,,,,Mecklenburg-Vorpommern,MV
13060,201713060,2017,Landkreis Parchim,,,,Mecklenburg-Vorpommern,MV
13061,200913061,2009,Landkreis Rügen,44.400000000000006,66.0,42.900000000000006,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,,,Mecklenburg-Vorpommern,MV
13061,201713061,2017,Landkreis Rügen,,,,Mecklenburg-Vorpommern,MV
13062,200913062,2009,Landkreis Uecker-Randow,46.300000000000004,65.8,65.60000000000001,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,,,Mecklenburg-Vorpommern,MV
13062,201713062,2017,Landkreis Uecker-Randow,,,,Mecklenburg-Vorpommern,MV
13071,200913071,2009,Landkreis Mecklenburgische Seenplatte,,,,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,47.900000000000006,63.800000000000004,54.300000000000004,Mecklenburg-Vorpommern,MV
13071,201713071,2017,Landkreis Mecklenburgische Seenplatte,46.6,62.1,64.4,Mecklenburg-Vorpommern,MV
13072,200913072,2009,Landkreis Rostock,,,,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,41.900000000000006,67.9,52.1,Mecklenburg-Vorpommern,MV
13072,201713072,2017,Landkreis Rostock,41.5,75.2,66.3,Mecklenburg-Vorpommern,MV
13073,200913073,2009,Landkreis Vorpommern-Rügen,,,,Mecklenburg-Vorpommern,MV
13073,201313073,2013,Landkreis Vorpommern-Rügen,48.0,64.5,54.6,Mecklenburg-Vorpommern,MV
13073,201713073,2017,Landkreis Vorpommern-Rügen,44.7,65.10000000000001,63.6,Mecklenburg-Vorpommern,MV
13074,200913074,2009,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13074,201313074,2013,Landkreis Nordwestmecklenburg,41.7,62.300000000000004,71.2,Mecklenburg-Vorpommern,MV
13074,201713074,2017,Landkreis Nordwestmecklenburg,40.900000000000006,68.60000000000001,57.5,Mecklenburg-Vorpommern,MV
13075,200913075,2009,Landkreis Vorpommern-Greifswald,,,,Mecklenburg-Vorpommern,MV
13075,201313075,2013,Landkreis Vorpommern-Greifswald,49.6,60.0,60.800000000000004,Mecklenburg-Vorpommern,MV
13075,201713075,2017,Landkreis Vorpommern-Greifswald,46.7,58.1,58.900000000000006,Mecklenburg-Vorpommern,MV
13076,200913076,2009,Landkreis Ludwigslust-Parchim,,,,Mecklenburg-Vorpommern,MV
13076,201313076,2013,Landkreis Ludwigslust-Parchim,39.7,61.0,71.60000000000001,Mecklenburg-Vorpommern,MV
13076,201713076,2017,Landkreis Ludwigslust-Parchim,43.0,64.8,61.800000000000004,Mecklenburg-Vorpommern,MV
14511,200914511,2009,Chemnitz,43.800000000000004,59.1,61.7,Sachsen,SN
14511,201314511,2013,Chemnitz,46.900000000000006,54.400000000000006,54.1,Sachsen,SN
14511,201714511,2017,Chemnitz,48.7,57.7,57.5,Sachsen,SN
14521,200914521,2009,Erzgebirgskreis,44.300000000000004,62.1,62.0,Sachsen,SN
14521,201314521,2013,Erzgebirgskreis,46.0,61.5,62.1,Sachsen,SN
14521,201714521,2017,Erzgebirgskreis,44.800000000000004,60.7,68.8,Sachsen,SN
14522,200914522,2009,Landkreis Mittelsachsen,45.300000000000004,53.6,67.5,Sachsen,SN
14522,201314522,2013,Landkreis Mittelsachsen,46.5,66.10000000000001,62.0,Sachsen,SN
14522,201714522,2017,Landkreis Mittelsachsen,45.2,60.1,58.5,Sachsen,SN
14523,200914523,2009,Vogtlandkreis,42.300000000000004,64.0,58.300000000000004,Sachsen,SN
