,YearSchluessel,Year,Stadt-/Landkreis,Altenquotient,Jugendquotient,Gesamtquotient,LAND_NAME,LAND_ABK
10042,200010042,2000,Landkreis Merzig-Wadern,28.8,35.9,64.60000000000001,Saarland,SL
10042,200510042,2005,Landkreis Merzig-Wadern,34.4,35.1,69.5,Saarland,SL
10042,200910042,2009,Landkreis Merzig-Wadern,35.300000000000004,31.8,67.2,Saarland,SL
10042,201310042,2013,Landkreis Merzig-Wadern,33.7,28.900000000000002,62.6,Saarland,SL
10042,201710042,2017,Landkreis Merzig-Wadern,36.800000000000004,28.8,65.7,Saarland,SL
10043,199510043,1995,Landkreis Neunkirchen,27.5,32.5,60.0,Saarland,SL
10043,200010043,2000,Landkreis Neunkirchen,30.5,33.1,63.6,Saarland,SL
10043,200510043,2005,Landkreis Neunkirchen,37.0,32.2,69.2,Saarland,SL
10043,200910043,2009,Landkreis Neunkirchen,38.7,29.400000000000002,68.10000000000001,Saarland,SL
10043,201310043,2013,Landkreis Neunkirchen,38.2,26.200000000000003,64.4,Saarland,SL
10043,201710043,2017,Landkreis Neunkirchen,40.400000000000006,27.3,67.8,Saarland,SL
10044,199510044,1995,Landkreis Saarlouis,25.1,33.300000000000004,58.400000000000006,Saarland,SL
10044,200010044,2000,Landkreis Saarlouis,29.0,33.6,62.6,Saarland,SL
10044,200510044,2005,Landkreis Saarlouis,34.5,32.5,67.0,Saarland,SL
10044,200910044,2009,Landkreis Saarlouis,36.5,29.8,66.2,Saarland,SL
10044,201310044,2013,Landkreis Saarlouis,36.300000000000004,27.400000000000002,63.7,Saarland,SL
10044,201710044,2017,Landkreis Saarlouis,39.6,28.3,67.8,Saarland,SL
10045,199510045,1995,Saarpfalz-Kreis,27.1,32.2,59.300000000000004,Saarland,SL
10045,200010045,2000,Saarpfalz-Kreis,30.400000000000002,32.800000000000004,63.1,Saarland,SL
10045,200510045,2005,Saarpfalz-Kreis,36.4,31.5,68.0,Saarland,SL
10045,200910045,2009,Saarpfalz-Kreis,38.5,29.3,67.8,Saarland,SL
10045,201310045,2013,Saarpfalz-Kreis,39.0,27.200000000000003,66.10000000000001,Saarland,SL
10045,201710045,2017,Saarpfalz-Kreis,41.800000000000004,27.900000000000002,69.7,Saarland,SL
10046,199510046,1995,Landkreis St. Wendel,26.6,35.6,62.300000000000004,Saarland,SL
10046,200010046,2000,Landkreis St. Wendel,29.900000000000002,35.4,65.3,Saarland,SL
10046,200510046,2005,Landkreis St. Wendel,35.300000000000004,33.800000000000004,69.10000000000001,Saarland,SL
10046,200910046,2009,Landkreis St. Wendel,36.800000000000004,30.5,67.3,Saarland,SL
10046,201310046,2013,Landkreis St. Wendel,37.6,26.5,63.300000000000004,Saarland,SL
10046,201710046,2017,Landkreis St. Wendel,40.1,26.700000000000003,66.7,Saarland,SL
12051,199512051,1995,Brandenburg an der Havel,22.1,34.1,56.2,Brandenburg,BB
12051,200012051,2000,Brandenburg an der Havel,27.400000000000002,28.6,56.0,Brandenburg,BB
12051,200512051,2005,Brandenburg an der Havel,37.6,24.900000000000002,62.5,Brandenburg,BB
12051,200912051,2009,Brandenburg an der Havel,44.0,22.0,66.0,Brandenburg,BB
12051,201312051,2013,Brandenburg an der Havel,44.800000000000004,23.0,67.7,Brandenburg,BB
12051,201712051,2017,Brandenburg an der Havel,47.7,26.700000000000003,74.4,Brandenburg,BB
12052,199512052,1995,Cottbus,17.900000000000002,37.800000000000004,55.7,Brandenburg,BB
12052,200012052,2000,Cottbus,22.6,30.400000000000002,53.0,Brandenburg,BB
12052,200512052,2005,Cottbus,30.400000000000002,24.200000000000003,54.5,Brandenburg,BB
12052,200912052,2009,Cottbus,35.7,21.0,56.7,Brandenburg,BB
12052,201312052,2013,Cottbus,37.2,22.3,59.5,Brandenburg,BB
12052,201712052,2017,Cottbus,41.800000000000004,27.0,68.7,Brandenburg,BB
12053,199512053,1995,Frankfurt (Oder),17.1,39.6,56.7,Brandenburg,BB
12053,200012053,2000,Frankfurt (Oder),21.8,31.1,52.900000000000006,Brandenburg,BB
12053,200512053,2005,Frankfurt (Oder),30.8,25.5,56.300000000000004,Brandenburg,BB
12053,200912053,2009,Frankfurt (Oder),35.800000000000004,22.200000000000003,58.0,Brandenburg,BB
12053,201312053,2013,Frankfurt (Oder),37.9,23.3,61.2,Brandenburg,BB
12053,201712053,2017,Frankfurt (Oder),43.0,27.400000000000002,70.4,Brandenburg,BB
12054,199512054,1995,Potsdam,19.5,35.6,55.1,Brandenburg,BB
12054,200012054,2000,Potsdam,23.3,29.200000000000003,52.400000000000006,Brandenburg,BB
12054,200512054,2005,Potsdam,28.3,26.3,54.6,Brandenburg,BB
12054,200912054,2009,Potsdam,31.1,25.3,56.400000000000006,Brandenburg,BB
12054,201312054,2013,Potsdam,30.900000000000002,27.8,58.6,Brandenburg,BB
12054,201712054,2017,Potsdam,31.900000000000002,31.3,63.2,Brandenburg,BB
12060,199512060,1995,Landkreis Barnim,19.900000000000002,37.300000000000004,57.1,Brandenburg,BB
12060,200012060,2000,Landkreis Barnim,22.0,32.6,54.5,Brandenburg,BB
12060,200512060,2005,Landkreis Barnim,28.5,27.6,56.1,Brandenburg,BB
12060,200912060,2009,Landkreis Barnim,33.300000000000004,24.1,57.5,Brandenburg,BB
12060,201312060,2013,Landkreis Barnim,35.5,25.8,61.2,Brandenburg,BB
12060,201712060,2017,Landkreis Barnim,39.400000000000006,29.6,69.0,Brandenburg,BB
12061,199512061,1995,Landkreis Dahme-Spreewald,22.1,36.0,58.2,Brandenburg,BB
12061,200012061,2000,Landkreis Dahme-Spreewald,25.400000000000002,32.2,57.6,Brandenburg,BB
12061,200512061,2005,Landkreis Dahme-Spreewald,32.9,28.0,61.0,Brandenburg,BB
12061,200912061,2009,Landkreis Dahme-Spreewald,37.5,25.200000000000003,62.800000000000004,Brandenburg,BB
12061,201312061,2013,Landkreis Dahme-Spreewald,37.800000000000004,26.0,63.900000000000006,Brandenburg,BB
12061,201712061,2017,Landkreis Dahme-Spreewald,40.400000000000006,29.3,69.7,Brandenburg,BB
12062,199512062,1995,Landkreis Elbe-Elster,25.400000000000002,38.300000000000004,63.7,Brandenburg,BB
12062,200012062,2000,Landkreis Elbe-Elster,28.3,33.0,61.400000000000006,Brandenburg,BB
12062,200512062,2005,Landkreis Elbe-Elster,36.0,27.5,63.5,Brandenburg,BB
12062,200912062,2009,Landkreis Elbe-Elster,41.1,23.1,64.2,Brandenburg,BB
12062,201312062,2013,Landkreis Elbe-Elster,42.1,23.200000000000003,65.3,Brandenburg,BB
12062,201712062,2017,Landkreis Elbe-Elster,47.800000000000004,26.6,74.4,Brandenburg,BB
12063,199512063,1995,Landkreis Havelland,21.0,36.5,57.5,Brandenburg,BB
12063,200012063,2000,Landkreis Havelland,22.700000000000003,34.6,57.300000000000004,Brandenburg,BB
12063,200512063,2005,Landkreis Havelland,29.3,31.700000000000003,60.900000000000006,Brandenburg,BB
12063,200912063,2009,Landkreis Havelland,34.0,28.400000000000002,62.400000000000006,Brandenburg,BB
12063,201312063,2013,Landkreis Havelland,34.6,28.8,63.5,Brandenburg,BB
12063,201712063,2017,Landkreis Havelland,37.300000000000004,31.200000000000003,68.5,Brandenburg,BB
12064,199512064,1995,Landkreis Märkisch-Oderland,20.8,39.300000000000004,60.1,Brandenburg,BB
12064,200012064,2000,Landkreis Märkisch-Oderland,24.1,34.300000000000004,58.400000000000006,Brandenburg,BB
12064,200512064,2005,Landkreis Märkisch-Oderland,30.0,28.6,58.5,Brandenburg,BB
12064,200912064,2009,Landkreis Märkisch-Oderland,34.1,24.0,58.0,Brandenburg,BB
12064,201312064,2013,Landkreis Märkisch-Oderland,35.4,25.200000000000003,60.5,Brandenburg,BB
12064,201712064,2017,Landkreis Märkisch-Oderland,39.400000000000006,28.6,68.0,Brandenburg,BB
12065,199512065,1995,Landkreis Oberhavel,20.6,36.5,57.0,Brandenburg,BB
12065,200012065,2000,Landkreis Oberhavel,23.3,32.6,55.900000000000006,Brandenburg,BB
12065,200512065,2005,Landkreis Oberhavel,29.8,29.6,59.400000000000006,Brandenburg,BB
12065,200912065,2009,Landkreis Oberhavel,34.2,27.1,61.300000000000004,Brandenburg,BB
12065,201312065,2013,Landkreis Oberhavel,34.9,28.0,63.0,Brandenburg,BB
12065,201712065,2017,Landkreis Oberhavel,37.9,30.6,68.5,Brandenburg,BB
12066,199512066,1995,Landkreis Oberspreewald-Lausitz,23.200000000000003,37.300000000000004,60.6,Brandenburg,BB
12066,200012066,2000,Landkreis Oberspreewald-Lausitz,27.3,31.5,58.800000000000004,Brandenburg,BB
12066,200512066,2005,Landkreis Oberspreewald-Lausitz,37.0,26.400000000000002,63.400000000000006,Brandenburg,BB
12066,200912066,2009,Landkreis Oberspreewald-Lausitz,43.0,22.200000000000003,65.2,Brandenburg,BB
12066,201312066,2013,Landkreis Oberspreewald-Lausitz,44.400000000000006,22.900000000000002,67.4,Brandenburg,BB
12066,201712066,2017,Landkreis Oberspreewald-Lausitz,50.0,26.8,76.80000000000001,Brandenburg,BB
12067,199512067,1995,Landkreis Oder-Spree,20.700000000000003,38.0,58.7,Brandenburg,BB
12067,200012067,2000,Landkreis Oder-Spree,24.3,32.7,57.0,Brandenburg,BB
12067,200512067,2005,Landkreis Oder-Spree,32.4,27.5,59.900000000000006,Brandenburg,BB
12067,200912067,2009,Landkreis Oder-Spree,37.5,23.6,61.1,Brandenburg,BB
12067,201312067,2013,Landkreis Oder-Spree,39.800000000000004,24.900000000000002,64.7,Brandenburg,BB
12067,201712067,2017,Landkreis Oder-Spree,44.7,28.6,73.3,Brandenburg,BB
12068,199512068,1995,Landkreis Ostprignitz-Ruppin,21.5,40.300000000000004,61.800000000000004,Brandenburg,BB
12068,200012068,2000,Landkreis Ostprignitz-Ruppin,25.0,34.7,59.7,Brandenburg,BB
12068,200512068,2005,Landkreis Ostprignitz-Ruppin,31.400000000000002,28.1,59.6,Brandenburg,BB
12068,200912068,2009,Landkreis Ostprignitz-Ruppin,35.7,23.6,59.300000000000004,Brandenburg,BB
12068,201312068,2013,Landkreis Ostprignitz-Ruppin,37.2,24.0,61.2,Brandenburg,BB
12068,201712068,2017,Landkreis Ostprignitz-Ruppin,41.900000000000006,27.6,69.5,Brandenburg,BB
12069,199512069,1995,Landkreis Potsdam-Mittelmark,22.1,36.800000000000004,59.0,Brandenburg,BB
12069,200012069,2000,Landkreis Potsdam-Mittelmark,23.3,34.0,57.300000000000004,Brandenburg,BB
12069,200512069,2005,Landkreis Potsdam-Mittelmark,29.0,30.200000000000003,59.2,Brandenburg,BB
12069,200912069,2009,Landkreis Potsdam-Mittelmark,33.1,27.6,60.6,Brandenburg,BB
12069,201312069,2013,Landkreis Potsdam-Mittelmark,33.7,29.1,62.900000000000006,Brandenburg,BB
12069,201712069,2017,Landkreis Potsdam-Mittelmark,37.2,32.300000000000004,69.5,Brandenburg,BB
12070,199512070,1995,Landkreis Prignitz,24.900000000000002,38.400000000000006,63.300000000000004,Brandenburg,BB
12070,200012070,2000,Landkreis Prignitz,29.200000000000003,33.5,62.7,Brandenburg,BB
12070,200512070,2005,Landkreis Prignitz,38.2,28.200000000000003,66.4,Brandenburg,BB
12070,200912070,2009,Landkreis Prignitz,42.7,23.1,65.8,Brandenburg,BB
12070,201312070,2013,Landkreis Prignitz,43.300000000000004,23.1,66.5,Brandenburg,BB
12070,201712070,2017,Landkreis Prignitz,47.800000000000004,26.6,74.4,Brandenburg,BB
12071,199512071,1995,Landkreis Spree-Neiße,23.400000000000002,38.900000000000006,62.300000000000004,Brandenburg,BB
12071,200012071,2000,Landkreis Spree-Neiße,25.6,33.1,58.800000000000004,Brandenburg,BB
12071,200512071,2005,Landkreis Spree-Neiße,33.1,26.700000000000003,59.800000000000004,Brandenburg,BB
12071,200912071,2009,Landkreis Spree-Neiße,38.2,22.3,60.5,Brandenburg,BB
12071,201312071,2013,Landkreis Spree-Neiße,40.300000000000004,22.700000000000003,63.0,Brandenburg,BB
12071,201712071,2017,Landkreis Spree-Neiße,46.900000000000006,26.5,73.4,Brandenburg,BB
12072,199512072,1995,Landkreis Teltow-Fläming,21.900000000000002,37.7,59.5,Brandenburg,BB
12072,200012072,2000,Landkreis Teltow-Fläming,23.5,33.800000000000004,57.300000000000004,Brandenburg,BB
12072,200512072,2005,Landkreis Teltow-Fläming,29.900000000000002,29.5,59.400000000000006,Brandenburg,BB
12072,200912072,2009,Landkreis Teltow-Fläming,33.800000000000004,26.0,59.800000000000004,Brandenburg,BB
12072,201312072,2013,Landkreis Teltow-Fläming,34.7,26.700000000000003,61.300000000000004,Brandenburg,BB
12072,201712072,2017,Landkreis Teltow-Fläming,37.2,29.8,67.0,Brandenburg,BB
12073,199512073,1995,Landkreis Uckermark,19.900000000000002,40.300000000000004,60.2,Brandenburg,BB
12073,200012073,2000,Landkreis Uckermark,24.400000000000002,34.2,58.6,Brandenburg,BB
12073,200512073,2005,Landkreis Uckermark,33.4,28.6,62.0,Brandenburg,BB
12073,200912073,2009,Landkreis Uckermark,38.5,23.8,62.300000000000004,Brandenburg,BB
12073,201312073,2013,Landkreis Uckermark,40.900000000000006,24.200000000000003,65.2,Brandenburg,BB
12073,201712073,2017,Landkreis Uckermark,47.2,27.700000000000003,74.9,Brandenburg,BB
13001,199513001,1995,Greifswald,17.2,40.300000000000004,57.6,Mecklenburg-Vorpommern,MV
13001,200013001,2000,Greifswald,21.700000000000003,31.5,53.2,Mecklenburg-Vorpommern,MV
13001,200513001,2005,Greifswald,27.1,25.0,52.2,Mecklenburg-Vorpommern,MV
13001,200913001,2009,Greifswald,29.1,21.5,50.5,Mecklenburg-Vorpommern,MV
13001,201313001,2013,Greifswald,,,,Mecklenburg-Vorpommern,MV
13001,201713001,2017,Greifswald,,,,Mecklenburg-Vorpommern,MV
13002,199513002,1995,Neubrandenburg,13.5,41.2,54.6,Mecklenburg-Vorpommern,MV
13002,200013002,2000,Neubrandenburg,19.5,32.1,51.6,Mecklenburg-Vorpommern,MV
13002,200513002,2005,Neubrandenburg,28.6,26.5,55.2,Mecklenburg-Vorpommern,MV
13002,200913002,2009,Neubrandenburg,34.300000000000004,22.700000000000003,57.0,Mecklenburg-Vorpommern,MV
13002,201313002,2013,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13002,201713002,2017,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13003,199513003,1995,Rostock,17.6,35.2,52.800000000000004,Mecklenburg-Vorpommern,MV
13003,200013003,2000,Rostock,24.1,28.200000000000003,52.2,Mecklenburg-Vorpommern,MV
13003,200513003,2005,Rostock,32.6,24.0,56.5,Mecklenburg-Vorpommern,MV
13003,200913003,2009,Rostock,36.800000000000004,21.700000000000003,58.400000000000006,Mecklenburg-Vorpommern,MV
13003,201313003,2013,Rostock,36.2,22.700000000000003,59.0,Mecklenburg-Vorpommern,MV
13003,201713003,2017,Rostock,38.900000000000006,26.3,65.2,Mecklenburg-Vorpommern,MV
13004,199513004,1995,Schwerin,19.200000000000003,38.1,57.400000000000006,Mecklenburg-Vorpommern,MV
13004,200013004,2000,Schwerin,25.0,29.8,54.7,Mecklenburg-Vorpommern,MV
13004,200513004,2005,Schwerin,34.0,26.5,60.5,Mecklenburg-Vorpommern,MV
13004,200913004,2009,Schwerin,38.800000000000004,23.3,62.2,Mecklenburg-Vorpommern,MV
13004,201313004,2013,Schwerin,40.6,25.400000000000002,66.0,Mecklenburg-Vorpommern,MV
13004,201713004,2017,Schwerin,43.7,30.5,74.2,Mecklenburg-Vorpommern,MV
13005,199513005,1995,Stralsund,21.0,36.0,57.0,Mecklenburg-Vorpommern,MV
13005,200013005,2000,Stralsund,27.6,29.8,57.400000000000006,Mecklenburg-Vorpommern,MV
13005,200513005,2005,Stralsund,37.800000000000004,25.900000000000002,63.7,Mecklenburg-Vorpommern,MV
13005,200913005,2009,Stralsund,41.7,23.1,64.7,Mecklenburg-Vorpommern,MV
13005,201313005,2013,Stralsund,,,,Mecklenburg-Vorpommern,MV
13005,201713005,2017,Stralsund,,,,Mecklenburg-Vorpommern,MV
13006,199513006,1995,Wismar,23.700000000000003,35.5,59.2,Mecklenburg-Vorpommern,MV
13006,200013006,2000,Wismar,28.900000000000002,29.1,58.0,Mecklenburg-Vorpommern,MV
13006,200513006,2005,Wismar,36.800000000000004,24.6,61.400000000000006,Mecklenburg-Vorpommern,MV
13006,200913006,2009,Wismar,40.2,21.0,61.2,Mecklenburg-Vorpommern,MV
13006,201313006,2013,Wismar,,,,Mecklenburg-Vorpommern,MV
13006,201713006,2017,Wismar,,,,Mecklenburg-Vorpommern,MV
13051,199513051,1995,Landkreis Bad Doberan,18.8,43.1,61.900000000000006,Mecklenburg-Vorpommern,MV
13051,200013051,2000,Landkreis Bad Doberan,19.6,36.2,55.800000000000004,Mecklenburg-Vorpommern,MV
13051,200513051,2005,Landkreis Bad Doberan,25.200000000000003,29.5,54.7,Mecklenburg-Vorpommern,MV
13051,200913051,2009,Landkreis Bad Doberan,30.1,25.0,55.1,Mecklenburg-Vorpommern,MV
13051,201313051,2013,Landkreis Bad Doberan,,,,Mecklenburg-Vorpommern,MV
13051,201713051,2017,Landkreis Bad Doberan,,,,Mecklenburg-Vorpommern,MV
13052,199513052,1995,Landkreis Demmin,22.6,42.6,65.2,Mecklenburg-Vorpommern,MV
13052,200013052,2000,Landkreis Demmin,27.0,36.5,63.5,Mecklenburg-Vorpommern,MV
13052,200513052,2005,Landkreis Demmin,34.5,30.400000000000002,65.0,Mecklenburg-Vorpommern,MV
13052,200913052,2009,Landkreis Demmin,37.300000000000004,24.900000000000002,62.2,Mecklenburg-Vorpommern,MV
13052,201313052,2013,Landkreis Demmin,,,,Mecklenburg-Vorpommern,MV
13052,201713052,2017,Landkreis Demmin,,,,Mecklenburg-Vorpommern,MV
13053,199513053,1995,Landkreis Güstrow,21.1,43.6,64.7,Mecklenburg-Vorpommern,MV
13053,200013053,2000,Landkreis Güstrow,25.200000000000003,37.2,62.400000000000006,Mecklenburg-Vorpommern,MV
13053,200513053,2005,Landkreis Güstrow,32.9,31.0,64.0,Mecklenburg-Vorpommern,MV
13053,200913053,2009,Landkreis Güstrow,36.5,25.5,62.0,Mecklenburg-Vorpommern,MV
13053,201313053,2013,Landkreis Güstrow,,,,Mecklenburg-Vorpommern,MV
13053,201713053,2017,Landkreis Güstrow,,,,Mecklenburg-Vorpommern,MV
13054,199513054,1995,Landkreis Ludwigslust,22.1,42.1,64.2,Mecklenburg-Vorpommern,MV
13054,200013054,2000,Landkreis Ludwigslust,23.900000000000002,37.1,61.0,Mecklenburg-Vorpommern,MV
13054,200513054,2005,Landkreis Ludwigslust,29.3,31.0,60.300000000000004,Mecklenburg-Vorpommern,MV
13054,200913054,2009,Landkreis Ludwigslust,31.5,25.5,57.0,Mecklenburg-Vorpommern,MV
13054,201313054,2013,Landkreis Ludwigslust,,,,Mecklenburg-Vorpommern,MV
13054,201713054,2017,Landkreis Ludwigslust,,,,Mecklenburg-Vorpommern,MV
13055,199513055,1995,Landkreis Mecklenburg-Strelitz,21.400000000000002,42.0,63.400000000000006,Mecklenburg-Vorpommern,MV
13055,200013055,2000,Landkreis Mecklenburg-Strelitz,24.1,35.7,59.800000000000004,Mecklenburg-Vorpommern,MV
13055,200513055,2005,Landkreis Mecklenburg-Strelitz,31.400000000000002,29.0,60.400000000000006,Mecklenburg-Vorpommern,MV
13055,200913055,2009,Landkreis Mecklenburg-Strelitz,35.2,23.8,59.0,Mecklenburg-Vorpommern,MV
13055,201313055,2013,Landkreis Mecklenburg-Strelitz,,,,Mecklenburg-Vorpommern,MV
13055,201713055,2017,Landkreis Mecklenburg-Strelitz,,,,Mecklenburg-Vorpommern,MV
13056,199513056,1995,Landkreis Müritz,20.400000000000002,41.5,61.900000000000006,Mecklenburg-Vorpommern,MV
13056,200013056,2000,Landkreis Müritz,24.400000000000002,34.9,59.300000000000004,Mecklenburg-Vorpommern,MV
13056,200513056,2005,Landkreis Müritz,31.400000000000002,29.1,60.5,Mecklenburg-Vorpommern,MV
13056,200913056,2009,Landkreis Müritz,35.5,24.6,60.1,Mecklenburg-Vorpommern,MV
13056,201313056,2013,Landkreis Müritz,,,,Mecklenburg-Vorpommern,MV
13056,201713056,2017,Landkreis Müritz,,,,Mecklenburg-Vorpommern,MV
13057,199513057,1995,Landkreis Nordvorpommern,21.0,41.400000000000006,62.400000000000006,Mecklenburg-Vorpommern,MV
13057,200013057,2000,Landkreis Nordvorpommern,24.400000000000002,35.300000000000004,59.7,Mecklenburg-Vorpommern,MV
13057,200513057,2005,Landkreis Nordvorpommern,32.300000000000004,28.8,61.1,Mecklenburg-Vorpommern,MV
13057,200913057,2009,Landkreis Nordvorpommern,36.4,24.1,60.5,Mecklenburg-Vorpommern,MV
13057,201313057,2013,Landkreis Nordvorpommern,,,,Mecklenburg-Vorpommern,MV
13057,201713057,2017,Landkreis Nordvorpommern,,,,Mecklenburg-Vorpommern,MV
13058,199513058,1995,Landkreis Nordwestmecklenburg,20.200000000000003,43.0,63.2,Mecklenburg-Vorpommern,MV
13058,200013058,2000,Landkreis Nordwestmecklenburg,22.1,37.4,59.400000000000006,Mecklenburg-Vorpommern,MV
13058,200513058,2005,Landkreis Nordwestmecklenburg,27.1,31.6,58.7,Mecklenburg-Vorpommern,MV
13058,200913058,2009,Landkreis Nordwestmecklenburg,29.700000000000003,26.8,56.5,Mecklenburg-Vorpommern,MV
13058,201313058,2013,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13058,201713058,2017,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13059,199513059,1995,Landkreis Ostvorpommern,21.3,41.0,62.300000000000004,Mecklenburg-Vorpommern,MV
13059,200013059,2000,Landkreis Ostvorpommern,25.6,34.7,60.300000000000004,Mecklenburg-Vorpommern,MV
13059,200513059,2005,Landkreis Ostvorpommern,33.0,28.700000000000003,61.800000000000004,Mecklenburg-Vorpommern,MV
13059,200913059,2009,Landkreis Ostvorpommern,37.0,24.0,61.0,Mecklenburg-Vorpommern,MV
13059,201313059,2013,Landkreis Ostvorpommern,,,,Mecklenburg-Vorpommern,MV
13059,201713059,2017,Landkreis Ostvorpommern,,,,Mecklenburg-Vorpommern,MV
13060,199513060,1995,Landkreis Parchim,20.6,42.6,63.2,Mecklenburg-Vorpommern,MV
13060,200013060,2000,Landkreis Parchim,23.8,36.1,59.800000000000004,Mecklenburg-Vorpommern,MV
13060,200513060,2005,Landkreis Parchim,30.700000000000003,29.700000000000003,60.400000000000006,Mecklenburg-Vorpommern,MV
13060,200913060,2009,Landkreis Parchim,34.7,24.1,58.800000000000004,Mecklenburg-Vorpommern,MV
13060,201313060,2013,Landkreis Parchim,,,,Mecklenburg-Vorpommern,MV
13060,201713060,2017,Landkreis Parchim,,,,Mecklenburg-Vorpommern,MV
13061,199513061,1995,Landkreis Rügen,19.0,41.0,60.0,Mecklenburg-Vorpommern,MV
13061,200013061,2000,Landkreis Rügen,24.200000000000003,34.4,58.6,Mecklenburg-Vorpommern,MV
13061,200513061,2005,Landkreis Rügen,32.6,27.5,60.1,Mecklenburg-Vorpommern,MV
13061,200913061,2009,Landkreis Rügen,36.7,22.900000000000002,59.6,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,,,Mecklenburg-Vorpommern,MV
13061,201713061,2017,Landkreis Rügen,,,,Mecklenburg-Vorpommern,MV
13062,199513062,1995,Landkreis Uecker-Randow,20.900000000000002,41.900000000000006,62.800000000000004,Mecklenburg-Vorpommern,MV
13062,200013062,2000,Landkreis Uecker-Randow,25.900000000000002,34.5,60.5,Mecklenburg-Vorpommern,MV
13062,200513062,2005,Landkreis Uecker-Randow,34.6,28.0,62.6,Mecklenburg-Vorpommern,MV
13062,200913062,2009,Landkreis Uecker-Randow,37.5,23.400000000000002,60.900000000000006,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,,,Mecklenburg-Vorpommern,MV
13062,201713062,2017,Landkreis Uecker-Randow,,,,Mecklenburg-Vorpommern,MV
13071,199513071,1995,Landkreis Mecklenburgische Seenplatte,,,,Mecklenburg-Vorpommern,MV
13071,200013071,2000,Landkreis Mecklenburgische Seenplatte,,,,Mecklenburg-Vorpommern,MV
13071,200513071,2005,Landkreis Mecklenburgische Seenplatte,,,,Mecklenburg-Vorpommern,MV
13071,200913071,2009,Landkreis Mecklenburgische Seenplatte,,,,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,37.0,24.700000000000003,61.7,Mecklenburg-Vorpommern,MV
13071,201713071,2017,Landkreis Mecklenburgische Seenplatte,42.7,28.3,71.10000000000001,Mecklenburg-Vorpommern,MV
13072,199513072,1995,Landkreis Rostock,,,,Mecklenburg-Vorpommern,MV
13072,200013072,2000,Landkreis Rostock,,,,Mecklenburg-Vorpommern,MV
13072,200513072,2005,Landkreis Rostock,,,,Mecklenburg-Vorpommern,MV
13072,200913072,2009,Landkreis Rostock,,,,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,34.300000000000004,26.1,60.400000000000006,Mecklenburg-Vorpommern,MV
13072,201713072,2017,Landkreis Rostock,39.2,29.900000000000002,69.10000000000001,Mecklenburg-Vorpommern,MV
13073,199513073,1995,Landkreis Vorpommern-Rügen,,,,Mecklenburg-Vorpommern,MV
13073,200013073,2000,Landkreis Vorpommern-Rügen,,,,Mecklenburg-Vorpommern,MV
13073,200513073,2005,Landkreis Vorpommern-Rügen,,,,Mecklenburg-Vorpommern,MV
13073,200913073,2009,Landkreis Vorpommern-Rügen,,,,Mecklenburg-Vorpommern,MV
13073,201313073,2013,Landkreis Vorpommern-Rügen,39.0,24.3,63.300000000000004,Mecklenburg-Vorpommern,MV
13073,201713073,2017,Landkreis Vorpommern-Rügen,43.400000000000006,27.400000000000002,70.8,Mecklenburg-Vorpommern,MV
13074,199513074,1995,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13074,200013074,2000,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13074,200513074,2005,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13074,200913074,2009,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13074,201313074,2013,Landkreis Nordwestmecklenburg,34.2,26.400000000000002,60.6,Mecklenburg-Vorpommern,MV
13074,201713074,2017,Landkreis Nordwestmecklenburg,38.400000000000006,29.1,67.5,Mecklenburg-Vorpommern,MV
13075,199513075,1995,Landkreis Vorpommern-Greifswald,,,,Mecklenburg-Vorpommern,MV
13075,200013075,2000,Landkreis Vorpommern-Greifswald,,,,Mecklenburg-Vorpommern,MV
13075,200513075,2005,Landkreis Vorpommern-Greifswald,,,,Mecklenburg-Vorpommern,MV
13075,200913075,2009,Landkreis Vorpommern-Greifswald,,,,Mecklenburg-Vorpommern,MV
13075,201313075,2013,Landkreis Vorpommern-Greifswald,35.800000000000004,24.1,59.900000000000006,Mecklenburg-Vorpommern,MV
13075,201713075,2017,Landkreis Vorpommern-Greifswald,41.400000000000006,27.400000000000002,68.8,Mecklenburg-Vorpommern,MV
13076,199513076,1995,Landkreis Ludwigslust-Parchim,,,,Mecklenburg-Vorpommern,MV
13076,200013076,2000,Landkreis Ludwigslust-Parchim,,,,Mecklenburg-Vorpommern,MV
13076,200513076,2005,Landkreis Ludwigslust-Parchim,,,,Mecklenburg-Vorpommern,MV
13076,200913076,2009,Landkreis Ludwigslust-Parchim,,,,Mecklenburg-Vorpommern,MV
13076,201313076,2013,Landkreis Ludwigslust-Parchim,33.7,25.1,58.800000000000004,Mecklenburg-Vorpommern,MV
