,YearSchluessel,Year,Stadt-/Landkreis,BIP je Einwohner in EUR,LAND_NAME,LAND_ABK
8336,201308336,2013,Landkreis Lörrach,31617.0,Baden-Württemberg,BW
8336,201608336,2016,Landkreis Lörrach,32047.0,Baden-Württemberg,BW
8337,200008337,2000,Landkreis Waldshut,20784.0,Baden-Württemberg,BW
8337,200508337,2005,Landkreis Waldshut,22280.0,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,23150.0,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,27368.0,Baden-Württemberg,BW
8337,201608337,2016,Landkreis Waldshut,30035.0,Baden-Württemberg,BW
8415,200008415,2000,Landkreis Reutlingen,27638.0,Baden-Württemberg,BW
8415,200508415,2005,Landkreis Reutlingen,28700.0,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,29849.0,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,36152.0,Baden-Württemberg,BW
8415,201608415,2016,Landkreis Reutlingen,39394.0,Baden-Württemberg,BW
8416,200008416,2000,Landkreis Tübingen,21533.0,Baden-Württemberg,BW
8416,200508416,2005,Landkreis Tübingen,23180.0,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,25299.0,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,30073.0,Baden-Württemberg,BW
8416,201608416,2016,Landkreis Tübingen,33485.0,Baden-Württemberg,BW
8417,200008417,2000,Zollernalbkreis,24005.0,Baden-Württemberg,BW
8417,200508417,2005,Zollernalbkreis,25087.0,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,25769.0,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,31473.0,Baden-Württemberg,BW
8417,201608417,2016,Zollernalbkreis,33429.0,Baden-Württemberg,BW
8421,200008421,2000,Ulm,51896.0,Baden-Württemberg,BW
8421,200508421,2005,Ulm,57597.0,Baden-Württemberg,BW
8421,200908421,2009,Ulm,62876.0,Baden-Württemberg,BW
8421,201308421,2013,Ulm,69841.0,Baden-Württemberg,BW
8421,201608421,2016,Ulm,75044.0,Baden-Württemberg,BW
8425,200008425,2000,Alb-Donau-Kreis,20015.0,Baden-Württemberg,BW
8425,200508425,2005,Alb-Donau-Kreis,20796.0,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,23671.0,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,27705.0,Baden-Württemberg,BW
8425,201608425,2016,Alb-Donau-Kreis,30197.0,Baden-Württemberg,BW
8426,200008426,2000,Landkreis Biberach,26968.0,Baden-Württemberg,BW
8426,200508426,2005,Landkreis Biberach,32681.0,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,36227.0,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,43871.0,Baden-Württemberg,BW
8426,201608426,2016,Landkreis Biberach,49875.0,Baden-Württemberg,BW
8435,200008435,2000,Bodenseekreis,29819.0,Baden-Württemberg,BW
8435,200508435,2005,Bodenseekreis,33283.0,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,32965.0,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,43892.0,Baden-Württemberg,BW
8435,201608435,2016,Bodenseekreis,49377.0,Baden-Württemberg,BW
8436,200008436,2000,Landkreis Ravensburg,27242.0,Baden-Württemberg,BW
8436,200508436,2005,Landkreis Ravensburg,30116.0,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,31483.0,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,37099.0,Baden-Württemberg,BW
8436,201608436,2016,Landkreis Ravensburg,40579.0,Baden-Württemberg,BW
8437,200008437,2000,Landkreis Sigmaringen,23461.0,Baden-Württemberg,BW
8437,200508437,2005,Landkreis Sigmaringen,24814.0,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,26842.0,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,31752.0,Baden-Württemberg,BW
8437,201608437,2016,Landkreis Sigmaringen,35205.0,Baden-Württemberg,BW
9161,200009161,2000,Ingolstadt,51848.0,Bayern,BY
9161,200509161,2005,Ingolstadt,65214.0,Bayern,BY
9161,200909161,2009,Ingolstadt,67835.0,Bayern,BY
9161,201309161,2013,Ingolstadt,125722.0,Bayern,BY
9161,201609161,2016,Ingolstadt,127523.0,Bayern,BY
9162,200009162,2000,München,58937.0,Bayern,BY
9162,200509162,2005,München,60795.0,Bayern,BY
9162,200909162,2009,München,60099.0,Bayern,BY
9162,201309162,2013,München,68434.0,Bayern,BY
9162,201609162,2016,München,75186.0,Bayern,BY
9163,200009163,2000,Rosenheim,37971.0,Bayern,BY
9163,200509163,2005,Rosenheim,38381.0,Bayern,BY
9163,200909163,2009,Rosenheim,40811.0,Bayern,BY
9163,201309163,2013,Rosenheim,44871.0,Bayern,BY
9163,201609163,2016,Rosenheim,49671.0,Bayern,BY
9171,200009171,2000,Landkreis Altötting,33668.0,Bayern,BY
9171,200509171,2005,Landkreis Altötting,35098.0,Bayern,BY
9171,200909171,2009,Landkreis Altötting,39910.0,Bayern,BY
9171,201309171,2013,Landkreis Altötting,43166.0,Bayern,BY
9171,201609171,2016,Landkreis Altötting,46518.0,Bayern,BY
9172,200009172,2000,Landkreis Berchtesgadener Land,20746.0,Bayern,BY
9172,200509172,2005,Landkreis Berchtesgadener Land,21489.0,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,24450.0,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,27583.0,Bayern,BY
9172,201609172,2016,Landkreis Berchtesgadener Land,31376.0,Bayern,BY
9173,200009173,2000,Landkreis Bad Tölz-Wolfratshausen,22027.0,Bayern,BY
9173,200509173,2005,Landkreis Bad Tölz-Wolfratshausen,23628.0,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,23550.0,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,26799.0,Bayern,BY
9173,201609173,2016,Landkreis Bad Tölz-Wolfratshausen,28037.0,Bayern,BY
9174,200009174,2000,Landkreis Dachau,17813.0,Bayern,BY
9174,200509174,2005,Landkreis Dachau,20820.0,Bayern,BY
9174,200909174,2009,Landkreis Dachau,20556.0,Bayern,BY
9174,201309174,2013,Landkreis Dachau,24514.0,Bayern,BY
9174,201609174,2016,Landkreis Dachau,27183.0,Bayern,BY
9175,200009175,2000,Landkreis Ebersberg,21558.0,Bayern,BY
9175,200509175,2005,Landkreis Ebersberg,24228.0,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,26302.0,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,27558.0,Bayern,BY
9175,201609175,2016,Landkreis Ebersberg,30967.0,Bayern,BY
9176,200009176,2000,Landkreis Eichstätt,18582.0,Bayern,BY
9176,200509176,2005,Landkreis Eichstätt,20175.0,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,22474.0,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,27807.0,Bayern,BY
9176,201609176,2016,Landkreis Eichstätt,31479.0,Bayern,BY
9177,200009177,2000,Landkreis Erding,19983.0,Bayern,BY
9177,200509177,2005,Landkreis Erding,21030.0,Bayern,BY
9177,200909177,2009,Landkreis Erding,22263.0,Bayern,BY
9177,201309177,2013,Landkreis Erding,27921.0,Bayern,BY
9177,201609177,2016,Landkreis Erding,30155.0,Bayern,BY
9178,200009178,2000,Landkreis Freising,34535.0,Bayern,BY
9178,200509178,2005,Landkreis Freising,38816.0,Bayern,BY
9178,200909178,2009,Landkreis Freising,40571.0,Bayern,BY
9178,201309178,2013,Landkreis Freising,43298.0,Bayern,BY
9178,201609178,2016,Landkreis Freising,44403.0,Bayern,BY
9179,200009179,2000,Landkreis Fürstenfeldbruck,16765.0,Bayern,BY
9179,200509179,2005,Landkreis Fürstenfeldbruck,18437.0,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,19591.0,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,22657.0,Bayern,BY
9179,201609179,2016,Landkreis Fürstenfeldbruck,24952.0,Bayern,BY
9180,200009180,2000,Landkreis Garmisch-Partenkirchen,22047.0,Bayern,BY
9180,200509180,2005,Landkreis Garmisch-Partenkirchen,21603.0,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,23198.0,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,25807.0,Bayern,BY
9180,201609180,2016,Landkreis Garmisch-Partenkirchen,28265.0,Bayern,BY
9181,200009181,2000,Landkreis Landsberg am Lech,20955.0,Bayern,BY
9181,200509181,2005,Landkreis Landsberg am Lech,22240.0,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,24416.0,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,28810.0,Bayern,BY
9181,201609181,2016,Landkreis Landsberg am Lech,31807.0,Bayern,BY
9182,200009182,2000,Landkreis Miesbach,21246.0,Bayern,BY
9182,200509182,2005,Landkreis Miesbach,22599.0,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,26216.0,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,29457.0,Bayern,BY
9182,201609182,2016,Landkreis Miesbach,33297.0,Bayern,BY
9183,200009183,2000,Landkreis Mühldorf am Inn,21096.0,Bayern,BY
9183,200509183,2005,Landkreis Mühldorf am Inn,23303.0,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,25712.0,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,29934.0,Bayern,BY
9183,201609183,2016,Landkreis Mühldorf am Inn,31513.0,Bayern,BY
9184,200009184,2000,Landkreis München (Land),78653.0,Bayern,BY
9184,200509184,2005,Landkreis München (Land),88263.0,Bayern,BY
9184,200909184,2009,Landkreis München (Land),91811.0,Bayern,BY
9184,201309184,2013,Landkreis München (Land),94536.0,Bayern,BY
9184,201609184,2016,Landkreis München (Land),100475.0,Bayern,BY
9185,200009185,2000,Landkreis Neuburg-Schrobenhausen,22195.0,Bayern,BY
9185,200509185,2005,Landkreis Neuburg-Schrobenhausen,24968.0,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,28774.0,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,30983.0,Bayern,BY
9185,201609185,2016,Landkreis Neuburg-Schrobenhausen,33943.0,Bayern,BY
9186,200009186,2000,Landkreis Pfaffenhofen an der Ilm,19810.0,Bayern,BY
9186,200509186,2005,Landkreis Pfaffenhofen an der Ilm,22340.0,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,24851.0,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,35120.0,Bayern,BY
9186,201609186,2016,Landkreis Pfaffenhofen an der Ilm,39190.0,Bayern,BY
9187,200009187,2000,Landkreis Rosenheim (Land),19313.0,Bayern,BY
9187,200509187,2005,Landkreis Rosenheim (Land),21663.0,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),24188.0,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),28194.0,Bayern,BY
9187,201609187,2016,Landkreis Rosenheim (Land),30263.0,Bayern,BY
9188,200009188,2000,Landkreis Starnberg,31902.0,Bayern,BY
9188,200509188,2005,Landkreis Starnberg,35339.0,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,37178.0,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,37958.0,Bayern,BY
9188,201609188,2016,Landkreis Starnberg,40658.0,Bayern,BY
9189,200009189,2000,Landkreis Traunstein,26867.0,Bayern,BY
9189,200509189,2005,Landkreis Traunstein,24744.0,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,28465.0,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,34798.0,Bayern,BY
9189,201609189,2016,Landkreis Traunstein,38227.0,Bayern,BY
9190,200009190,2000,Landkreis Weilheim-Schongau,23635.0,Bayern,BY
9190,200509190,2005,Landkreis Weilheim-Schongau,27784.0,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,29356.0,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,32995.0,Bayern,BY
9190,201609190,2016,Landkreis Weilheim-Schongau,37728.0,Bayern,BY
9261,200009261,2000,Landshut,39239.0,Bayern,BY
9261,200509261,2005,Landshut,46769.0,Bayern,BY
9261,200909261,2009,Landshut,47123.0,Bayern,BY
9261,201309261,2013,Landshut,54282.0,Bayern,BY
9261,201609261,2016,Landshut,55345.0,Bayern,BY
9262,200009262,2000,Passau,41707.0,Bayern,BY
9262,200509262,2005,Passau,48578.0,Bayern,BY
9262,200909262,2009,Passau,53334.0,Bayern,BY
9262,201309262,2013,Passau,60376.0,Bayern,BY
9262,201609262,2016,Passau,63668.0,Bayern,BY
9263,200009263,2000,Straubing,35802.0,Bayern,BY
9263,200509263,2005,Straubing,40760.0,Bayern,BY
9263,200909263,2009,Straubing,42574.0,Bayern,BY
9263,201309263,2013,Straubing,45753.0,Bayern,BY
9263,201609263,2016,Straubing,49660.0,Bayern,BY
9271,200009271,2000,Landkreis Deggendorf,25325.0,Bayern,BY
9271,200509271,2005,Landkreis Deggendorf,26621.0,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,29118.0,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,34421.0,Bayern,BY
9271,201609271,2016,Landkreis Deggendorf,37872.0,Bayern,BY
9272,200009272,2000,Landkreis Freyung-Grafenau,16242.0,Bayern,BY
9272,200509272,2005,Landkreis Freyung-Grafenau,17934.0,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,19255.0,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,24907.0,Bayern,BY
9272,201609272,2016,Landkreis Freyung-Grafenau,27925.0,Bayern,BY
9273,200009273,2000,Landkreis Kehlheim,20552.0,Bayern,BY
9273,200509273,2005,Landkreis Kehlheim,22114.0,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,23877.0,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,28637.0,Bayern,BY
9273,201609273,2016,Landkreis Kehlheim,31038.0,Bayern,BY
9274,200009274,2000,Landkreis Landshut (Land),22463.0,Bayern,BY
9274,200509274,2005,Landkreis Landshut (Land),22986.0,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),28153.0,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),31083.0,Bayern,BY
9274,201609274,2016,Landkreis Landshut (Land),34003.0,Bayern,BY
9275,200009275,2000,Landkreis Passau (Land),19085.0,Bayern,BY
9275,200509275,2005,Landkreis Passau (Land),20214.0,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),22405.0,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),26233.0,Bayern,BY
9275,201609275,2016,Landkreis Passau (Land),28042.0,Bayern,BY
9276,200009276,2000,Landkreis Regen,18260.0,Bayern,BY
9276,200509276,2005,Landkreis Regen,19759.0,Bayern,BY
9276,200909276,2009,Landkreis Regen,21897.0,Bayern,BY
9276,201309276,2013,Landkreis Regen,27013.0,Bayern,BY
9276,201609276,2016,Landkreis Regen,30327.0,Bayern,BY
9277,200009277,2000,Landkreis Rottal-Inn,21001.0,Bayern,BY
9277,200509277,2005,Landkreis Rottal-Inn,22483.0,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,24295.0,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,28339.0,Bayern,BY
9277,201609277,2016,Landkreis Rottal-Inn,29625.0,Bayern,BY
9278,200009278,2000,Landkreis Straubing-Bogen,15584.0,Bayern,BY
9278,200509278,2005,Landkreis Straubing-Bogen,16988.0,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,18989.0,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,23754.0,Bayern,BY
9278,201609278,2016,Landkreis Straubing-Bogen,26839.0,Bayern,BY
9279,200009279,2000,Landkreis Dingolfing-Landau,30318.0,Bayern,BY
9279,200509279,2005,Landkreis Dingolfing-Landau,43574.0,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,43777.0,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,57133.0,Bayern,BY
9279,201609279,2016,Landkreis Dingolfing-Landau,65627.0,Bayern,BY
9361,200009361,2000,Amberg,35798.0,Bayern,BY
9361,200509361,2005,Amberg,36301.0,Bayern,BY
9361,200909361,2009,Amberg,42070.0,Bayern,BY
9361,201309361,2013,Amberg,48719.0,Bayern,BY
9361,201609361,2016,Amberg,52635.0,Bayern,BY
9362,200009362,2000,Regensburg,58645.0,Bayern,BY
9362,200509362,2005,Regensburg,62985.0,Bayern,BY
9362,200909362,2009,Regensburg,67759.0,Bayern,BY
9362,201309362,2013,Regensburg,79143.0,Bayern,BY
9362,201609362,2016,Regensburg,82967.0,Bayern,BY
9363,200009363,2000,Weiden in der Oberpfalz,39779.0,Bayern,BY
9363,200509363,2005,Weiden in der Oberpfalz,42324.0,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,46943.0,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,50460.0,Bayern,BY
9363,201609363,2016,Weiden in der Oberpfalz,53734.0,Bayern,BY
9371,200009371,2000,Landkreis Amberg-Sulzbach,16191.0,Bayern,BY
9371,200509371,2005,Landkreis Amberg-Sulzbach,17047.0,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,18957.0,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,23512.0,Bayern,BY
9371,201609371,2016,Landkreis Amberg-Sulzbach,25579.0,Bayern,BY
9372,200009372,2000,Landkreis Cham,20097.0,Bayern,BY
9372,200509372,2005,Landkreis Cham,22208.0,Bayern,BY
9372,200909372,2009,Landkreis Cham,26874.0,Bayern,BY
9372,201309372,2013,Landkreis Cham,29462.0,Bayern,BY
9372,201609372,2016,Landkreis Cham,34012.0,Bayern,BY
9373,200009373,2000,Landkreis Neumarkt in der Oberpfalz,20852.0,Bayern,BY
9373,200509373,2005,Landkreis Neumarkt in der Oberpfalz,23057.0,Bayern,BY
9373,200909373,2009,Landkreis Neumarkt in der Oberpfalz,27449.0,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,32878.0,Bayern,BY
9373,201609373,2016,Landkreis Neumarkt in der Oberpfalz,36199.0,Bayern,BY
9374,200009374,2000,Landkreis Neustadt an der Waldnaab,17409.0,Bayern,BY
9374,200509374,2005,Landkreis Neustadt an der Waldnaab,18672.0,Bayern,BY
9374,200909374,2009,Landkreis Neustadt an der Waldnaab,20421.0,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,25812.0,Bayern,BY
9374,201609374,2016,Landkreis Neustadt an der Waldnaab,29312.0,Bayern,BY
9375,200009375,2000,Landkreis Regensburg (Land),14800.0,Bayern,BY
9375,200509375,2005,Landkreis Regensburg (Land),17009.0,Bayern,BY
9375,200909375,2009,Landkreis Regensburg (Land),17301.0,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),22021.0,Bayern,BY
9375,201609375,2016,Landkreis Regensburg (Land),24254.0,Bayern,BY
9376,200009376,2000,Landkreis Schwandorf,21788.0,Bayern,BY
9376,200509376,2005,Landkreis Schwandorf,24400.0,Bayern,BY
9376,200909376,2009,Landkreis Schwandorf,24849.0,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,32152.0,Bayern,BY
9376,201609376,2016,Landkreis Schwandorf,34101.0,Bayern,BY
9377,200009377,2000,Landkreis Tirschenreuth,19215.0,Bayern,BY
9377,200509377,2005,Landkreis Tirschenreuth,20724.0,Bayern,BY
9377,200909377,2009,Landkreis Tirschenreuth,23931.0,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,29109.0,Bayern,BY
9377,201609377,2016,Landkreis Tirschenreuth,33698.0,Bayern,BY
9461,200009461,2000,Bamberg,41420.0,Bayern,BY
9461,200509461,2005,Bamberg,46024.0,Bayern,BY
9461,200909461,2009,Bamberg,48392.0,Bayern,BY
9461,201309461,2013,Bamberg,55967.0,Bayern,BY
9461,201609461,2016,Bamberg,59859.0,Bayern,BY
9462,200009462,2000,Bayreuth,40918.0,Bayern,BY
9462,200509462,2005,Bayreuth,41881.0,Bayern,BY
9462,200909462,2009,Bayreuth,46601.0,Bayern,BY
9462,201309462,2013,Bayreuth,55265.0,Bayern,BY
9462,201609462,2016,Bayreuth,62352.0,Bayern,BY
9463,200009463,2000,Coburg,42630.0,Bayern,BY
9463,200509463,2005,Coburg,47354.0,Bayern,BY
9463,200909463,2009,Coburg,66693.0,Bayern,BY
9463,201309463,2013,Coburg,74898.0,Bayern,BY
9463,201609463,2016,Coburg,83501.0,Bayern,BY
9464,200009464,2000,Hof,31007.0,Bayern,BY
9464,200509464,2005,Hof,32509.0,Bayern,BY
9464,200909464,2009,Hof,35069.0,Bayern,BY
9464,201309464,2013,Hof,39911.0,Bayern,BY
9464,201609464,2016,Hof,41114.0,Bayern,BY
9471,200009471,2000,Landkreis Bamberg (Land),14358.0,Bayern,BY
9471,200509471,2005,Landkreis Bamberg (Land),16921.0,Bayern,BY
9471,200909471,2009,Landkreis Bamberg (Land),18165.0,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),22549.0,Bayern,BY
9471,201609471,2016,Landkreis Bamberg (Land),25196.0,Bayern,BY
9472,200009472,2000,Landkreis Bayreuth (Land),16217.0,Bayern,BY
9472,200509472,2005,Landkreis Bayreuth (Land),14694.0,Bayern,BY
9472,200909472,2009,Landkreis Bayreuth (Land),16376.0,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),18470.0,Bayern,BY
9472,201609472,2016,Landkreis Bayreuth (Land),20099.0,Bayern,BY
9473,200009473,2000,Landkreis Coburg (Land),20708.0,Bayern,BY
9473,200509473,2005,Landkreis Coburg (Land),18317.0,Bayern,BY
9473,200909473,2009,Landkreis Coburg (Land),20582.0,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),23728.0,Bayern,BY
9473,201609473,2016,Landkreis Coburg (Land),25892.0,Bayern,BY
9474,200009474,2000,Landkreis Forchheim,15375.0,Bayern,BY
9474,200509474,2005,Landkreis Forchheim,16379.0,Bayern,BY
9474,200909474,2009,Landkreis Forchheim,18137.0,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,21705.0,Bayern,BY
9474,201609474,2016,Landkreis Forchheim,26311.0,Bayern,BY
9475,200009475,2000,Landkreis Hof (Land),17747.0,Bayern,BY
9475,200509475,2005,Landkreis Hof (Land),19393.0,Bayern,BY
9475,200909475,2009,Landkreis Hof (Land),23326.0,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),28803.0,Bayern,BY
9475,201609475,2016,Landkreis Hof (Land),32808.0,Bayern,BY
9476,200009476,2000,Landkreis Kronach,21862.0,Bayern,BY
9476,200509476,2005,Landkreis Kronach,23850.0,Bayern,BY
9476,200909476,2009,Landkreis Kronach,24831.0,Bayern,BY
9476,201309476,2013,Landkreis Kronach,27416.0,Bayern,BY
9476,201609476,2016,Landkreis Kronach,31011.0,Bayern,BY
9477,200009477,2000,Landkreis Kulmbach,19999.0,Bayern,BY
9477,200509477,2005,Landkreis Kulmbach,21805.0,Bayern,BY
9477,200909477,2009,Landkreis Kulmbach,26195.0,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,30151.0,Bayern,BY
9477,201609477,2016,Landkreis Kulmbach,32901.0,Bayern,BY
9478,200009478,2000,Landkreis Lichtenfels,22443.0,Bayern,BY
9478,200509478,2005,Landkreis Lichtenfels,27390.0,Bayern,BY
9478,200909478,2009,Landkreis Lichtenfels,28354.0,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,31338.0,Bayern,BY
9478,201609478,2016,Landkreis Lichtenfels,33384.0,Bayern,BY
9479,200009479,2000,Landkreis Wunsiedel im Fichtelgebirge,20640.0,Bayern,BY
9479,200509479,2005,Landkreis Wunsiedel im Fichtelgebirge,21685.0,Bayern,BY
9479,200909479,2009,Landkreis Wunsiedel im Fichtelgebirge,24336.0,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,28922.0,Bayern,BY
9479,201609479,2016,Landkreis Wunsiedel im Fichtelgebirge,31412.0,Bayern,BY
9561,200009561,2000,Ansbach,35178.0,Bayern,BY
9561,200509561,2005,Ansbach,41569.0,Bayern,BY
9561,200909561,2009,Ansbach,42234.0,Bayern,BY
9561,201309561,2013,Ansbach,52675.0,Bayern,BY
9561,201609561,2016,Ansbach,56230.0,Bayern,BY
9562,200009562,2000,Erlangen,58469.0,Bayern,BY
9562,200509562,2005,Erlangen,57011.0,Bayern,BY
9562,200909562,2009,Erlangen,73335.0,Bayern,BY
9562,201309562,2013,Erlangen,81131.0,Bayern,BY
9562,201609562,2016,Erlangen,91531.0,Bayern,BY
9563,200009563,2000,Fürth,27685.0,Bayern,BY
9563,200509563,2005,Fürth,29138.0,Bayern,BY
9563,200909563,2009,Fürth,29416.0,Bayern,BY
9563,201309563,2013,Fürth,30451.0,Bayern,BY
9563,201609563,2016,Fürth,33415.0,Bayern,BY
9564,200009564,2000,Nürnberg,40005.0,Bayern,BY
9564,200509564,2005,Nürnberg,42318.0,Bayern,BY
9564,200909564,2009,Nürnberg,45202.0,Bayern,BY
9564,201309564,2013,Nürnberg,50867.0,Bayern,BY
9564,201609564,2016,Nürnberg,55071.0,Bayern,BY
9565,200009565,2000,Schwabach,28074.0,Bayern,BY
9565,200509565,2005,Schwabach,30832.0,Bayern,BY
9565,200909565,2009,Schwabach,29302.0,Bayern,BY
9565,201309565,2013,Schwabach,32138.0,Bayern,BY
9565,201609565,2016,Schwabach,34015.0,Bayern,BY
9571,200009571,2000,Landkreis Ansbach (Land),18625.0,Bayern,BY
9571,200509571,2005,Landkreis Ansbach (Land),20365.0,Bayern,BY
9571,200909571,2009,Landkreis Ansbach (Land),23003.0,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),27704.0,Bayern,BY
9571,201609571,2016,Landkreis Ansbach (Land),29166.0,Bayern,BY
9572,200009572,2000,Landkreis Erlangen-Höchstadt,21257.0,Bayern,BY
9572,200509572,2005,Landkreis Erlangen-Höchstadt,23958.0,Bayern,BY
9572,200909572,2009,Landkreis Erlangen-Höchstadt,24215.0,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,30345.0,Bayern,BY
9572,201609572,2016,Landkreis Erlangen-Höchstadt,34900.0,Bayern,BY
9573,200009573,2000,Landkreis Fürth (Land),14692.0,Bayern,BY
9573,200509573,2005,Landkreis Fürth (Land),16144.0,Bayern,BY
9573,200909573,2009,Landkreis Fürth (Land),18208.0,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),20637.0,Bayern,BY
9573,201609573,2016,Landkreis Fürth (Land),22487.0,Bayern,BY
9574,200009574,2000,Landkreis Nürnberger Land,20351.0,Bayern,BY
9574,200509574,2005,Landkreis Nürnberger Land,21705.0,Bayern,BY
9574,200909574,2009,Landkreis Nürnberger Land,24121.0,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,28560.0,Bayern,BY
9574,201609574,2016,Landkreis Nürnberger Land,30845.0,Bayern,BY
9575,200009575,2000,Landkreis Neustadt an der Aisch-Bad Windsheim,18357.0,Bayern,BY
9575,200509575,2005,Landkreis Neustadt an der Aisch-Bad Windsheim,18394.0,Bayern,BY
9575,200909575,2009,Landkreis Neustadt an der Aisch-Bad Windsheim,20740.0,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,24663.0,Bayern,BY
9575,201609575,2016,Landkreis Neustadt an der Aisch-Bad Windsheim,27243.0,Bayern,BY
