,YearSchluessel,Year,Stadt-/Landkreis,Verfügbares Einkommen je Einwohner in EUR,LAND_NAME,LAND_ABK
7132,200507132,2005,Landkreis Altenkirchen (Westerwald),16973.0,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),18617.0,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),19694.0,Rheinland-Pfalz,RP
7132,201607132,2016,Landkreis Altenkirchen (Westerwald),21176.0,Rheinland-Pfalz,RP
7133,200207133,2002,Landkreis Bad Kreuznach,17029.0,Rheinland-Pfalz,RP
7133,200507133,2005,Landkreis Bad Kreuznach,18437.0,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,19378.0,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,20237.0,Rheinland-Pfalz,RP
7133,201607133,2016,Landkreis Bad Kreuznach,21680.0,Rheinland-Pfalz,RP
7134,200207134,2002,Landkreis Birkenfeld,16189.0,Rheinland-Pfalz,RP
7134,200507134,2005,Landkreis Birkenfeld,17592.0,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,19146.0,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,20015.0,Rheinland-Pfalz,RP
7134,201607134,2016,Landkreis Birkenfeld,21504.0,Rheinland-Pfalz,RP
7135,200207135,2002,Landkreis Cochem-Zell,15950.0,Rheinland-Pfalz,RP
7135,200507135,2005,Landkreis Cochem-Zell,17247.0,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,19394.0,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,20032.0,Rheinland-Pfalz,RP
7135,201607135,2016,Landkreis Cochem-Zell,21797.0,Rheinland-Pfalz,RP
7137,200207137,2002,Landkreis Mayen-Koblenz,16606.0,Rheinland-Pfalz,RP
7137,200507137,2005,Landkreis Mayen-Koblenz,17976.0,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,19464.0,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,20876.0,Rheinland-Pfalz,RP
7137,201607137,2016,Landkreis Mayen-Koblenz,21895.0,Rheinland-Pfalz,RP
7138,200207138,2002,Landkreis Neuwied,17317.0,Rheinland-Pfalz,RP
7138,200507138,2005,Landkreis Neuwied,18862.0,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,20667.0,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,21133.0,Rheinland-Pfalz,RP
7138,201607138,2016,Landkreis Neuwied,22672.0,Rheinland-Pfalz,RP
7140,200207140,2002,Rhein-Hunsrück-Kreis,16064.0,Rheinland-Pfalz,RP
7140,200507140,2005,Rhein-Hunsrück-Kreis,17574.0,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,19445.0,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,21322.0,Rheinland-Pfalz,RP
7140,201607140,2016,Rhein-Hunsrück-Kreis,23219.0,Rheinland-Pfalz,RP
7141,200207141,2002,Rhein-Lahn-Kreis,17031.0,Rheinland-Pfalz,RP
7141,200507141,2005,Rhein-Lahn-Kreis,17920.0,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,19534.0,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,20625.0,Rheinland-Pfalz,RP
7141,201607141,2016,Rhein-Lahn-Kreis,21785.0,Rheinland-Pfalz,RP
7143,200207143,2002,Westerwaldkreis,17308.0,Rheinland-Pfalz,RP
7143,200507143,2005,Westerwaldkreis,18693.0,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,20729.0,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,23307.0,Rheinland-Pfalz,RP
7143,201607143,2016,Westerwaldkreis,24108.0,Rheinland-Pfalz,RP
7211,200207211,2002,Trier,15452.0,Rheinland-Pfalz,RP
7211,200507211,2005,Trier,17265.0,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,18430.0,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,19010.0,Rheinland-Pfalz,RP
7211,201607211,2016,Trier,19857.0,Rheinland-Pfalz,RP
7231,200207231,2002,Landkreis Bernkastel-Wittlich,16589.0,Rheinland-Pfalz,RP
7231,200507231,2005,Landkreis Bernkastel-Wittlich,18404.0,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,21222.0,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,21232.0,Rheinland-Pfalz,RP
7231,201607231,2016,Landkreis Bernkastel-Wittlich,22529.0,Rheinland-Pfalz,RP
7232,200207232,2002,Eifelkreis Bitburg-Prüm,15097.0,Rheinland-Pfalz,RP
7232,200507232,2005,Eifelkreis Bitburg-Prüm,16453.0,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,18248.0,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,19820.0,Rheinland-Pfalz,RP
7232,201607232,2016,Eifelkreis Bitburg-Prüm,21403.0,Rheinland-Pfalz,RP
7233,200207233,2002,Landkreis Vulkaneifel,15458.0,Rheinland-Pfalz,RP
7233,200507233,2005,Landkreis Vulkaneifel,16991.0,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,18534.0,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,19762.0,Rheinland-Pfalz,RP
7233,201607233,2016,Landkreis Vulkaneifel,21292.0,Rheinland-Pfalz,RP
7235,200207235,2002,Landkreis Trier-Saarburg,15857.0,Rheinland-Pfalz,RP
7235,200507235,2005,Landkreis Trier-Saarburg,17590.0,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,19248.0,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,20652.0,Rheinland-Pfalz,RP
7235,201607235,2016,Landkreis Trier-Saarburg,22541.0,Rheinland-Pfalz,RP
7311,200207311,2002,Frankenthal (Pfalz),16307.0,Rheinland-Pfalz,RP
7311,200507311,2005,Frankenthal (Pfalz),17299.0,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),18359.0,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),20511.0,Rheinland-Pfalz,RP
7311,201607311,2016,Frankenthal (Pfalz),21226.0,Rheinland-Pfalz,RP
7312,200207312,2002,Kaiserslautern,15618.0,Rheinland-Pfalz,RP
7312,200507312,2005,Kaiserslautern,16474.0,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,17579.0,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,17933.0,Rheinland-Pfalz,RP
7312,201607312,2016,Kaiserslautern,18796.0,Rheinland-Pfalz,RP
7313,200207313,2002,Landau in der Pfalz,17706.0,Rheinland-Pfalz,RP
7313,200507313,2005,Landau in der Pfalz,19091.0,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,20174.0,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,20594.0,Rheinland-Pfalz,RP
7313,201607313,2016,Landau in der Pfalz,21233.0,Rheinland-Pfalz,RP
7314,200207314,2002,Ludwigshafen am Rhein,15469.0,Rheinland-Pfalz,RP
7314,200507314,2005,Ludwigshafen am Rhein,16374.0,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,17562.0,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,18476.0,Rheinland-Pfalz,RP
7314,201607314,2016,Ludwigshafen am Rhein,19390.0,Rheinland-Pfalz,RP
7315,200207315,2002,Mainz,18157.0,Rheinland-Pfalz,RP
7315,200507315,2005,Mainz,18959.0,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,19664.0,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,20390.0,Rheinland-Pfalz,RP
7315,201607315,2016,Mainz,21515.0,Rheinland-Pfalz,RP
7316,200207316,2002,Neustadt an der Weinstrasse,19392.0,Rheinland-Pfalz,RP
7316,200507316,2005,Neustadt an der Weinstrasse,20238.0,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,22257.0,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,23779.0,Rheinland-Pfalz,RP
7316,201607316,2016,Neustadt an der Weinstrasse,25391.0,Rheinland-Pfalz,RP
7317,200207317,2002,Pirmasens,16190.0,Rheinland-Pfalz,RP
7317,200507317,2005,Pirmasens,16898.0,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,18030.0,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,18519.0,Rheinland-Pfalz,RP
7317,201607317,2016,Pirmasens,19649.0,Rheinland-Pfalz,RP
7318,200207318,2002,Speyer,17346.0,Rheinland-Pfalz,RP
7318,200507318,2005,Speyer,19701.0,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,21854.0,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,22065.0,Rheinland-Pfalz,RP
7318,201607318,2016,Speyer,23860.0,Rheinland-Pfalz,RP
7319,200207319,2002,Worms,16208.0,Rheinland-Pfalz,RP
7319,200507319,2005,Worms,17321.0,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,18337.0,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,19306.0,Rheinland-Pfalz,RP
7319,201607319,2016,Worms,20300.0,Rheinland-Pfalz,RP
7320,200207320,2002,Zweibrücken,15156.0,Rheinland-Pfalz,RP
7320,200507320,2005,Zweibrücken,16104.0,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,17825.0,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,18675.0,Rheinland-Pfalz,RP
7320,201607320,2016,Zweibrücken,19751.0,Rheinland-Pfalz,RP
7331,200207331,2002,Landkreis Alzey-Worms,16775.0,Rheinland-Pfalz,RP
7331,200507331,2005,Landkreis Alzey-Worms,17943.0,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,19297.0,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,21113.0,Rheinland-Pfalz,RP
7331,201607331,2016,Landkreis Alzey-Worms,22245.0,Rheinland-Pfalz,RP
7332,200207332,2002,Landkreis Bad Dürkheim,18344.0,Rheinland-Pfalz,RP
7332,200507332,2005,Landkreis Bad Dürkheim,19805.0,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,21909.0,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,23886.0,Rheinland-Pfalz,RP
7332,201607332,2016,Landkreis Bad Dürkheim,25615.0,Rheinland-Pfalz,RP
7333,200207333,2002,Donnersbergkreis,15303.0,Rheinland-Pfalz,RP
7333,200507333,2005,Donnersbergkreis,16640.0,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,18097.0,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,19528.0,Rheinland-Pfalz,RP
7333,201607333,2016,Donnersbergkreis,21375.0,Rheinland-Pfalz,RP
7334,200207334,2002,Landkreis Germersheim,16768.0,Rheinland-Pfalz,RP
7334,200507334,2005,Landkreis Germersheim,17950.0,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,19291.0,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,20761.0,Rheinland-Pfalz,RP
7334,201607334,2016,Landkreis Germersheim,22212.0,Rheinland-Pfalz,RP
7335,200207335,2002,Landkreis Kaiserslautern (Land),15657.0,Rheinland-Pfalz,RP
7335,200507335,2005,Landkreis Kaiserslautern (Land),16574.0,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),18052.0,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),19508.0,Rheinland-Pfalz,RP
7335,201607335,2016,Landkreis Kaiserslautern (Land),20931.0,Rheinland-Pfalz,RP
7336,200207336,2002,Landkreis Kusel,14853.0,Rheinland-Pfalz,RP
7336,200507336,2005,Landkreis Kusel,15675.0,Rheinland-Pfalz,RP
7336,200907336,2009,Landkreis Kusel,17083.0,Rheinland-Pfalz,RP
7336,201307336,2013,Landkreis Kusel,18808.0,Rheinland-Pfalz,RP
7336,201607336,2016,Landkreis Kusel,20564.0,Rheinland-Pfalz,RP
7337,200207337,2002,Landkreis Südliche Weinstrasse,17308.0,Rheinland-Pfalz,RP
7337,200507337,2005,Landkreis Südliche Weinstrasse,18348.0,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,19970.0,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,22178.0,Rheinland-Pfalz,RP
7337,201607337,2016,Landkreis Südliche Weinstrasse,23424.0,Rheinland-Pfalz,RP
7338,200207338,2002,Rhein-Pfalz-Kreis,18900.0,Rheinland-Pfalz,RP
7338,200507338,2005,Rhein-Pfalz-Kreis,20177.0,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,22018.0,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,23948.0,Rheinland-Pfalz,RP
7338,201607338,2016,Rhein-Pfalz-Kreis,25441.0,Rheinland-Pfalz,RP
7339,200207339,2002,Landkreis Mainz-Bingen,20673.0,Rheinland-Pfalz,RP
7339,200507339,2005,Landkreis Mainz-Bingen,22573.0,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,24333.0,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,23253.0,Rheinland-Pfalz,RP
7339,201607339,2016,Landkreis Mainz-Bingen,25408.0,Rheinland-Pfalz,RP
7340,200207340,2002,Landkreis Südwestpfalz,16174.0,Rheinland-Pfalz,RP
7340,200507340,2005,Landkreis Südwestpfalz,17479.0,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,19280.0,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,20580.0,Rheinland-Pfalz,RP
7340,201607340,2016,Landkreis Südwestpfalz,22459.0,Rheinland-Pfalz,RP
8111,200208111,2002,Stuttgart,20620.0,Baden-Württemberg,BW
8111,200508111,2005,Stuttgart,22345.0,Baden-Württemberg,BW
8111,200908111,2009,Stuttgart,22520.0,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,23793.0,Baden-Württemberg,BW
8111,201608111,2016,Stuttgart,25012.0,Baden-Württemberg,BW
8115,200208115,2002,Landkreis Böblingen,19384.0,Baden-Württemberg,BW
8115,200508115,2005,Landkreis Böblingen,20392.0,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,20850.0,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,23247.0,Baden-Württemberg,BW
8115,201608115,2016,Landkreis Böblingen,24507.0,Baden-Württemberg,BW
8116,200208116,2002,Landkreis Esslingen,20007.0,Baden-Württemberg,BW
8116,200508116,2005,Landkreis Esslingen,21010.0,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,21266.0,Baden-Württemberg,BW
8116,201308116,2013,Landkreis Esslingen,23557.0,Baden-Württemberg,BW
8116,201608116,2016,Landkreis Esslingen,24908.0,Baden-Württemberg,BW
8117,200208117,2002,Landkreis Göppingen,18010.0,Baden-Württemberg,BW
8117,200508117,2005,Landkreis Göppingen,19095.0,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,19707.0,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,22189.0,Baden-Württemberg,BW
8117,201608117,2016,Landkreis Göppingen,23985.0,Baden-Württemberg,BW
8118,200208118,2002,Landkreis Ludwigsburg,20089.0,Baden-Württemberg,BW
8118,200508118,2005,Landkreis Ludwigsburg,21059.0,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,21227.0,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,23609.0,Baden-Württemberg,BW
8118,201608118,2016,Landkreis Ludwigsburg,25231.0,Baden-Württemberg,BW
8119,200208119,2002,Rems-Murr-Kreis,19292.0,Baden-Württemberg,BW
8119,200508119,2005,Rems-Murr-Kreis,20432.0,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,21071.0,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,23137.0,Baden-Württemberg,BW
8119,201608119,2016,Rems-Murr-Kreis,24638.0,Baden-Württemberg,BW
8121,200208121,2002,Heilbronn,19908.0,Baden-Württemberg,BW
8121,200508121,2005,Heilbronn,26002.0,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,36418.0,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,35020.0,Baden-Württemberg,BW
8121,201608121,2016,Heilbronn,32366.0,Baden-Württemberg,BW
8125,200208125,2002,Landkreis Heilbronn (Land),17503.0,Baden-Württemberg,BW
8125,200508125,2005,Landkreis Heilbronn (Land),18843.0,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),20111.0,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),22896.0,Baden-Württemberg,BW
8125,201608125,2016,Landkreis Heilbronn (Land),24123.0,Baden-Württemberg,BW
8126,200208126,2002,Hohenlohekreis,17806.0,Baden-Württemberg,BW
8126,200508126,2005,Hohenlohekreis,19534.0,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,20069.0,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,21966.0,Baden-Württemberg,BW
8126,201608126,2016,Hohenlohekreis,23219.0,Baden-Württemberg,BW
8127,200208127,2002,Landkreis Schwäbisch Hall,16098.0,Baden-Württemberg,BW
8127,200508127,2005,Landkreis Schwäbisch Hall,17177.0,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,18531.0,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,21431.0,Baden-Württemberg,BW
8127,201608127,2016,Landkreis Schwäbisch Hall,23061.0,Baden-Württemberg,BW
8128,200208128,2002,Main-Tauber-Kreis,16101.0,Baden-Württemberg,BW
8128,200508128,2005,Main-Tauber-Kreis,17132.0,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,18366.0,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,20709.0,Baden-Württemberg,BW
8128,201608128,2016,Main-Tauber-Kreis,22232.0,Baden-Württemberg,BW
8135,200208135,2002,Landkreis Heidenheim,17014.0,Baden-Württemberg,BW
8135,200508135,2005,Landkreis Heidenheim,18235.0,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,19208.0,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,20988.0,Baden-Württemberg,BW
8135,201608135,2016,Landkreis Heidenheim,22034.0,Baden-Württemberg,BW
8136,200208136,2002,Ostalbkreis,16962.0,Baden-Württemberg,BW
8136,200508136,2005,Ostalbkreis,18348.0,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,19540.0,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,22121.0,Baden-Württemberg,BW
8136,201608136,2016,Ostalbkreis,23888.0,Baden-Württemberg,BW
8211,200208211,2002,Baden-Baden,24667.0,Baden-Württemberg,BW
8211,200508211,2005,Baden-Baden,25730.0,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,26757.0,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,28820.0,Baden-Württemberg,BW
8211,201608211,2016,Baden-Baden,29565.0,Baden-Württemberg,BW
8212,200208212,2002,Karlsruhe,18567.0,Baden-Württemberg,BW
8212,200508212,2005,Karlsruhe,19844.0,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,19853.0,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,21045.0,Baden-Württemberg,BW
8212,201608212,2016,Karlsruhe,22045.0,Baden-Württemberg,BW
8215,200208215,2002,Landkreis Karlsruhe (Land),18097.0,Baden-Württemberg,BW
8215,200508215,2005,Landkreis Karlsruhe (Land),19203.0,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),19933.0,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),22059.0,Baden-Württemberg,BW
8215,201608215,2016,Landkreis Karlsruhe (Land),23996.0,Baden-Württemberg,BW
8216,200208216,2002,Landkreis Rastatt,17303.0,Baden-Württemberg,BW
8216,200508216,2005,Landkreis Rastatt,18411.0,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,19025.0,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,21270.0,Baden-Württemberg,BW
8216,201608216,2016,Landkreis Rastatt,22803.0,Baden-Württemberg,BW
8221,200208221,2002,Heidelberg,19410.0,Baden-Württemberg,BW
8221,200508221,2005,Heidelberg,20842.0,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,21352.0,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,24019.0,Baden-Württemberg,BW
8221,201608221,2016,Heidelberg,23189.0,Baden-Württemberg,BW
8222,200208222,2002,Mannheim,16468.0,Baden-Württemberg,BW
8222,200508222,2005,Mannheim,17769.0,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,18214.0,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,19558.0,Baden-Württemberg,BW
8222,201608222,2016,Mannheim,20592.0,Baden-Württemberg,BW
8225,200208225,2002,Neckar-Odenwald-Kreis,15596.0,Baden-Württemberg,BW
8225,200508225,2005,Neckar-Odenwald-Kreis,16448.0,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,17590.0,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,20222.0,Baden-Württemberg,BW
8225,201608225,2016,Neckar-Odenwald-Kreis,21775.0,Baden-Württemberg,BW
8226,200208226,2002,Rhein-Neckar-Kreis,18587.0,Baden-Württemberg,BW
8226,200508226,2005,Rhein-Neckar-Kreis,19811.0,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,20720.0,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,22726.0,Baden-Württemberg,BW
8226,201608226,2016,Rhein-Neckar-Kreis,24048.0,Baden-Württemberg,BW
8231,200208231,2002,Pforzheim,19950.0,Baden-Württemberg,BW
8231,200508231,2005,Pforzheim,19886.0,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,20167.0,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,21878.0,Baden-Württemberg,BW
8231,201608231,2016,Pforzheim,22882.0,Baden-Württemberg,BW
8235,200208235,2002,Landkreis Calw,17768.0,Baden-Württemberg,BW
8235,200508235,2005,Landkreis Calw,18659.0,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,19664.0,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,21790.0,Baden-Württemberg,BW
8235,201608235,2016,Landkreis Calw,23232.0,Baden-Württemberg,BW
8236,200208236,2002,Enzkreis,19042.0,Baden-Württemberg,BW
8236,200508236,2005,Enzkreis,20219.0,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,21008.0,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,23179.0,Baden-Württemberg,BW
8236,201608236,2016,Enzkreis,24829.0,Baden-Württemberg,BW
8237,200208237,2002,Landkreis Freudenstadt,17827.0,Baden-Württemberg,BW
8237,200508237,2005,Landkreis Freudenstadt,19223.0,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,20191.0,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,21720.0,Baden-Württemberg,BW
8237,201608237,2016,Landkreis Freudenstadt,23982.0,Baden-Württemberg,BW
8311,200208311,2002,Freiburg im Breisgau,16851.0,Baden-Württemberg,BW
8311,200508311,2005,Freiburg im Breisgau,18101.0,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,18775.0,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,20051.0,Baden-Württemberg,BW
8311,201608311,2016,Freiburg im Breisgau,21256.0,Baden-Württemberg,BW
8315,200208315,2002,Landkreis Breisgau-Hochschwarzwald,17766.0,Baden-Württemberg,BW
8315,200508315,2005,Landkreis Breisgau-Hochschwarzwald,19309.0,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,20246.0,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,22644.0,Baden-Württemberg,BW
8315,201608315,2016,Landkreis Breisgau-Hochschwarzwald,23963.0,Baden-Württemberg,BW
8316,200208316,2002,Landkreis Emmendingen,16976.0,Baden-Württemberg,BW
8316,200508316,2005,Landkreis Emmendingen,17883.0,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,18722.0,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,21163.0,Baden-Württemberg,BW
8316,201608316,2016,Landkreis Emmendingen,22742.0,Baden-Württemberg,BW
8317,200208317,2002,Ortenaukreis,17080.0,Baden-Württemberg,BW
8317,200508317,2005,Ortenaukreis,18574.0,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,19079.0,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,21315.0,Baden-Württemberg,BW
8317,201608317,2016,Ortenaukreis,22800.0,Baden-Württemberg,BW
8325,200208325,2002,Landkreis Rottweil,18047.0,Baden-Württemberg,BW
8325,200508325,2005,Landkreis Rottweil,19357.0,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,20070.0,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,22800.0,Baden-Württemberg,BW
8325,201608325,2016,Landkreis Rottweil,24476.0,Baden-Württemberg,BW
8326,200208326,2002,Schwarzwald-Baar-Kreis,18051.0,Baden-Württemberg,BW
8326,200508326,2005,Schwarzwald-Baar-Kreis,19573.0,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,20514.0,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,22392.0,Baden-Württemberg,BW
8326,201608326,2016,Schwarzwald-Baar-Kreis,23851.0,Baden-Württemberg,BW
8327,200208327,2002,Landkreis Tuttlingen,18654.0,Baden-Württemberg,BW
8327,200508327,2005,Landkreis Tuttlingen,20159.0,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,21220.0,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,23578.0,Baden-Württemberg,BW
8327,201608327,2016,Landkreis Tuttlingen,25338.0,Baden-Württemberg,BW
8335,200208335,2002,Landkreis Konstanz,17297.0,Baden-Württemberg,BW
8335,200508335,2005,Landkreis Konstanz,18707.0,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,19819.0,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,22360.0,Baden-Württemberg,BW
8335,201608335,2016,Landkreis Konstanz,23617.0,Baden-Württemberg,BW
8336,200208336,2002,Landkreis Lörrach,17338.0,Baden-Württemberg,BW
8336,200508336,2005,Landkreis Lörrach,18500.0,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,20005.0,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,23503.0,Baden-Württemberg,BW
8336,201608336,2016,Landkreis Lörrach,25461.0,Baden-Württemberg,BW
