,YearSchluessel,Year,Stadt-/Landkreis,Wanderungssaldo je 10 000: Männer 18 bis 29 Jahre,Wanderungssaldo je 10.000: Frauen 18 bis 29 Jahre,LAND_NAME,LAND_ABK
8115,201708115,2017,Landkreis Böblingen,269.2,163.10000000000002,Baden-Württemberg,BW
8116,200208116,2002,Landkreis Esslingen,289.2,315.5,Baden-Württemberg,BW
8116,200508116,2005,Landkreis Esslingen,65.9,104.2,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,23.8,41.1,Baden-Württemberg,BW
8116,201308116,2013,Landkreis Esslingen,268.2,203.70000000000002,Baden-Württemberg,BW
8116,201708116,2017,Landkreis Esslingen,254.0,183.5,Baden-Württemberg,BW
8117,200208117,2002,Landkreis Göppingen,101.80000000000001,56.1,Baden-Württemberg,BW
8117,200508117,2005,Landkreis Göppingen,-90.4,-99.60000000000001,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,-139.5,-143.4,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,134.70000000000002,10.5,Baden-Württemberg,BW
8117,201708117,2017,Landkreis Göppingen,153.60000000000002,76.9,Baden-Württemberg,BW
8118,200208118,2002,Landkreis Ludwigsburg,156.70000000000002,274.1,Baden-Württemberg,BW
8118,200508118,2005,Landkreis Ludwigsburg,118.0,207.70000000000002,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,-1.7000000000000002,43.900000000000006,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,313.3,230.3,Baden-Württemberg,BW
8118,201708118,2017,Landkreis Ludwigsburg,257.40000000000003,212.20000000000002,Baden-Württemberg,BW
8119,200208119,2002,Rems-Murr-Kreis,162.0,198.8,Baden-Württemberg,BW
8119,200508119,2005,Rems-Murr-Kreis,-35.1,55.7,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,-68.8,-77.80000000000001,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,130.70000000000002,47.6,Baden-Württemberg,BW
8119,201708119,2017,Rems-Murr-Kreis,106.2,37.300000000000004,Baden-Württemberg,BW
8121,200208121,2002,Heilbronn,238.20000000000002,232.4,Baden-Württemberg,BW
8121,200508121,2005,Heilbronn,149.4,315.3,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,252.3,228.20000000000002,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,357.6,284.40000000000003,Baden-Württemberg,BW
8121,201708121,2017,Heilbronn,481.3,326.5,Baden-Württemberg,BW
8125,200208125,2002,Landkreis Heilbronn (Land),113.60000000000001,137.8,Baden-Württemberg,BW
8125,200508125,2005,Landkreis Heilbronn (Land),-37.300000000000004,-45.300000000000004,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),-82.10000000000001,-198.70000000000002,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),73.10000000000001,-35.300000000000004,Baden-Württemberg,BW
8125,201708125,2017,Landkreis Heilbronn (Land),147.4,50.400000000000006,Baden-Württemberg,BW
8126,200208126,2002,Hohenlohekreis,-54.6,59.6,Baden-Württemberg,BW
8126,200508126,2005,Hohenlohekreis,-59.2,-92.9,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,-150.6,-137.6,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,112.60000000000001,-29.3,Baden-Württemberg,BW
8126,201708126,2017,Hohenlohekreis,50.900000000000006,47.900000000000006,Baden-Württemberg,BW
8127,200208127,2002,Landkreis Schwäbisch Hall,37.7,25.900000000000002,Baden-Württemberg,BW
8127,200508127,2005,Landkreis Schwäbisch Hall,-66.5,-44.1,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,-98.10000000000001,-160.70000000000002,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,74.5,2.3000000000000003,Baden-Württemberg,BW
8127,201708127,2017,Landkreis Schwäbisch Hall,53.6,67.8,Baden-Württemberg,BW
8128,200208128,2002,Main-Tauber-Kreis,-141.9,-102.9,Baden-Württemberg,BW
8128,200508128,2005,Main-Tauber-Kreis,-159.60000000000002,-223.9,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,-185.3,-212.8,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,39.2,-144.1,Baden-Württemberg,BW
8128,201708128,2017,Main-Tauber-Kreis,-285.5,-89.2,Baden-Württemberg,BW
8135,200208135,2002,Landkreis Heidenheim,-81.7,-77.4,Baden-Württemberg,BW
8135,200508135,2005,Landkreis Heidenheim,-108.80000000000001,-136.70000000000002,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,-129.0,-203.0,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,101.60000000000001,6.1000000000000005,Baden-Württemberg,BW
8135,201708135,2017,Landkreis Heidenheim,60.6,-59.300000000000004,Baden-Württemberg,BW
8136,200208136,2002,Ostalbkreis,-16.7,25.900000000000002,Baden-Württemberg,BW
8136,200508136,2005,Ostalbkreis,-65.0,-89.4,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,-132.4,-224.20000000000002,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,75.7,-16.5,Baden-Württemberg,BW
8136,201708136,2017,Ostalbkreis,-37.1,12.100000000000001,Baden-Württemberg,BW
8211,200208211,2002,Baden-Baden,399.70000000000005,448.1,Baden-Württemberg,BW
8211,200508211,2005,Baden-Baden,153.1,120.80000000000001,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,-78.10000000000001,-85.4,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,258.0,378.20000000000005,Baden-Württemberg,BW
8211,201708211,2017,Baden-Baden,439.20000000000005,223.60000000000002,Baden-Württemberg,BW
8212,200208212,2002,Karlsruhe,645.5,555.7,Baden-Württemberg,BW
8212,200508212,2005,Karlsruhe,562.2,454.20000000000005,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,748.1,563.5,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,599.3000000000001,547.7,Baden-Württemberg,BW
8212,201708212,2017,Karlsruhe,628.9000000000001,512.0,Baden-Württemberg,BW
8215,200208215,2002,Landkreis Karlsruhe (Land),148.20000000000002,170.5,Baden-Württemberg,BW
8215,200508215,2005,Landkreis Karlsruhe (Land),75.10000000000001,71.10000000000001,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),-42.5,-43.800000000000004,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),142.6,-41.0,Baden-Württemberg,BW
8215,201708215,2017,Landkreis Karlsruhe (Land),14.5,38.1,Baden-Württemberg,BW
8216,200208216,2002,Landkreis Rastatt,130.4,164.5,Baden-Württemberg,BW
8216,200508216,2005,Landkreis Rastatt,102.7,87.2,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,-61.900000000000006,-50.0,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,101.4,14.4,Baden-Württemberg,BW
8216,201708216,2017,Landkreis Rastatt,83.4,54.5,Baden-Württemberg,BW
8221,200208221,2002,Heidelberg,740.7,562.8000000000001,Baden-Württemberg,BW
8221,200508221,2005,Heidelberg,573.6,553.2,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,676.5,536.3000000000001,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,658.8000000000001,530.5,Baden-Württemberg,BW
8221,201708221,2017,Heidelberg,269.7,447.5,Baden-Württemberg,BW
8222,200208222,2002,Mannheim,385.6,447.8,Baden-Württemberg,BW
8222,200508222,2005,Mannheim,380.0,364.6,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,540.0,442.40000000000003,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,543.6,483.1,Baden-Württemberg,BW
8222,201708222,2017,Mannheim,503.40000000000003,684.5,Baden-Württemberg,BW
8225,200208225,2002,Neckar-Odenwald-Kreis,40.2,118.30000000000001,Baden-Württemberg,BW
8225,200508225,2005,Neckar-Odenwald-Kreis,-147.3,-172.10000000000002,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,-160.0,-211.5,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,-5.800000000000001,-151.6,Baden-Württemberg,BW
8225,201708225,2017,Neckar-Odenwald-Kreis,-73.60000000000001,-30.900000000000002,Baden-Württemberg,BW
8226,200208226,2002,Rhein-Neckar-Kreis,126.4,222.9,Baden-Württemberg,BW
8226,200508226,2005,Rhein-Neckar-Kreis,34.800000000000004,111.0,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,37.1,76.4,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,108.4,117.0,Baden-Württemberg,BW
8226,201708226,2017,Rhein-Neckar-Kreis,12.200000000000001,72.5,Baden-Württemberg,BW
8231,200208231,2002,Pforzheim,287.5,386.90000000000003,Baden-Württemberg,BW
8231,200508231,2005,Pforzheim,169.4,213.70000000000002,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,135.8,51.400000000000006,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,404.40000000000003,485.1,Baden-Württemberg,BW
8231,201708231,2017,Pforzheim,224.9,220.20000000000002,Baden-Württemberg,BW
8235,200208235,2002,Landkreis Calw,99.0,59.6,Baden-Württemberg,BW
8235,200508235,2005,Landkreis Calw,-180.9,-190.3,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,-221.70000000000002,-271.40000000000003,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,39.900000000000006,-53.7,Baden-Württemberg,BW
8235,201708235,2017,Landkreis Calw,86.4,46.800000000000004,Baden-Württemberg,BW
8236,200208236,2002,Enzkreis,41.2,58.0,Baden-Württemberg,BW
8236,200508236,2005,Enzkreis,-78.0,-62.1,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,-171.5,-256.0,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,,-158.8,Baden-Württemberg,BW
8236,201708236,2017,Enzkreis,-29.6,-78.2,Baden-Württemberg,BW
8237,200208237,2002,Landkreis Freudenstadt,122.4,145.4,Baden-Württemberg,BW
8237,200508237,2005,Landkreis Freudenstadt,-72.10000000000001,119.4,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,-194.5,-250.0,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,-143.9,-152.6,Baden-Württemberg,BW
8237,201708237,2017,Landkreis Freudenstadt,86.0,-11.9,Baden-Württemberg,BW
8311,200208311,2002,Freiburg im Breisgau,514.4,580.4,Baden-Württemberg,BW
8311,200508311,2005,Freiburg im Breisgau,525.0,483.3,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,600.4,579.8000000000001,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,556.0,501.8,Baden-Württemberg,BW
8311,201708311,2017,Freiburg im Breisgau,531.8000000000001,438.6,Baden-Württemberg,BW
8315,200208315,2002,Landkreis Breisgau-Hochschwarzwald,87.4,202.5,Baden-Württemberg,BW
8315,200508315,2005,Landkreis Breisgau-Hochschwarzwald,-54.300000000000004,-75.5,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,-165.9,-87.9,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,44.300000000000004,-10.700000000000001,Baden-Württemberg,BW
8315,201708315,2017,Landkreis Breisgau-Hochschwarzwald,26.900000000000002,-8.4,Baden-Württemberg,BW
8316,200208316,2002,Landkreis Emmendingen,145.0,156.3,Baden-Württemberg,BW
8316,200508316,2005,Landkreis Emmendingen,-24.3,-42.300000000000004,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,-111.5,-121.2,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,-12.100000000000001,-84.80000000000001,Baden-Württemberg,BW
8316,201708316,2017,Landkreis Emmendingen,71.9,-17.400000000000002,Baden-Württemberg,BW
8317,200208317,2002,Ortenaukreis,15.0,43.0,Baden-Württemberg,BW
8317,200508317,2005,Ortenaukreis,-23.0,-42.6,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,-82.10000000000001,-158.8,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,-14.5,-33.9,Baden-Württemberg,BW
8317,201708317,2017,Ortenaukreis,94.30000000000001,23.0,Baden-Württemberg,BW
8325,200208325,2002,Landkreis Rottweil,-58.900000000000006,34.4,Baden-Württemberg,BW
8325,200508325,2005,Landkreis Rottweil,-93.4,-122.80000000000001,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,-203.9,-280.0,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,-60.900000000000006,-179.5,Baden-Württemberg,BW
8325,201708325,2017,Landkreis Rottweil,77.9,16.7,Baden-Württemberg,BW
8326,200208326,2002,Schwarzwald-Baar-Kreis,15.8,94.4,Baden-Württemberg,BW
8326,200508326,2005,Schwarzwald-Baar-Kreis,-77.9,-38.0,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,-215.4,-158.0,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,110.5,-22.5,Baden-Württemberg,BW
8326,201708326,2017,Schwarzwald-Baar-Kreis,81.9,57.7,Baden-Württemberg,BW
8327,200208327,2002,Landkreis Tuttlingen,-1.0,28.5,Baden-Württemberg,BW
8327,200508327,2005,Landkreis Tuttlingen,45.6,,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,-170.5,-59.1,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,171.60000000000002,93.10000000000001,Baden-Württemberg,BW
8327,201708327,2017,Landkreis Tuttlingen,138.70000000000002,108.80000000000001,Baden-Württemberg,BW
8335,200208335,2002,Landkreis Konstanz,288.3,401.5,Baden-Württemberg,BW
8335,200508335,2005,Landkreis Konstanz,126.60000000000001,153.3,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,239.60000000000002,203.9,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,376.0,299.90000000000003,Baden-Württemberg,BW
8335,201708335,2017,Landkreis Konstanz,232.20000000000002,195.3,Baden-Württemberg,BW
8336,200208336,2002,Landkreis Lörrach,52.300000000000004,124.80000000000001,Baden-Württemberg,BW
8336,200508336,2005,Landkreis Lörrach,16.1,77.10000000000001,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,-96.4,-32.1,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,73.5,86.30000000000001,Baden-Württemberg,BW
8336,201708336,2017,Landkreis Lörrach,7.4,-71.10000000000001,Baden-Württemberg,BW
8337,200208337,2002,Landkreis Waldshut,-47.800000000000004,7.4,Baden-Württemberg,BW
8337,200508337,2005,Landkreis Waldshut,-120.30000000000001,-39.7,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,-199.60000000000002,-195.4,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,-78.2,12.3,Baden-Württemberg,BW
8337,201708337,2017,Landkreis Waldshut,62.400000000000006,-40.7,Baden-Württemberg,BW
8415,200208415,2002,Landkreis Reutlingen,137.4,261.8,Baden-Württemberg,BW
8415,200508415,2005,Landkreis Reutlingen,-17.8,94.4,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,-82.7,-87.7,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,123.7,43.6,Baden-Württemberg,BW
8415,201708415,2017,Landkreis Reutlingen,47.300000000000004,16.8,Baden-Württemberg,BW
8416,200208416,2002,Landkreis Tübingen,309.20000000000005,359.5,Baden-Württemberg,BW
8416,200508416,2005,Landkreis Tübingen,190.4,255.8,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,473.3,710.6,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,289.3,238.8,Baden-Württemberg,BW
8416,201708416,2017,Landkreis Tübingen,192.70000000000002,245.60000000000002,Baden-Württemberg,BW
8417,200208417,2002,Zollernalbkreis,46.1,65.5,Baden-Württemberg,BW
8417,200508417,2005,Zollernalbkreis,-103.9,-39.5,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,-145.8,-235.8,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,-100.0,-47.400000000000006,Baden-Württemberg,BW
8417,201708417,2017,Zollernalbkreis,98.0,-55.6,Baden-Württemberg,BW
8421,200208421,2002,Ulm,492.5,389.8,Baden-Württemberg,BW
8421,200508421,2005,Ulm,338.20000000000005,280.2,Baden-Württemberg,BW
8421,200908421,2009,Ulm,461.3,378.6,Baden-Württemberg,BW
8421,201308421,2013,Ulm,655.6,584.9,Baden-Württemberg,BW
8421,201708421,2017,Ulm,728.5,454.8,Baden-Württemberg,BW
8425,200208425,2002,Alb-Donau-Kreis,31.8,100.0,Baden-Württemberg,BW
8425,200508425,2005,Alb-Donau-Kreis,-16.6,-11.100000000000001,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,-177.9,-208.60000000000002,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,22.8,-82.10000000000001,Baden-Württemberg,BW
8425,201708425,2017,Alb-Donau-Kreis,48.7,-16.3,Baden-Württemberg,BW
8426,200208426,2002,Landkreis Biberach,36.9,83.4,Baden-Württemberg,BW
8426,200508426,2005,Landkreis Biberach,-74.10000000000001,-60.800000000000004,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,-98.4,-87.10000000000001,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,-77.0,-119.4,Baden-Württemberg,BW
8426,201708426,2017,Landkreis Biberach,64.0,-1.5,Baden-Württemberg,BW
8435,200208435,2002,Bodenseekreis,99.80000000000001,203.4,Baden-Württemberg,BW
8435,200508435,2005,Bodenseekreis,-8.6,,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,-100.7,-95.60000000000001,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,107.60000000000001,33.300000000000004,Baden-Württemberg,BW
8435,201708435,2017,Bodenseekreis,35.2,-21.8,Baden-Württemberg,BW
8436,200208436,2002,Landkreis Ravensburg,52.1,64.60000000000001,Baden-Württemberg,BW
8436,200508436,2005,Landkreis Ravensburg,15.8,28.1,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,-89.80000000000001,-105.2,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,131.5,-39.1,Baden-Württemberg,BW
8436,201708436,2017,Landkreis Ravensburg,68.8,67.9,Baden-Württemberg,BW
8437,200208437,2002,Landkreis Sigmaringen,-103.80000000000001,-181.70000000000002,Baden-Württemberg,BW
8437,200508437,2005,Landkreis Sigmaringen,-179.4,-121.0,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,-141.70000000000002,-235.3,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,-45.6,-194.10000000000002,Baden-Württemberg,BW
8437,201708437,2017,Landkreis Sigmaringen,-358.1,-174.60000000000002,Baden-Württemberg,BW
9161,200209161,2002,Ingolstadt,411.1,354.8,Bayern,BY
9161,200509161,2005,Ingolstadt,535.8000000000001,521.9,Bayern,BY
9161,200909161,2009,Ingolstadt,368.70000000000005,212.0,Bayern,BY
9161,201309161,2013,Ingolstadt,522.5,525.6,Bayern,BY
9161,201709161,2017,Ingolstadt,648.9000000000001,595.1,Bayern,BY
9162,200209162,2002,München,680.6,663.7,Bayern,BY
9162,200509162,2005,München,725.7,798.5,Bayern,BY
9162,200909162,2009,München,612.0,603.9,Bayern,BY
9162,201309162,2013,München,845.0,813.7,Bayern,BY
9162,201709162,2017,München,528.7,588.0,Bayern,BY
9163,200209163,2002,Rosenheim,491.5,218.9,Bayern,BY
9163,200509163,2005,Rosenheim,365.20000000000005,214.3,Bayern,BY
9163,200909163,2009,Rosenheim,391.40000000000003,434.5,Bayern,BY
9163,201309163,2013,Rosenheim,472.0,433.8,Bayern,BY
9163,201709163,2017,Rosenheim,434.5,432.70000000000005,Bayern,BY
9171,200209171,2002,Landkreis Altötting,36.2,169.60000000000002,Bayern,BY
9171,200509171,2005,Landkreis Altötting,-115.80000000000001,-70.9,Bayern,BY
9171,200909171,2009,Landkreis Altötting,-61.900000000000006,-57.900000000000006,Bayern,BY
9171,201309171,2013,Landkreis Altötting,72.0,26.400000000000002,Bayern,BY
9171,201709171,2017,Landkreis Altötting,189.20000000000002,36.800000000000004,Bayern,BY
9172,200209172,2002,Landkreis Berchtesgadener Land,156.60000000000002,137.0,Bayern,BY
9172,200509172,2005,Landkreis Berchtesgadener Land,146.6,156.9,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,83.2,93.5,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,281.40000000000003,148.0,Bayern,BY
9172,201709172,2017,Landkreis Berchtesgadener Land,195.70000000000002,125.60000000000001,Bayern,BY
9173,200209173,2002,Landkreis Bad Tölz-Wolfratshausen,140.1,248.70000000000002,Bayern,BY
9173,200509173,2005,Landkreis Bad Tölz-Wolfratshausen,64.7,172.8,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,-81.4,-14.0,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,186.60000000000002,89.7,Bayern,BY
9173,201709173,2017,Landkreis Bad Tölz-Wolfratshausen,77.2,73.8,Bayern,BY
9174,200209174,2002,Landkreis Dachau,156.5,173.8,Bayern,BY
9174,200509174,2005,Landkreis Dachau,158.0,245.9,Bayern,BY
9174,200909174,2009,Landkreis Dachau,114.4,179.9,Bayern,BY
9174,201309174,2013,Landkreis Dachau,372.8,298.2,Bayern,BY
9174,201709174,2017,Landkreis Dachau,151.8,205.70000000000002,Bayern,BY
9175,200209175,2002,Landkreis Ebersberg,170.0,215.20000000000002,Bayern,BY
9175,200509175,2005,Landkreis Ebersberg,173.5,184.8,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,124.80000000000001,81.9,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,181.20000000000002,138.8,Bayern,BY
9175,201709175,2017,Landkreis Ebersberg,113.30000000000001,79.4,Bayern,BY
9176,200209176,2002,Landkreis Eichstätt,153.3,188.9,Bayern,BY
9176,200509176,2005,Landkreis Eichstätt,-66.60000000000001,-29.6,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,-72.9,-282.40000000000003,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,55.1,1.1,Bayern,BY
9176,201709176,2017,Landkreis Eichstätt,-103.30000000000001,37.9,Bayern,BY
9177,200209177,2002,Landkreis Erding,67.8,290.1,Bayern,BY
9177,200509177,2005,Landkreis Erding,141.3,125.5,Bayern,BY
9177,200909177,2009,Landkreis Erding,121.0,111.30000000000001,Bayern,BY
9177,201309177,2013,Landkreis Erding,268.7,204.0,Bayern,BY
9177,201709177,2017,Landkreis Erding,139.9,160.5,Bayern,BY
9178,200209178,2002,Landkreis Freising,489.3,450.0,Bayern,BY
9178,200509178,2005,Landkreis Freising,225.4,381.5,Bayern,BY
9178,200909178,2009,Landkreis Freising,88.5,42.900000000000006,Bayern,BY
9178,201309178,2013,Landkreis Freising,511.40000000000003,332.1,Bayern,BY
9178,201709178,2017,Landkreis Freising,336.3,287.8,Bayern,BY
9179,200209179,2002,Landkreis Fürstenfeldbruck,129.1,261.2,Bayern,BY
9179,200509179,2005,Landkreis Fürstenfeldbruck,114.0,131.4,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,111.7,124.10000000000001,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,275.1,286.2,Bayern,BY
9179,201709179,2017,Landkreis Fürstenfeldbruck,-118.5,139.5,Bayern,BY
9180,200209180,2002,Landkreis Garmisch-Partenkirchen,219.4,196.3,Bayern,BY
9180,200509180,2005,Landkreis Garmisch-Partenkirchen,18.400000000000002,111.5,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,18.3,-23.900000000000002,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,189.4,205.9,Bayern,BY
9180,201709180,2017,Landkreis Garmisch-Partenkirchen,-3.2,99.4,Bayern,BY
9181,200209181,2002,Landkreis Landsberg am Lech,160.8,97.4,Bayern,BY
9181,200509181,2005,Landkreis Landsberg am Lech,-122.10000000000001,-22.1,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,21.5,-24.6,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,36.800000000000004,-57.5,Bayern,BY
9181,201709181,2017,Landkreis Landsberg am Lech,-168.5,-101.80000000000001,Bayern,BY
9182,200209182,2002,Landkreis Miesbach,122.80000000000001,193.60000000000002,Bayern,BY
9182,200509182,2005,Landkreis Miesbach,39.6,232.9,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,-67.0,-145.9,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,293.3,208.20000000000002,Bayern,BY
9182,201709182,2017,Landkreis Miesbach,-221.10000000000002,-88.80000000000001,Bayern,BY
9183,200209183,2002,Landkreis Mühldorf am Inn,165.0,154.60000000000002,Bayern,BY
9183,200509183,2005,Landkreis Mühldorf am Inn,-45.1,-122.30000000000001,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,-87.2,-9.9,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,300.7,-11.200000000000001,Bayern,BY
9183,201709183,2017,Landkreis Mühldorf am Inn,152.5,99.60000000000001,Bayern,BY
9184,200209184,2002,Landkreis München (Land),168.9,327.6,Bayern,BY
9184,200509184,2005,Landkreis München (Land),275.1,342.0,Bayern,BY
9184,200909184,2009,Landkreis München (Land),148.1,182.60000000000002,Bayern,BY
9184,201309184,2013,Landkreis München (Land),238.4,289.5,Bayern,BY
9184,201709184,2017,Landkreis München (Land),257.7,259.40000000000003,Bayern,BY
9185,200209185,2002,Landkreis Neuburg-Schrobenhausen,90.5,157.9,Bayern,BY
9185,200509185,2005,Landkreis Neuburg-Schrobenhausen,-135.70000000000002,-113.9,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,25.200000000000003,-44.400000000000006,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,216.5,53.800000000000004,Bayern,BY
9185,201709185,2017,Landkreis Neuburg-Schrobenhausen,-181.0,-6.300000000000001,Bayern,BY
9186,200209186,2002,Landkreis Pfaffenhofen an der Ilm,22.8,134.8,Bayern,BY
9186,200509186,2005,Landkreis Pfaffenhofen an der Ilm,-15.9,47.300000000000004,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,-2.3000000000000003,41.5,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,285.6,95.0,Bayern,BY
9186,201709186,2017,Landkreis Pfaffenhofen an der Ilm,93.7,118.2,Bayern,BY
9187,200209187,2002,Landkreis Rosenheim (Land),61.5,85.60000000000001,Bayern,BY
9187,200509187,2005,Landkreis Rosenheim (Land),31.900000000000002,53.2,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),-40.400000000000006,-53.1,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),195.3,138.3,Bayern,BY
9187,201709187,2017,Landkreis Rosenheim (Land),-24.6,-10.3,Bayern,BY
9188,200209188,2002,Landkreis Starnberg,99.2,294.3,Bayern,BY
9188,200509188,2005,Landkreis Starnberg,47.400000000000006,97.9,Bayern,BY
