,YearSchluessel,Year,Stadt-/Landkreis,BIP je Arbeitsstunde in EUR,LAND_NAME,LAND_ABK
7111,201607111,2016,Koblenz,54.2,Rheinland-Pfalz,RP
7131,200007131,2000,Landkreis Ahrweiler,32.6,Rheinland-Pfalz,RP
7131,200507131,2005,Landkreis Ahrweiler,35.4,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,38.5,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,43.900000000000006,Rheinland-Pfalz,RP
7131,201607131,2016,Landkreis Ahrweiler,46.5,Rheinland-Pfalz,RP
7132,200007132,2000,Landkreis Altenkirchen (Westerwald),34.4,Rheinland-Pfalz,RP
7132,200507132,2005,Landkreis Altenkirchen (Westerwald),37.800000000000004,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),40.300000000000004,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),44.300000000000004,Rheinland-Pfalz,RP
7132,201607132,2016,Landkreis Altenkirchen (Westerwald),47.6,Rheinland-Pfalz,RP
7133,200007133,2000,Landkreis Bad Kreuznach,33.0,Rheinland-Pfalz,RP
7133,200507133,2005,Landkreis Bad Kreuznach,37.1,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,38.7,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,43.5,Rheinland-Pfalz,RP
7133,201607133,2016,Landkreis Bad Kreuznach,48.2,Rheinland-Pfalz,RP
7134,200007134,2000,Landkreis Birkenfeld,31.0,Rheinland-Pfalz,RP
7134,200507134,2005,Landkreis Birkenfeld,34.9,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,36.9,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,42.7,Rheinland-Pfalz,RP
7134,201607134,2016,Landkreis Birkenfeld,45.6,Rheinland-Pfalz,RP
7135,200007135,2000,Landkreis Cochem-Zell,30.0,Rheinland-Pfalz,RP
7135,200507135,2005,Landkreis Cochem-Zell,34.800000000000004,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,37.2,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,41.1,Rheinland-Pfalz,RP
7135,201607135,2016,Landkreis Cochem-Zell,44.1,Rheinland-Pfalz,RP
7137,200007137,2000,Landkreis Mayen-Koblenz,34.9,Rheinland-Pfalz,RP
7137,200507137,2005,Landkreis Mayen-Koblenz,39.5,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,42.0,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,47.5,Rheinland-Pfalz,RP
7137,201607137,2016,Landkreis Mayen-Koblenz,50.900000000000006,Rheinland-Pfalz,RP
7138,200007138,2000,Landkreis Neuwied,35.300000000000004,Rheinland-Pfalz,RP
7138,200507138,2005,Landkreis Neuwied,38.900000000000006,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,39.900000000000006,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,45.6,Rheinland-Pfalz,RP
7138,201607138,2016,Landkreis Neuwied,49.800000000000004,Rheinland-Pfalz,RP
7140,200007140,2000,Rhein-Hunsrück-Kreis,34.300000000000004,Rheinland-Pfalz,RP
7140,200507140,2005,Rhein-Hunsrück-Kreis,36.7,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,38.400000000000006,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,44.300000000000004,Rheinland-Pfalz,RP
7140,201607140,2016,Rhein-Hunsrück-Kreis,47.300000000000004,Rheinland-Pfalz,RP
7141,200007141,2000,Rhein-Lahn-Kreis,32.9,Rheinland-Pfalz,RP
7141,200507141,2005,Rhein-Lahn-Kreis,36.7,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,38.400000000000006,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,44.5,Rheinland-Pfalz,RP
7141,201607141,2016,Rhein-Lahn-Kreis,48.0,Rheinland-Pfalz,RP
7143,200007143,2000,Westerwaldkreis,33.6,Rheinland-Pfalz,RP
7143,200507143,2005,Westerwaldkreis,37.7,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,42.0,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,49.2,Rheinland-Pfalz,RP
7143,201607143,2016,Westerwaldkreis,53.300000000000004,Rheinland-Pfalz,RP
7211,200007211,2000,Trier,31.900000000000002,Rheinland-Pfalz,RP
7211,200507211,2005,Trier,35.9,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,37.300000000000004,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,41.7,Rheinland-Pfalz,RP
7211,201607211,2016,Trier,45.2,Rheinland-Pfalz,RP
7231,200007231,2000,Landkreis Bernkastel-Wittlich,28.8,Rheinland-Pfalz,RP
7231,200507231,2005,Landkreis Bernkastel-Wittlich,33.5,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,37.0,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,40.400000000000006,Rheinland-Pfalz,RP
7231,201607231,2016,Landkreis Bernkastel-Wittlich,45.800000000000004,Rheinland-Pfalz,RP
7232,200007232,2000,Eifelkreis Bitburg-Prüm,32.6,Rheinland-Pfalz,RP
7232,200507232,2005,Eifelkreis Bitburg-Prüm,36.6,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,41.0,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,47.7,Rheinland-Pfalz,RP
7232,201607232,2016,Eifelkreis Bitburg-Prüm,45.800000000000004,Rheinland-Pfalz,RP
7233,200007233,2000,Landkreis Vulkaneifel,33.2,Rheinland-Pfalz,RP
7233,200507233,2005,Landkreis Vulkaneifel,37.4,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,36.4,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,42.1,Rheinland-Pfalz,RP
7233,201607233,2016,Landkreis Vulkaneifel,45.800000000000004,Rheinland-Pfalz,RP
7235,200007235,2000,Landkreis Trier-Saarburg,30.900000000000002,Rheinland-Pfalz,RP
7235,200507235,2005,Landkreis Trier-Saarburg,33.4,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,35.1,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,43.900000000000006,Rheinland-Pfalz,RP
7235,201607235,2016,Landkreis Trier-Saarburg,46.900000000000006,Rheinland-Pfalz,RP
7311,200007311,2000,Frankenthal (Pfalz),36.0,Rheinland-Pfalz,RP
7311,200507311,2005,Frankenthal (Pfalz),40.0,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),44.0,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),49.400000000000006,Rheinland-Pfalz,RP
7311,201607311,2016,Frankenthal (Pfalz),51.1,Rheinland-Pfalz,RP
7312,200007312,2000,Kaiserslautern,35.2,Rheinland-Pfalz,RP
7312,200507312,2005,Kaiserslautern,35.6,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,37.9,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,44.400000000000006,Rheinland-Pfalz,RP
7312,201607312,2016,Kaiserslautern,50.5,Rheinland-Pfalz,RP
7313,200007313,2000,Landau in der Pfalz,33.5,Rheinland-Pfalz,RP
7313,200507313,2005,Landau in der Pfalz,38.1,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,40.400000000000006,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,44.300000000000004,Rheinland-Pfalz,RP
7313,201607313,2016,Landau in der Pfalz,44.800000000000004,Rheinland-Pfalz,RP
7314,200007314,2000,Ludwigshafen am Rhein,53.5,Rheinland-Pfalz,RP
7314,200507314,2005,Ludwigshafen am Rhein,59.7,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,61.300000000000004,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,70.7,Rheinland-Pfalz,RP
7314,201607314,2016,Ludwigshafen am Rhein,78.30000000000001,Rheinland-Pfalz,RP
7315,200007315,2000,Mainz,41.1,Rheinland-Pfalz,RP
7315,200507315,2005,Mainz,40.900000000000006,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,45.2,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,53.1,Rheinland-Pfalz,RP
7315,201607315,2016,Mainz,55.800000000000004,Rheinland-Pfalz,RP
7316,200007316,2000,Neustadt an der Weinstrasse,30.3,Rheinland-Pfalz,RP
7316,200507316,2005,Neustadt an der Weinstrasse,32.1,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,35.0,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,40.400000000000006,Rheinland-Pfalz,RP
7316,201607316,2016,Neustadt an der Weinstrasse,41.800000000000004,Rheinland-Pfalz,RP
7317,200007317,2000,Pirmasens,33.4,Rheinland-Pfalz,RP
7317,200507317,2005,Pirmasens,36.9,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,36.9,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,37.800000000000004,Rheinland-Pfalz,RP
7317,201607317,2016,Pirmasens,40.400000000000006,Rheinland-Pfalz,RP
7318,200007318,2000,Speyer,35.4,Rheinland-Pfalz,RP
7318,200507318,2005,Speyer,36.6,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,40.1,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,46.1,Rheinland-Pfalz,RP
7318,201607318,2016,Speyer,48.400000000000006,Rheinland-Pfalz,RP
7319,200007319,2000,Worms,35.4,Rheinland-Pfalz,RP
7319,200507319,2005,Worms,39.2,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,38.5,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,48.5,Rheinland-Pfalz,RP
7319,201607319,2016,Worms,49.400000000000006,Rheinland-Pfalz,RP
7320,200007320,2000,Zweibrücken,31.200000000000003,Rheinland-Pfalz,RP
7320,200507320,2005,Zweibrücken,34.2,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,39.400000000000006,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,45.900000000000006,Rheinland-Pfalz,RP
7320,201607320,2016,Zweibrücken,50.900000000000006,Rheinland-Pfalz,RP
7331,200007331,2000,Landkreis Alzey-Worms,36.4,Rheinland-Pfalz,RP
7331,200507331,2005,Landkreis Alzey-Worms,38.800000000000004,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,40.300000000000004,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,49.6,Rheinland-Pfalz,RP
7331,201607331,2016,Landkreis Alzey-Worms,50.900000000000006,Rheinland-Pfalz,RP
7332,200007332,2000,Landkreis Bad Dürkheim,34.1,Rheinland-Pfalz,RP
7332,200507332,2005,Landkreis Bad Dürkheim,36.7,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,40.0,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,43.900000000000006,Rheinland-Pfalz,RP
7332,201607332,2016,Landkreis Bad Dürkheim,45.800000000000004,Rheinland-Pfalz,RP
7333,200007333,2000,Donnersbergkreis,34.300000000000004,Rheinland-Pfalz,RP
7333,200507333,2005,Donnersbergkreis,40.1,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,37.2,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,46.0,Rheinland-Pfalz,RP
7333,201607333,2016,Donnersbergkreis,52.300000000000004,Rheinland-Pfalz,RP
7334,200007334,2000,Landkreis Germersheim,32.5,Rheinland-Pfalz,RP
7334,200507334,2005,Landkreis Germersheim,38.0,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,36.2,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,51.5,Rheinland-Pfalz,RP
7334,201607334,2016,Landkreis Germersheim,60.300000000000004,Rheinland-Pfalz,RP
7335,200007335,2000,Landkreis Kaiserslautern (Land),33.2,Rheinland-Pfalz,RP
7335,200507335,2005,Landkreis Kaiserslautern (Land),36.7,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),39.400000000000006,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),43.6,Rheinland-Pfalz,RP
7335,201607335,2016,Landkreis Kaiserslautern (Land),48.1,Rheinland-Pfalz,RP
7336,200007336,2000,Landkreis Kusel,32.5,Rheinland-Pfalz,RP
7336,200507336,2005,Landkreis Kusel,35.0,Rheinland-Pfalz,RP
7336,200907336,2009,Landkreis Kusel,37.2,Rheinland-Pfalz,RP
7336,201307336,2013,Landkreis Kusel,43.1,Rheinland-Pfalz,RP
7336,201607336,2016,Landkreis Kusel,46.800000000000004,Rheinland-Pfalz,RP
7337,200007337,2000,Landkreis Südliche Weinstrasse,31.8,Rheinland-Pfalz,RP
7337,200507337,2005,Landkreis Südliche Weinstrasse,34.4,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,38.1,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,43.7,Rheinland-Pfalz,RP
7337,201607337,2016,Landkreis Südliche Weinstrasse,45.400000000000006,Rheinland-Pfalz,RP
7338,200007338,2000,Rhein-Pfalz-Kreis,34.9,Rheinland-Pfalz,RP
7338,200507338,2005,Rhein-Pfalz-Kreis,36.7,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,39.7,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,43.400000000000006,Rheinland-Pfalz,RP
7338,201607338,2016,Rhein-Pfalz-Kreis,46.2,Rheinland-Pfalz,RP
7339,200007339,2000,Landkreis Mainz-Bingen,38.900000000000006,Rheinland-Pfalz,RP
7339,200507339,2005,Landkreis Mainz-Bingen,46.2,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,52.300000000000004,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,62.1,Rheinland-Pfalz,RP
7339,201607339,2016,Landkreis Mainz-Bingen,68.0,Rheinland-Pfalz,RP
7340,200007340,2000,Landkreis Südwestpfalz,31.6,Rheinland-Pfalz,RP
7340,200507340,2005,Landkreis Südwestpfalz,37.1,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,40.0,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,44.5,Rheinland-Pfalz,RP
7340,201607340,2016,Landkreis Südwestpfalz,48.300000000000004,Rheinland-Pfalz,RP
8111,200008111,2000,Stuttgart,44.800000000000004,Baden-Württemberg,BW
8111,200508111,2005,Stuttgart,49.900000000000006,Baden-Württemberg,BW
8111,200908111,2009,Stuttgart,50.1,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,,Baden-Württemberg,BW
8111,201608111,2016,Stuttgart,,Baden-Württemberg,BW
8115,200008115,2000,Landkreis Böblingen,41.7,Baden-Württemberg,BW
8115,200508115,2005,Landkreis Böblingen,38.6,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,44.5,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,,Baden-Württemberg,BW
8115,201608115,2016,Landkreis Böblingen,,Baden-Württemberg,BW
8116,200008116,2000,Landkreis Esslingen,39.300000000000004,Baden-Württemberg,BW
8116,200508116,2005,Landkreis Esslingen,41.400000000000006,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,43.7,Baden-Württemberg,BW
8116,201308116,2013,Landkreis Esslingen,,Baden-Württemberg,BW
8116,201608116,2016,Landkreis Esslingen,,Baden-Württemberg,BW
8117,200008117,2000,Landkreis Göppingen,36.6,Baden-Württemberg,BW
8117,200508117,2005,Landkreis Göppingen,38.900000000000006,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,42.0,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,,Baden-Württemberg,BW
8117,201608117,2016,Landkreis Göppingen,,Baden-Württemberg,BW
8118,200008118,2000,Landkreis Ludwigsburg,40.6,Baden-Württemberg,BW
8118,200508118,2005,Landkreis Ludwigsburg,45.300000000000004,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,48.0,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,,Baden-Württemberg,BW
8118,201608118,2016,Landkreis Ludwigsburg,,Baden-Württemberg,BW
8119,200008119,2000,Rems-Murr-Kreis,37.6,Baden-Württemberg,BW
8119,200508119,2005,Rems-Murr-Kreis,39.6,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,42.5,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,,Baden-Württemberg,BW
8119,201608119,2016,Rems-Murr-Kreis,,Baden-Württemberg,BW
8121,200008121,2000,Heilbronn,41.1,Baden-Württemberg,BW
8121,200508121,2005,Heilbronn,39.5,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,41.5,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,,Baden-Württemberg,BW
8121,201608121,2016,Heilbronn,,Baden-Württemberg,BW
8125,200008125,2000,Landkreis Heilbronn (Land),40.800000000000004,Baden-Württemberg,BW
8125,200508125,2005,Landkreis Heilbronn (Land),46.300000000000004,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),52.5,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),,Baden-Württemberg,BW
8125,201608125,2016,Landkreis Heilbronn (Land),,Baden-Württemberg,BW
8126,200008126,2000,Hohenlohekreis,37.1,Baden-Württemberg,BW
8126,200508126,2005,Hohenlohekreis,41.5,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,44.7,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,,Baden-Württemberg,BW
8126,201608126,2016,Hohenlohekreis,,Baden-Württemberg,BW
8127,200008127,2000,Landkreis Schwäbisch Hall,34.1,Baden-Württemberg,BW
8127,200508127,2005,Landkreis Schwäbisch Hall,39.400000000000006,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,44.5,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,,Baden-Württemberg,BW
8127,201608127,2016,Landkreis Schwäbisch Hall,,Baden-Württemberg,BW
8128,200008128,2000,Main-Tauber-Kreis,35.6,Baden-Württemberg,BW
8128,200508128,2005,Main-Tauber-Kreis,38.800000000000004,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,42.300000000000004,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,,Baden-Württemberg,BW
8128,201608128,2016,Main-Tauber-Kreis,,Baden-Württemberg,BW
8135,200008135,2000,Landkreis Heidenheim,37.800000000000004,Baden-Württemberg,BW
8135,200508135,2005,Landkreis Heidenheim,40.1,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,46.2,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,,Baden-Württemberg,BW
8135,201608135,2016,Landkreis Heidenheim,,Baden-Württemberg,BW
8136,200008136,2000,Ostalbkreis,35.0,Baden-Württemberg,BW
8136,200508136,2005,Ostalbkreis,41.300000000000004,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,42.5,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,,Baden-Württemberg,BW
8136,201608136,2016,Ostalbkreis,,Baden-Württemberg,BW
8211,200008211,2000,Baden-Baden,36.6,Baden-Württemberg,BW
8211,200508211,2005,Baden-Baden,40.800000000000004,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,43.800000000000004,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,,Baden-Württemberg,BW
8211,201608211,2016,Baden-Baden,,Baden-Württemberg,BW
8212,200008212,2000,Karlsruhe,39.1,Baden-Württemberg,BW
8212,200508212,2005,Karlsruhe,43.1,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,46.1,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,,Baden-Württemberg,BW
8212,201608212,2016,Karlsruhe,,Baden-Württemberg,BW
8215,200008215,2000,Landkreis Karlsruhe (Land),39.1,Baden-Württemberg,BW
8215,200508215,2005,Landkreis Karlsruhe (Land),42.1,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),49.400000000000006,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),,Baden-Württemberg,BW
8215,201608215,2016,Landkreis Karlsruhe (Land),,Baden-Württemberg,BW
8216,200008216,2000,Landkreis Rastatt,37.800000000000004,Baden-Württemberg,BW
8216,200508216,2005,Landkreis Rastatt,44.400000000000006,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,44.5,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,,Baden-Württemberg,BW
8216,201608216,2016,Landkreis Rastatt,,Baden-Württemberg,BW
8221,200008221,2000,Heidelberg,40.300000000000004,Baden-Württemberg,BW
8221,200508221,2005,Heidelberg,41.2,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,47.7,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,,Baden-Württemberg,BW
8221,201608221,2016,Heidelberg,,Baden-Württemberg,BW
8222,200008222,2000,Mannheim,40.900000000000006,Baden-Württemberg,BW
8222,200508222,2005,Mannheim,47.5,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,49.400000000000006,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,,Baden-Württemberg,BW
8222,201608222,2016,Mannheim,,Baden-Württemberg,BW
8225,200008225,2000,Neckar-Odenwald-Kreis,32.2,Baden-Württemberg,BW
8225,200508225,2005,Neckar-Odenwald-Kreis,35.6,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,40.6,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,,Baden-Württemberg,BW
8225,201608225,2016,Neckar-Odenwald-Kreis,,Baden-Württemberg,BW
8226,200008226,2000,Rhein-Neckar-Kreis,38.0,Baden-Württemberg,BW
8226,200508226,2005,Rhein-Neckar-Kreis,41.6,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,45.6,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,,Baden-Württemberg,BW
8226,201608226,2016,Rhein-Neckar-Kreis,,Baden-Württemberg,BW
8231,200008231,2000,Pforzheim,33.5,Baden-Württemberg,BW
8231,200508231,2005,Pforzheim,37.300000000000004,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,41.2,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,,Baden-Württemberg,BW
8231,201608231,2016,Pforzheim,,Baden-Württemberg,BW
8235,200008235,2000,Landkreis Calw,33.7,Baden-Württemberg,BW
8235,200508235,2005,Landkreis Calw,38.2,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,39.7,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,,Baden-Württemberg,BW
8235,201608235,2016,Landkreis Calw,,Baden-Württemberg,BW
8236,200008236,2000,Enzkreis,36.4,Baden-Württemberg,BW
8236,200508236,2005,Enzkreis,42.1,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,41.6,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,,Baden-Württemberg,BW
8236,201608236,2016,Enzkreis,,Baden-Württemberg,BW
8237,200008237,2000,Landkreis Freudenstadt,34.9,Baden-Württemberg,BW
8237,200508237,2005,Landkreis Freudenstadt,37.1,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,39.2,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,,Baden-Württemberg,BW
8237,201608237,2016,Landkreis Freudenstadt,,Baden-Württemberg,BW
8311,200008311,2000,Freiburg im Breisgau,35.5,Baden-Württemberg,BW
8311,200508311,2005,Freiburg im Breisgau,38.400000000000006,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,41.5,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,,Baden-Württemberg,BW
8311,201608311,2016,Freiburg im Breisgau,,Baden-Württemberg,BW
8315,200008315,2000,Landkreis Breisgau-Hochschwarzwald,31.5,Baden-Württemberg,BW
8315,200508315,2005,Landkreis Breisgau-Hochschwarzwald,34.7,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,37.7,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,,Baden-Württemberg,BW
8315,201608315,2016,Landkreis Breisgau-Hochschwarzwald,,Baden-Württemberg,BW
8316,200008316,2000,Landkreis Emmendingen,33.4,Baden-Württemberg,BW
8316,200508316,2005,Landkreis Emmendingen,36.2,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,39.800000000000004,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,,Baden-Württemberg,BW
8316,201608316,2016,Landkreis Emmendingen,,Baden-Württemberg,BW
8317,200008317,2000,Ortenaukreis,35.9,Baden-Württemberg,BW
8317,200508317,2005,Ortenaukreis,40.6,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,42.800000000000004,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,,Baden-Württemberg,BW
8317,201608317,2016,Ortenaukreis,,Baden-Württemberg,BW
8325,200008325,2000,Landkreis Rottweil,37.4,Baden-Württemberg,BW
8325,200508325,2005,Landkreis Rottweil,41.300000000000004,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,43.300000000000004,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,,Baden-Württemberg,BW
8325,201608325,2016,Landkreis Rottweil,,Baden-Württemberg,BW
8326,200008326,2000,Schwarzwald-Baar-Kreis,33.5,Baden-Württemberg,BW
8326,200508326,2005,Schwarzwald-Baar-Kreis,35.4,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,38.1,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,,Baden-Württemberg,BW
8326,201608326,2016,Schwarzwald-Baar-Kreis,,Baden-Württemberg,BW
8327,200008327,2000,Landkreis Tuttlingen,35.4,Baden-Württemberg,BW
8327,200508327,2005,Landkreis Tuttlingen,38.300000000000004,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,42.400000000000006,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,,Baden-Württemberg,BW
8327,201608327,2016,Landkreis Tuttlingen,,Baden-Württemberg,BW
8335,200008335,2000,Landkreis Konstanz,33.300000000000004,Baden-Württemberg,BW
8335,200508335,2005,Landkreis Konstanz,36.800000000000004,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,42.400000000000006,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,,Baden-Württemberg,BW
8335,201608335,2016,Landkreis Konstanz,,Baden-Württemberg,BW
8336,200008336,2000,Landkreis Lörrach,37.2,Baden-Württemberg,BW
8336,200508336,2005,Landkreis Lörrach,39.0,Baden-Württemberg,BW
