,YearSchluessel,Year,Stadt-/Landkreis,BIP je Erwerbstätigen in EUR,Veränderung des BIP zum Vorjahr in %,BIP je Einwohner in EUR,LAND_NAME,LAND_ABK
7320,200507320,2005,Zweibrücken,50088.0,5.1000000000000005,30262.0,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,57082.0,-7.1000000000000005,39325.0,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,62669.0,8.6,41613.0,Rheinland-Pfalz,RP
7320,201607320,2016,Zweibrücken,70088.0,4.9,45454.0,Rheinland-Pfalz,RP
7331,200007331,2000,Landkreis Alzey-Worms,54115.0,,16544.0,Rheinland-Pfalz,RP
7331,200507331,2005,Landkreis Alzey-Worms,55311.0,2.3000000000000003,17809.0,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,56033.0,-1.4000000000000001,19630.0,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,66363.0,4.0,23808.0,Rheinland-Pfalz,RP
7331,201607331,2016,Landkreis Alzey-Worms,67150.0,-0.4,23855.0,Rheinland-Pfalz,RP
7332,200007332,2000,Landkreis Bad Dürkheim,49031.0,,16054.0,Rheinland-Pfalz,RP
7332,200507332,2005,Landkreis Bad Dürkheim,50625.0,2.1,17039.0,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,53943.0,-0.9,18873.0,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,57665.0,1.4000000000000001,20332.0,Rheinland-Pfalz,RP
7332,201607332,2016,Landkreis Bad Dürkheim,59829.0,1.3,21810.0,Rheinland-Pfalz,RP
7333,200007333,2000,Donnersbergkreis,47793.0,,16530.0,Rheinland-Pfalz,RP
7333,200507333,2005,Donnersbergkreis,54006.0,3.9000000000000004,18461.0,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,48843.0,-13.0,18001.0,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,61374.0,6.800000000000001,24993.0,Rheinland-Pfalz,RP
7333,201607333,2016,Donnersbergkreis,69921.0,1.3,28558.0,Rheinland-Pfalz,RP
7334,200007334,2000,Landkreis Germersheim,47236.0,,19333.0,Rheinland-Pfalz,RP
7334,200507334,2005,Landkreis Germersheim,53961.0,-2.0,23202.0,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,50212.0,-18.1,22994.0,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,69786.0,0.0,32711.0,Rheinland-Pfalz,RP
7334,201607334,2016,Landkreis Germersheim,81883.0,-1.2000000000000002,37912.0,Rheinland-Pfalz,RP
7335,200007335,2000,Landkreis Kaiserslautern (Land),46143.0,,12982.0,Rheinland-Pfalz,RP
7335,200507335,2005,Landkreis Kaiserslautern (Land),49087.0,-0.1,14288.0,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),51043.0,-6.2,15812.0,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),57844.0,3.6,19198.0,Rheinland-Pfalz,RP
7335,201607335,2016,Landkreis Kaiserslautern (Land),63498.0,1.5,21476.0,Rheinland-Pfalz,RP
7336,200007336,2000,Landkreis Kusel,44284.0,,12793.0,Rheinland-Pfalz,RP
7336,200507336,2005,Landkreis Kusel,45557.0,-2.2,12926.0,Rheinland-Pfalz,RP
7336,200907336,2009,Landkreis Kusel,48187.0,-1.4000000000000001,14615.0,Rheinland-Pfalz,RP
7336,201307336,2013,Landkreis Kusel,54804.0,2.0,15904.0,Rheinland-Pfalz,RP
7336,201607336,2016,Landkreis Kusel,59411.0,3.0,16775.0,Rheinland-Pfalz,RP
7337,200007337,2000,Landkreis Südliche Weinstrasse,46508.0,,16450.0,Rheinland-Pfalz,RP
7337,200507337,2005,Landkreis Südliche Weinstrasse,48162.0,-2.0,17237.0,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,51998.0,-0.4,19639.0,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,58432.0,7.9,23529.0,Rheinland-Pfalz,RP
7337,201607337,2016,Landkreis Südliche Weinstrasse,60941.0,2.9000000000000004,24907.0,Rheinland-Pfalz,RP
7338,200007338,2000,Rhein-Pfalz-Kreis,49044.0,,12279.0,Rheinland-Pfalz,RP
7338,200507338,2005,Rhein-Pfalz-Kreis,49117.0,-3.7,12880.0,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,51765.0,-1.3,14881.0,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,56161.0,4.6000000000000005,16394.0,Rheinland-Pfalz,RP
7338,201607338,2016,Rhein-Pfalz-Kreis,59672.0,2.3000000000000003,17512.0,Rheinland-Pfalz,RP
7339,200007339,2000,Landkreis Mainz-Bingen,61994.0,,20433.0,Rheinland-Pfalz,RP
7339,200507339,2005,Landkreis Mainz-Bingen,70286.0,10.700000000000001,23479.0,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,76401.0,2.3000000000000003,26878.0,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,82487.0,-0.4,30779.0,Rheinland-Pfalz,RP
7339,201607339,2016,Landkreis Mainz-Bingen,90396.0,2.8000000000000003,34319.0,Rheinland-Pfalz,RP
7340,200007340,2000,Landkreis Südwestpfalz,44057.0,,11209.0,Rheinland-Pfalz,RP
7340,200507340,2005,Landkreis Südwestpfalz,49632.0,2.5,11842.0,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,51591.0,-4.2,12712.0,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,58523.0,1.2000000000000002,14693.0,Rheinland-Pfalz,RP
7340,201607340,2016,Landkreis Südwestpfalz,63189.0,1.9000000000000001,15921.0,Rheinland-Pfalz,RP
8111,200008111,2000,Stuttgart,72657.0,,59965.0,Baden-Württemberg,BW
8111,200508111,2005,Stuttgart,81401.0,-2.1,66813.0,Baden-Württemberg,BW
8111,200908111,2009,Stuttgart,79124.0,-6.7,65052.0,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,92704.0,1.3,76629.0,Baden-Württemberg,BW
8111,201608111,2016,Stuttgart,99311.0,0.6000000000000001,82397.0,Baden-Württemberg,BW
8115,200008115,2000,Landkreis Böblingen,67745.0,,38259.0,Baden-Württemberg,BW
8115,200508115,2005,Landkreis Böblingen,60830.0,-10.5,35087.0,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,69319.0,-13.9,40380.0,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,93293.0,5.300000000000001,55720.0,Baden-Württemberg,BW
8115,201608115,2016,Landkreis Böblingen,108397.0,1.2000000000000002,65644.0,Baden-Württemberg,BW
8116,200008116,2000,Landkreis Esslingen,58902.0,,29224.0,Baden-Württemberg,BW
8116,200508116,2005,Landkreis Esslingen,61362.0,0.30000000000000004,30159.0,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,61609.0,-11.700000000000001,30889.0,Baden-Württemberg,BW
8116,201308116,2013,Landkreis Esslingen,70583.0,-0.2,36421.0,Baden-Württemberg,BW
8116,201608116,2016,Landkreis Esslingen,75098.0,0.9,39485.0,Baden-Württemberg,BW
8117,200008117,2000,Landkreis Göppingen,52707.0,,24094.0,Baden-Württemberg,BW
8117,200508117,2005,Landkreis Göppingen,54933.0,-1.2000000000000002,24284.0,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,55535.0,-9.700000000000001,25213.0,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,63356.0,5.6000000000000005,30419.0,Baden-Württemberg,BW
8117,201608117,2016,Landkreis Göppingen,69836.0,0.5,33747.0,Baden-Württemberg,BW
8118,200008118,2000,Landkreis Ludwigsburg,62126.0,,29350.0,Baden-Württemberg,BW
8118,200508118,2005,Landkreis Ludwigsburg,67955.0,2.5,31551.0,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,69369.0,-7.800000000000001,33080.0,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,82244.0,3.7,39672.0,Baden-Württemberg,BW
8118,201608118,2016,Landkreis Ludwigsburg,91088.0,3.9000000000000004,44493.0,Baden-Württemberg,BW
8119,200008119,2000,Rems-Murr-Kreis,56539.0,,25799.0,Baden-Württemberg,BW
8119,200508119,2005,Rems-Murr-Kreis,57629.0,0.6000000000000001,25976.0,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,58225.0,-7.5,26746.0,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,65467.0,2.9000000000000004,30880.0,Baden-Württemberg,BW
8119,201608119,2016,Rems-Murr-Kreis,70357.0,3.3000000000000003,33510.0,Baden-Württemberg,BW
8121,200008121,2000,Heilbronn,56735.0,,45970.0,Baden-Württemberg,BW
8121,200508121,2005,Heilbronn,52069.0,2.3000000000000003,42262.0,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,52302.0,-2.7,44543.0,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,56155.0,3.2,49602.0,Baden-Württemberg,BW
8121,201608121,2016,Heilbronn,66396.0,-0.5,52004.0,Baden-Württemberg,BW
8125,200008125,2000,Landkreis Heilbronn (Land),61765.0,,27075.0,Baden-Württemberg,BW
8125,200508125,2005,Landkreis Heilbronn (Land),69368.0,4.5,30670.0,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),74167.0,-6.1000000000000005,35113.0,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),93129.0,4.7,46136.0,Baden-Württemberg,BW
8125,201608125,2016,Landkreis Heilbronn (Land),92941.0,-0.7000000000000001,47632.0,Baden-Württemberg,BW
8126,200008126,2000,Hohenlohekreis,53047.0,,29305.0,Baden-Württemberg,BW
8126,200508126,2005,Hohenlohekreis,58536.0,3.0,31669.0,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,60377.0,-4.800000000000001,35046.0,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,66949.0,1.4000000000000001,42458.0,Baden-Württemberg,BW
8126,201608126,2016,Hohenlohekreis,74225.0,4.9,47451.0,Baden-Württemberg,BW
8127,200008127,2000,Landkreis Schwäbisch Hall,48986.0,,24984.0,Baden-Württemberg,BW
8127,200508127,2005,Landkreis Schwäbisch Hall,55535.0,6.2,27545.0,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,58042.0,-2.7,31365.0,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,63543.0,3.2,36177.0,Baden-Württemberg,BW
8127,201608127,2016,Landkreis Schwäbisch Hall,70555.0,3.5,40147.0,Baden-Württemberg,BW
8128,200008128,2000,Main-Tauber-Kreis,51324.0,,25829.0,Baden-Württemberg,BW
8128,200508128,2005,Main-Tauber-Kreis,54546.0,4.0,27781.0,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,55322.0,-5.300000000000001,29508.0,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,59899.0,-0.1,33688.0,Baden-Württemberg,BW
8128,201608128,2016,Main-Tauber-Kreis,63899.0,1.5,35745.0,Baden-Württemberg,BW
8135,200008135,2000,Landkreis Heidenheim,55927.0,,27175.0,Baden-Württemberg,BW
8135,200508135,2005,Landkreis Heidenheim,57878.0,0.1,27514.0,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,62427.0,1.5,31192.0,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,60920.0,-6.0,30621.0,Baden-Württemberg,BW
8135,201608135,2016,Landkreis Heidenheim,68950.0,4.1000000000000005,34232.0,Baden-Württemberg,BW
8136,200008136,2000,Ostalbkreis,51150.0,,24416.0,Baden-Württemberg,BW
8136,200508136,2005,Ostalbkreis,59075.0,4.5,27911.0,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,56986.0,-10.600000000000001,28420.0,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,70633.0,2.3000000000000003,37641.0,Baden-Württemberg,BW
8136,201608136,2016,Ostalbkreis,74882.0,1.3,40294.0,Baden-Württemberg,BW
8211,200008211,2000,Baden-Baden,51347.0,,36127.0,Baden-Württemberg,BW
8211,200508211,2005,Baden-Baden,56055.0,0.4,40086.0,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,59976.0,-0.4,45750.0,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,65009.0,-2.3000000000000003,49090.0,Baden-Württemberg,BW
8211,201608211,2016,Baden-Baden,68490.0,1.7000000000000002,52234.0,Baden-Württemberg,BW
8212,200008212,2000,Karlsruhe,59928.0,,47009.0,Baden-Württemberg,BW
8212,200508212,2005,Karlsruhe,66071.0,1.1,51277.0,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,70381.0,0.4,54912.0,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,74214.0,1.1,58072.0,Baden-Württemberg,BW
8212,201608212,2016,Karlsruhe,82815.0,3.3000000000000003,63147.0,Baden-Württemberg,BW
8215,200008215,2000,Landkreis Karlsruhe (Land),57848.0,,24568.0,Baden-Württemberg,BW
8215,200508215,2005,Landkreis Karlsruhe (Land),60389.0,3.9000000000000004,25855.0,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),64995.0,-7.1000000000000005,29911.0,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),70965.0,-0.4,32578.0,Baden-Württemberg,BW
8215,201608215,2016,Landkreis Karlsruhe (Land),75533.0,2.4000000000000004,35628.0,Baden-Württemberg,BW
8216,200008216,2000,Landkreis Rastatt,55776.0,,26727.0,Baden-Württemberg,BW
8216,200508216,2005,Landkreis Rastatt,64707.0,2.2,31590.0,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,60630.0,-14.5,29472.0,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,72779.0,0.4,36891.0,Baden-Württemberg,BW
8216,201608216,2016,Landkreis Rastatt,81634.0,2.5,41326.0,Baden-Württemberg,BW
8221,200008221,2000,Heidelberg,54048.0,,41920.0,Baden-Württemberg,BW
8221,200508221,2005,Heidelberg,55144.0,0.8,41366.0,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,62241.0,1.5,47497.0,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,66545.0,0.8,51301.0,Baden-Württemberg,BW
8221,201608221,2016,Heidelberg,69946.0,3.1,53079.0,Baden-Württemberg,BW
8222,200008222,2000,Mannheim,61122.0,,45484.0,Baden-Württemberg,BW
8222,200508222,2005,Mannheim,70676.0,0.8,52454.0,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,71700.0,-3.9000000000000004,55616.0,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,75547.0,4.3,60182.0,Baden-Württemberg,BW
8222,201608222,2016,Mannheim,81020.0,3.8000000000000003,64483.0,Baden-Württemberg,BW
8225,200008225,2000,Neckar-Odenwald-Kreis,45457.0,,21068.0,Baden-Württemberg,BW
8225,200508225,2005,Neckar-Odenwald-Kreis,48810.0,0.9,21996.0,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,52150.0,-6.7,23773.0,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,62265.0,4.1000000000000005,29245.0,Baden-Württemberg,BW
8225,201608225,2016,Neckar-Odenwald-Kreis,64925.0,0.8,30087.0,Baden-Württemberg,BW
8226,200008226,2000,Rhein-Neckar-Kreis,58076.0,,22854.0,Baden-Württemberg,BW
8226,200508226,2005,Rhein-Neckar-Kreis,64378.0,4.3,25266.0,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,67734.0,-2.2,28247.0,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,72088.0,3.3000000000000003,30451.0,Baden-Württemberg,BW
8226,201608226,2016,Rhein-Neckar-Kreis,77079.0,4.0,32963.0,Baden-Württemberg,BW
8231,200008231,2000,Pforzheim,47651.0,,30735.0,Baden-Württemberg,BW
8231,200508231,2005,Pforzheim,52795.0,2.9000000000000004,32305.0,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,55226.0,-4.1000000000000005,34320.0,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,66374.0,5.7,43324.0,Baden-Württemberg,BW
8231,201608231,2016,Pforzheim,64584.0,-0.6000000000000001,40227.0,Baden-Württemberg,BW
8235,200008235,2000,Landkreis Calw,48226.0,,19505.0,Baden-Württemberg,BW
8235,200508235,2005,Landkreis Calw,54149.0,3.4000000000000004,21073.0,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,54050.0,-6.5,21975.0,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,61542.0,-0.9,26093.0,Baden-Württemberg,BW
8235,201608235,2016,Landkreis Calw,65531.0,3.2,27661.0,Baden-Württemberg,BW
8236,200008236,2000,Enzkreis,52563.0,,20504.0,Baden-Württemberg,BW
8236,200508236,2005,Enzkreis,59611.0,4.5,22997.0,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,54655.0,-11.100000000000001,21442.0,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,63270.0,0.7000000000000001,25981.0,Baden-Württemberg,BW
8236,201608236,2016,Enzkreis,69380.0,1.9000000000000001,29130.0,Baden-Württemberg,BW
8237,200008237,2000,Landkreis Freudenstadt,50341.0,,25470.0,Baden-Württemberg,BW
8237,200508237,2005,Landkreis Freudenstadt,52395.0,4.3,25788.0,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,52403.0,-14.200000000000001,27215.0,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,61963.0,0.9,33382.0,Baden-Württemberg,BW
8237,201608237,2016,Landkreis Freudenstadt,69404.0,3.1,37371.0,Baden-Württemberg,BW
8311,200008311,2000,Freiburg im Breisgau,51352.0,,36534.0,Baden-Württemberg,BW
8311,200508311,2005,Freiburg im Breisgau,55238.0,2.6,38999.0,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,57401.0,2.1,42537.0,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,61171.0,3.9000000000000004,45961.0,Baden-Württemberg,BW
8311,201608311,2016,Freiburg im Breisgau,65248.0,3.8000000000000003,49621.0,Baden-Württemberg,BW
8315,200008315,2000,Landkreis Breisgau-Hochschwarzwald,46096.0,,19783.0,Baden-Württemberg,BW
8315,200508315,2005,Landkreis Breisgau-Hochschwarzwald,49191.0,0.30000000000000004,20459.0,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,50669.0,-5.0,21920.0,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,58630.0,4.800000000000001,26748.0,Baden-Württemberg,BW
8315,201608315,2016,Landkreis Breisgau-Hochschwarzwald,63337.0,3.8000000000000003,29010.0,Baden-Württemberg,BW
8316,200008316,2000,Landkreis Emmendingen,48850.0,,20723.0,Baden-Württemberg,BW
8316,200508316,2005,Landkreis Emmendingen,50711.0,1.4000000000000001,20859.0,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,52386.0,-8.200000000000001,22070.0,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,60271.0,4.2,26700.0,Baden-Württemberg,BW
8316,201608316,2016,Landkreis Emmendingen,66365.0,1.2000000000000002,30005.0,Baden-Württemberg,BW
8317,200008317,2000,Ortenaukreis,51798.0,,27954.0,Baden-Württemberg,BW
8317,200508317,2005,Ortenaukreis,57589.0,1.5,30391.0,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,57930.0,-7.300000000000001,31833.0,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,62397.0,2.8000000000000003,35547.0,Baden-Württemberg,BW
8317,201608317,2016,Ortenaukreis,68451.0,4.7,39322.0,Baden-Württemberg,BW
8325,200008325,2000,Landkreis Rottweil,53309.0,,28105.0,Baden-Württemberg,BW
8325,200508325,2005,Landkreis Rottweil,59989.0,1.6,29530.0,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,58906.0,-10.3,29979.0,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,68671.0,2.4000000000000004,37542.0,Baden-Württemberg,BW
8325,201608325,2016,Landkreis Rottweil,76205.0,1.3,41883.0,Baden-Württemberg,BW
8326,200008326,2000,Schwarzwald-Baar-Kreis,48426.0,,25630.0,Baden-Württemberg,BW
8326,200508326,2005,Schwarzwald-Baar-Kreis,49262.0,0.0,26345.0,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,50701.0,-10.600000000000001,27777.0,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,60171.0,2.1,33592.0,Baden-Württemberg,BW
8326,201608326,2016,Schwarzwald-Baar-Kreis,64804.0,0.5,37199.0,Baden-Württemberg,BW
8327,200008327,2000,Landkreis Tuttlingen,52187.0,,27471.0,Baden-Württemberg,BW
8327,200508327,2005,Landkreis Tuttlingen,54509.0,2.8000000000000003,29798.0,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,54948.0,-12.3,31758.0,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,68033.0,0.5,41302.0,Baden-Württemberg,BW
8327,201608327,2016,Landkreis Tuttlingen,74375.0,3.9000000000000004,46199.0,Baden-Württemberg,BW
8335,200008335,2000,Landkreis Konstanz,48194.0,,23628.0,Baden-Württemberg,BW
8335,200508335,2005,Landkreis Konstanz,51809.0,4.5,25258.0,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,56505.0,-3.9000000000000004,28193.0,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,63260.0,6.5,32207.0,Baden-Württemberg,BW
8335,201608335,2016,Landkreis Konstanz,63639.0,3.5,33341.0,Baden-Württemberg,BW
8336,200008336,2000,Landkreis Lörrach,56100.0,,25577.0,Baden-Württemberg,BW
8336,200508336,2005,Landkreis Lörrach,57473.0,-0.9,25983.0,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,58777.0,-7.1000000000000005,26938.0,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,67097.0,2.1,31617.0,Baden-Württemberg,BW
8336,201608336,2016,Landkreis Lörrach,68144.0,-1.9000000000000001,32047.0,Baden-Württemberg,BW
8337,200008337,2000,Landkreis Waldshut,46809.0,,20784.0,Baden-Württemberg,BW
8337,200508337,2005,Landkreis Waldshut,50814.0,1.2000000000000002,22280.0,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,51737.0,-7.1000000000000005,23150.0,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,58824.0,4.0,27368.0,Baden-Württemberg,BW
8337,201608337,2016,Landkreis Waldshut,64723.0,2.4000000000000004,30035.0,Baden-Württemberg,BW
8415,200008415,2000,Landkreis Reutlingen,54391.0,,27638.0,Baden-Württemberg,BW
8415,200508415,2005,Landkreis Reutlingen,57836.0,-3.9000000000000004,28700.0,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,57850.0,-10.0,29849.0,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,67990.0,5.800000000000001,36152.0,Baden-Württemberg,BW
8415,201608415,2016,Landkreis Reutlingen,71522.0,3.0,39394.0,Baden-Württemberg,BW
8416,200008416,2000,Landkreis Tübingen,46836.0,,21533.0,Baden-Württemberg,BW
8416,200508416,2005,Landkreis Tübingen,50116.0,4.7,23180.0,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,53407.0,-4.1000000000000005,25299.0,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,60311.0,4.0,30073.0,Baden-Württemberg,BW
8416,201608416,2016,Landkreis Tübingen,65368.0,7.2,33485.0,Baden-Württemberg,BW
8417,200008417,2000,Zollernalbkreis,49427.0,,24005.0,Baden-Württemberg,BW
8417,200508417,2005,Zollernalbkreis,54589.0,3.6,25087.0,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,54179.0,-8.8,25769.0,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,63706.0,3.4000000000000004,31473.0,Baden-Württemberg,BW
8417,201608417,2016,Zollernalbkreis,67694.0,3.0,33429.0,Baden-Württemberg,BW
8421,200008421,2000,Ulm,55731.0,,51896.0,Baden-Württemberg,BW
8421,200508421,2005,Ulm,60260.0,5.1000000000000005,57597.0,Baden-Württemberg,BW
8421,200908421,2009,Ulm,62277.0,-1.5,62876.0,Baden-Württemberg,BW
8421,201308421,2013,Ulm,69025.0,2.8000000000000003,69841.0,Baden-Württemberg,BW
8421,201608421,2016,Ulm,75568.0,2.8000000000000003,75044.0,Baden-Württemberg,BW
8425,200008425,2000,Alb-Donau-Kreis,50897.0,,20015.0,Baden-Württemberg,BW
8425,200508425,2005,Alb-Donau-Kreis,55727.0,2.9000000000000004,20796.0,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,59747.0,-9.200000000000001,23671.0,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,68729.0,6.0,27705.0,Baden-Württemberg,BW
8425,201608425,2016,Alb-Donau-Kreis,74507.0,6.300000000000001,30197.0,Baden-Württemberg,BW
8426,200008426,2000,Landkreis Biberach,53892.0,,26968.0,Baden-Württemberg,BW
8426,200508426,2005,Landkreis Biberach,65357.0,6.6000000000000005,32681.0,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,67079.0,-6.300000000000001,36227.0,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,77786.0,-2.2,43871.0,Baden-Württemberg,BW
8426,201608426,2016,Landkreis Biberach,88076.0,4.5,49875.0,Baden-Württemberg,BW
8435,200008435,2000,Bodenseekreis,59172.0,,29819.0,Baden-Württemberg,BW
8435,200508435,2005,Bodenseekreis,65216.0,3.4000000000000004,33283.0,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,60043.0,-14.700000000000001,32965.0,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,75521.0,3.6,43892.0,Baden-Württemberg,BW
8435,201608435,2016,Bodenseekreis,85172.0,10.3,49377.0,Baden-Württemberg,BW
8436,200008436,2000,Landkreis Ravensburg,50950.0,,27242.0,Baden-Württemberg,BW
8436,200508436,2005,Landkreis Ravensburg,56783.0,-1.3,30116.0,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,57571.0,-5.800000000000001,31483.0,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,65226.0,3.6,37099.0,Baden-Württemberg,BW
8436,201608436,2016,Landkreis Ravensburg,70192.0,3.0,40579.0,Baden-Württemberg,BW
8437,200008437,2000,Landkreis Sigmaringen,45039.0,,23461.0,Baden-Württemberg,BW
8437,200508437,2005,Landkreis Sigmaringen,50142.0,3.9000000000000004,24814.0,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,51050.0,-7.800000000000001,26842.0,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,60876.0,1.9000000000000001,31752.0,Baden-Württemberg,BW
8437,201608437,2016,Landkreis Sigmaringen,67292.0,2.3000000000000003,35205.0,Baden-Württemberg,BW
9161,200009161,2000,Ingolstadt,63929.0,,51848.0,Bayern,BY
9161,200509161,2005,Ingolstadt,82166.0,7.4,65214.0,Bayern,BY
