,YearSchluessel,Year,Stadt-/Landkreis,Arbeitsplatzdichte,"Anteil Erwerbst. Land- u. Forstwirtsch., Fischerei in %",Anteil Erwerbstätige Produzierendes Gewerbe in %,Anteil Erwerbstätige Verarbeitendes Gewerbe in %,Anteil Erwerbstätige Baugewerbe in %,Anteil Erwerbstätige Dienstleistungsbereiche in %,"Ant ET Handel, Verkehr, Gastgew., Inform., Kommun. In %","Ant ET Finanz-, Vers., Unt-dl., Grundst-, Wohngsw. In %","Ant ET Öffentl. u. sonst. DL, Erzieh., Gesundh. In %",LAND_NAME,LAND_ABK
9173,200509173,2005,Landkreis Bad Tölz-Wolfratshausen,668.0,4.2,28.200000000000003,20.1,7.4,67.4,28.200000000000003,11.600000000000001,27.700000000000003,Bayern,BY
9173,200209173,2002,Landkreis Bad Tölz-Wolfratshausen,694.4000000000001,4.0,30.200000000000003,20.8,8.4,65.60000000000001,26.900000000000002,11.3,27.400000000000002,Bayern,BY
9174,201609174,2016,Landkreis Dachau,594.4,2.5,24.700000000000003,15.4,8.3,72.8,29.0,14.9,29.0,Bayern,BY
9174,201309174,2013,Landkreis Dachau,567.3000000000001,2.7,24.0,15.5,7.6000000000000005,73.10000000000001,29.8,14.4,28.900000000000002,Bayern,BY
9174,200909174,2009,Landkreis Dachau,548.1,3.2,25.200000000000003,16.400000000000002,7.9,71.60000000000001,28.400000000000002,14.600000000000001,28.6,Bayern,BY
9174,200509174,2005,Landkreis Dachau,524.5,3.4000000000000004,26.3,16.400000000000002,8.0,70.4,27.700000000000003,13.9,28.8,Bayern,BY
9174,200209174,2002,Landkreis Dachau,530.4,3.8000000000000003,26.900000000000002,16.900000000000002,8.3,69.4,28.1,13.100000000000001,28.1,Bayern,BY
9175,201609175,2016,Landkreis Ebersberg,626.8000000000001,3.0,20.400000000000002,13.9,6.1000000000000005,76.5,35.7,13.9,26.8,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,603.7,3.4000000000000004,20.5,13.9,6.1000000000000005,76.3,35.300000000000004,13.9,27.1,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,599.8000000000001,4.0,21.400000000000002,15.200000000000001,5.800000000000001,74.7,34.9,13.600000000000001,26.1,Bayern,BY
9175,200509175,2005,Landkreis Ebersberg,575.1,4.0,23.400000000000002,16.5,6.300000000000001,72.60000000000001,34.4,12.9,25.3,Bayern,BY
9175,200209175,2002,Landkreis Ebersberg,559.7,4.1000000000000005,26.1,18.1,7.300000000000001,69.60000000000001,32.1,12.100000000000001,25.400000000000002,Bayern,BY
9176,201609176,2016,Landkreis Eichstätt,632.8000000000001,2.9000000000000004,31.6,22.900000000000002,7.300000000000001,65.5,21.1,18.400000000000002,26.1,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,618.6,3.0,32.6,23.5,7.800000000000001,64.3,20.700000000000003,15.9,27.700000000000003,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,568.5,4.0,33.1,23.6,8.4,63.2,22.700000000000003,12.200000000000001,28.200000000000003,Bayern,BY
9176,200509176,2005,Landkreis Eichstätt,523.7,4.4,33.300000000000004,22.0,9.8,62.300000000000004,23.0,10.5,28.8,Bayern,BY
9176,200209176,2002,Landkreis Eichstätt,514.7,5.0,34.300000000000004,22.1,10.700000000000001,61.0,23.8,9.5,27.6,Bayern,BY
9177,201609177,2016,Landkreis Erding,669.7,4.2,19.6,10.5,7.4,76.0,34.4,14.0,27.700000000000003,Bayern,BY
9177,201309177,2013,Landkreis Erding,644.8000000000001,4.9,20.3,10.700000000000001,7.800000000000001,74.9,33.800000000000004,13.3,27.700000000000003,Bayern,BY
9177,200909177,2009,Landkreis Erding,582.5,6.4,20.400000000000002,11.0,7.800000000000001,73.2,30.0,11.200000000000001,32.0,Bayern,BY
9177,200509177,2005,Landkreis Erding,546.3000000000001,6.800000000000001,21.8,11.5,8.6,71.60000000000001,28.400000000000002,10.4,32.800000000000004,Bayern,BY
9177,200209177,2002,Landkreis Erding,551.2,7.4,23.1,11.9,9.4,69.7,28.700000000000003,9.9,31.200000000000003,Bayern,BY
9178,201609178,2016,Landkreis Freising,841.9000000000001,1.8,17.2,11.5,4.6000000000000005,80.9,45.900000000000006,12.600000000000001,22.5,Bayern,BY
9178,201309178,2013,Landkreis Freising,848.2,1.9000000000000001,17.900000000000002,11.600000000000001,5.300000000000001,80.2,45.2,13.4,21.6,Bayern,BY
9178,200909178,2009,Landkreis Freising,856.0,2.2,18.6,13.100000000000001,4.7,79.30000000000001,45.6,13.4,20.3,Bayern,BY
9178,200509178,2005,Landkreis Freising,824.3000000000001,2.4000000000000004,19.5,13.600000000000001,5.0,78.10000000000001,45.800000000000004,12.100000000000001,20.200000000000003,Bayern,BY
9178,200209178,2002,Landkreis Freising,785.3000000000001,2.5,21.400000000000002,14.9,5.7,76.3,42.0,12.3,22.1,Bayern,BY
9179,201609179,2016,Landkreis Fürstenfeldbruck,553.6,1.0,22.3,12.4,9.0,76.60000000000001,31.0,15.100000000000001,30.5,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,548.6,1.2000000000000002,22.400000000000002,12.700000000000001,8.700000000000001,76.4,31.400000000000002,15.100000000000001,29.900000000000002,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,537.3000000000001,1.4000000000000001,22.3,13.0,8.200000000000001,76.10000000000001,30.900000000000002,14.0,31.200000000000003,Bayern,BY
9179,200509179,2005,Landkreis Fürstenfeldbruck,509.20000000000005,1.5,20.3,11.0,8.200000000000001,78.2,31.8,15.0,31.5,Bayern,BY
9179,200209179,2002,Landkreis Fürstenfeldbruck,517.5,1.6,20.900000000000002,11.9,7.9,77.4,32.300000000000004,15.9,29.200000000000003,Bayern,BY
9180,201609180,2016,Landkreis Garmisch-Partenkirchen,807.2,1.8,13.700000000000001,7.0,5.800000000000001,84.7,32.4,10.600000000000001,41.800000000000004,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,789.1,1.9000000000000001,14.200000000000001,6.9,6.4,83.9,33.300000000000004,11.3,39.2,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,768.6,2.2,14.100000000000001,7.2,6.2,83.9,33.1,10.8,40.0,Bayern,BY
9180,200509180,2005,Landkreis Garmisch-Partenkirchen,732.5,2.2,15.0,8.4,6.1000000000000005,82.80000000000001,33.4,10.100000000000001,39.300000000000004,Bayern,BY
9180,200209180,2002,Landkreis Garmisch-Partenkirchen,752.4000000000001,2.1,17.0,9.1,7.2,80.7,32.6,10.700000000000001,37.300000000000004,Bayern,BY
9181,201609181,2016,Landkreis Landsberg am Lech,693.2,2.9000000000000004,27.0,19.400000000000002,7.0,70.10000000000001,26.200000000000003,11.9,31.900000000000002,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,676.7,3.3000000000000003,26.400000000000002,18.6,7.0,70.5,25.200000000000003,12.200000000000001,33.0,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,678.8000000000001,3.7,23.900000000000002,16.900000000000002,6.5,72.2,23.1,10.600000000000001,38.400000000000006,Bayern,BY
9181,200509181,2005,Landkreis Landsberg am Lech,631.5,3.8000000000000003,24.5,16.6,7.2,71.7,21.3,11.3,39.1,Bayern,BY
9181,200209181,2002,Landkreis Landsberg am Lech,643.2,4.2,26.1,17.0,8.3,69.60000000000001,21.700000000000003,11.0,36.9,Bayern,BY
9182,201609182,2016,Landkreis Miesbach,790.0,4.0,24.0,15.8,7.4,71.9,32.300000000000004,12.4,27.3,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,767.2,4.4,23.3,14.8,7.6000000000000005,72.0,32.2,12.5,27.3,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,743.5,5.5,22.200000000000003,14.3,7.300000000000001,72.3,31.6,12.100000000000001,28.6,Bayern,BY
9182,200509182,2005,Landkreis Miesbach,678.5,5.2,20.900000000000002,12.600000000000001,7.4,73.9,32.5,11.600000000000001,29.700000000000003,Bayern,BY
9182,200209182,2002,Landkreis Miesbach,682.5,5.7,22.900000000000002,13.200000000000001,8.700000000000001,71.5,32.300000000000004,11.600000000000001,27.6,Bayern,BY
9183,201609183,2016,Landkreis Mühldorf am Inn,734.0,4.2,34.6,24.8,8.700000000000001,61.2,23.0,10.0,28.3,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,727.2,4.7,35.0,25.8,8.3,60.400000000000006,22.700000000000003,9.8,27.8,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,698.0,6.0,35.4,26.400000000000002,8.200000000000001,58.400000000000006,22.700000000000003,8.9,26.8,Bayern,BY
9183,200509183,2005,Landkreis Mühldorf am Inn,654.4000000000001,6.300000000000001,34.300000000000004,24.8,8.4,59.400000000000006,23.400000000000002,8.4,27.6,Bayern,BY
9183,200209183,2002,Landkreis Mühldorf am Inn,687.9000000000001,6.2,34.9,25.0,9.0,58.7,23.200000000000003,8.4,27.1,Bayern,BY
9184,201609184,2016,Landkreis München (Land),1250.0,0.4,18.400000000000002,13.200000000000001,4.5,81.30000000000001,37.0,25.0,19.3,Bayern,BY
9184,201309184,2013,Landkreis München (Land),1208.1000000000001,0.4,18.6,13.600000000000001,4.3,81.10000000000001,38.800000000000004,23.200000000000003,19.1,Bayern,BY
9184,200909184,2009,Landkreis München (Land),1148.3,0.5,21.1,15.8,4.6000000000000005,78.5,37.4,21.1,20.0,Bayern,BY
9184,200509184,2005,Landkreis München (Land),1048.6000000000001,0.5,20.200000000000003,14.8,4.7,79.30000000000001,39.2,21.6,18.5,Bayern,BY
9184,200209184,2002,Landkreis München (Land),946.9000000000001,0.6000000000000001,23.3,17.1,5.5,76.2,38.5,20.200000000000003,17.400000000000002,Bayern,BY
9185,201609185,2016,Landkreis Neuburg-Schrobenhausen,704.5,3.3000000000000003,35.9,22.0,12.4,60.5,21.1,11.3,28.200000000000003,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,705.1,3.6,35.300000000000004,21.200000000000003,12.5,61.0,21.6,10.5,28.900000000000002,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,695.8000000000001,4.5,34.4,21.3,11.4,60.900000000000006,21.6,9.200000000000001,30.1,Bayern,BY
9185,200509185,2005,Landkreis Neuburg-Schrobenhausen,644.6,5.4,37.0,23.700000000000003,11.600000000000001,57.800000000000004,20.1,9.3,28.5,Bayern,BY
9185,200209185,2002,Landkreis Neuburg-Schrobenhausen,655.9000000000001,5.5,37.6,24.1,11.8,57.1,20.3,9.3,27.6,Bayern,BY
9186,201609186,2016,Landkreis Pfaffenhofen an der Ilm,637.0,3.5,32.1,22.3,8.1,64.4,27.700000000000003,10.5,26.200000000000003,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,632.4000000000001,3.7,32.800000000000004,22.8,8.5,63.300000000000004,27.200000000000003,10.200000000000001,25.900000000000002,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,595.1,4.9,29.1,19.400000000000002,8.1,65.5,26.8,9.600000000000001,29.1,Bayern,BY
9186,200509186,2005,Landkreis Pfaffenhofen an der Ilm,548.4,5.6000000000000005,30.400000000000002,20.3,8.6,64.0,27.1,9.3,27.6,Bayern,BY
9186,200209186,2002,Landkreis Pfaffenhofen an der Ilm,571.8000000000001,5.9,31.400000000000002,20.400000000000002,9.700000000000001,62.900000000000006,26.900000000000002,9.3,26.700000000000003,Bayern,BY
9187,201609187,2016,Landkreis Rosenheim (Land),719.2,3.3000000000000003,28.6,20.0,7.800000000000001,68.10000000000001,26.5,11.600000000000001,29.900000000000002,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),695.4000000000001,3.9000000000000004,28.700000000000003,20.0,7.800000000000001,67.4,26.700000000000003,11.100000000000001,29.6,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),655.9000000000001,5.0,28.5,20.1,7.6000000000000005,66.60000000000001,27.200000000000003,10.200000000000001,29.200000000000003,Bayern,BY
9187,200509187,2005,Landkreis Rosenheim (Land),615.3000000000001,5.300000000000001,28.6,20.0,7.7,66.2,27.200000000000003,9.600000000000001,29.400000000000002,Bayern,BY
9187,200209187,2002,Landkreis Rosenheim (Land),641.8000000000001,5.5,29.8,20.200000000000003,8.700000000000001,64.8,27.0,9.3,28.5,Bayern,BY
9188,201609188,2016,Landkreis Starnberg,817.8000000000001,1.0,22.5,16.3,5.800000000000001,76.5,25.3,19.3,31.8,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,787.7,1.1,22.400000000000002,16.0,5.9,76.60000000000001,25.3,19.3,32.0,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,745.9000000000001,1.5,22.0,15.8,5.7,76.7,26.3,17.7,32.7,Bayern,BY
9188,200509188,2005,Landkreis Starnberg,672.8000000000001,1.6,22.8,16.6,5.800000000000001,75.3,27.200000000000003,16.2,31.900000000000002,Bayern,BY
9188,200209188,2002,Landkreis Starnberg,682.3000000000001,1.5,26.3,19.3,6.5,72.3,27.900000000000002,16.1,28.400000000000002,Bayern,BY
9189,201609189,2016,Landkreis Traunstein,840.7,3.6,35.0,26.3,7.9,61.300000000000004,24.8,9.600000000000001,26.900000000000002,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,825.4000000000001,4.1000000000000005,33.800000000000004,24.8,8.200000000000001,62.1,25.3,10.100000000000001,26.700000000000003,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,778.2,5.2,33.0,24.3,8.0,61.900000000000006,25.0,10.200000000000001,26.700000000000003,Bayern,BY
9189,200509189,2005,Landkreis Traunstein,748.9000000000001,5.300000000000001,32.0,23.700000000000003,7.6000000000000005,62.6,26.200000000000003,10.600000000000001,25.8,Bayern,BY
9189,200209189,2002,Landkreis Traunstein,753.6,5.6000000000000005,32.800000000000004,23.700000000000003,8.4,61.6,26.3,10.100000000000001,25.1,Bayern,BY
9190,201609190,2016,Landkreis Weilheim-Schongau,813.0,3.3000000000000003,36.1,28.1,7.0,60.5,23.3,9.9,27.3,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,795.5,3.7,35.6,27.3,7.1000000000000005,60.5,23.900000000000002,9.8,26.900000000000002,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,737.9000000000001,4.800000000000001,36.300000000000004,28.3,7.0,58.7,21.900000000000002,9.9,26.900000000000002,Bayern,BY
9190,200509190,2005,Landkreis Weilheim-Schongau,707.9000000000001,5.0,34.5,26.8,6.9,60.2,23.1,10.100000000000001,26.900000000000002,Bayern,BY
9190,200209190,2002,Landkreis Weilheim-Schongau,710.0,5.300000000000001,35.1,26.200000000000003,7.9,59.6,23.400000000000002,9.9,26.400000000000002,Bayern,BY
9261,201609261,2016,Landshut,1211.5,0.4,15.200000000000001,11.5,2.5,84.80000000000001,23.900000000000002,18.400000000000002,42.400000000000006,Bayern,BY
9261,201309261,2013,Landshut,1267.7,0.4,13.8,10.100000000000001,2.5,86.0,26.6,19.0,40.400000000000006,Bayern,BY
9261,200909261,2009,Landshut,1277.7,0.4,16.2,12.200000000000001,2.5,83.60000000000001,27.1,15.100000000000001,41.400000000000006,Bayern,BY
9261,200509261,2005,Landshut,1241.2,0.4,19.3,14.700000000000001,2.8000000000000003,80.5,26.8,13.3,40.400000000000006,Bayern,BY
9261,200209261,2002,Landshut,1189.7,0.4,22.400000000000002,17.400000000000002,2.9000000000000004,77.4,23.1,11.5,42.800000000000004,Bayern,BY
9262,201609262,2016,Passau,1504.0,0.2,20.0,13.8,5.4,79.7,27.400000000000002,13.200000000000001,39.0,Bayern,BY
9262,201309262,2013,Passau,1504.8000000000002,0.2,20.700000000000003,14.3,5.6000000000000005,78.9,27.0,13.9,38.0,Bayern,BY
9262,200909262,2009,Passau,1393.4,0.2,21.3,14.700000000000001,5.5,78.7,28.0,13.5,37.300000000000004,Bayern,BY
9262,200509262,2005,Passau,1303.0,0.2,21.400000000000002,14.9,5.300000000000001,78.2,28.700000000000003,12.5,37.0,Bayern,BY
9262,200209262,2002,Passau,1296.3000000000002,0.2,22.6,16.6,4.9,77.2,29.400000000000002,11.700000000000001,36.1,Bayern,BY
9263,201609263,2016,Straubing,1281.4,0.5,20.0,15.600000000000001,3.2,79.30000000000001,28.1,14.100000000000001,37.0,Bayern,BY
9263,201309263,2013,Straubing,1263.6000000000001,0.5,20.200000000000003,15.8,3.1,79.10000000000001,29.200000000000003,14.0,35.9,Bayern,BY
9263,200909263,2009,Straubing,1237.9,0.8,20.200000000000003,16.1,3.0,78.7,31.6,13.100000000000001,34.1,Bayern,BY
9263,200509263,2005,Straubing,1191.1000000000001,0.8,20.900000000000002,16.900000000000002,3.1,78.2,31.900000000000002,12.4,33.9,Bayern,BY
9263,200209263,2002,Straubing,1144.1000000000001,0.9,21.6,17.2,3.2,77.60000000000001,31.200000000000003,11.700000000000001,34.7,Bayern,BY
9271,201609271,2016,Landkreis Deggendorf,878.2,2.9000000000000004,34.1,21.200000000000003,11.5,62.900000000000006,22.400000000000002,12.100000000000001,28.400000000000002,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,855.8000000000001,3.5,32.6,20.1,11.100000000000001,63.800000000000004,22.400000000000002,13.5,27.900000000000002,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,796.6,4.2,34.4,20.5,12.600000000000001,61.400000000000006,23.400000000000002,10.200000000000001,27.8,Bayern,BY
9271,200509271,2005,Landkreis Deggendorf,736.8000000000001,4.5,34.1,22.5,10.4,61.6,22.8,9.9,28.900000000000002,Bayern,BY
9271,200209271,2002,Landkreis Deggendorf,758.3000000000001,4.4,34.7,23.5,9.700000000000001,61.1,22.8,9.200000000000001,29.1,Bayern,BY
9272,201609272,2016,Landkreis Freyung-Grafenau,713.0,3.5,34.300000000000004,22.5,11.3,62.2,24.1,7.0,31.1,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,679.0,4.2,33.2,21.400000000000002,11.0,63.1,24.5,7.300000000000001,31.3,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,646.6,5.2,32.7,21.900000000000002,10.200000000000001,62.400000000000006,24.200000000000003,6.4,31.8,Bayern,BY
9272,200509272,2005,Landkreis Freyung-Grafenau,611.1,5.5,32.0,22.0,9.5,62.5,25.3,6.4,30.8,Bayern,BY
9272,200209272,2002,Landkreis Freyung-Grafenau,655.8000000000001,5.300000000000001,32.7,22.3,9.8,61.7,25.400000000000002,6.1000000000000005,30.200000000000003,Bayern,BY
9273,201609273,2016,Landkreis Kehlheim,666.6,4.1000000000000005,36.1,26.1,9.1,59.800000000000004,21.900000000000002,10.700000000000001,27.200000000000003,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,681.6,4.2,36.2,26.200000000000003,9.1,59.6,23.0,10.8,25.8,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,659.0,5.2,35.7,25.8,8.9,59.1,22.6,11.3,25.200000000000003,Bayern,BY
9273,200509273,2005,Landkreis Kehlheim,651.2,5.300000000000001,34.2,25.0,8.4,60.5,23.200000000000003,11.100000000000001,26.200000000000003,Bayern,BY
9273,200209273,2002,Landkreis Kehlheim,695.7,5.4,33.0,24.200000000000003,8.1,61.400000000000006,22.6,10.9,27.8,Bayern,BY
9274,201609274,2016,Landkreis Landshut (Land),605.0,5.4,37.1,24.6,10.700000000000001,57.7,23.400000000000002,15.600000000000001,18.6,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),604.1,5.9,37.6,23.900000000000002,11.700000000000001,56.6,22.6,14.5,19.5,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),588.8000000000001,7.2,36.300000000000004,24.5,9.5,56.900000000000006,22.700000000000003,12.9,21.3,Bayern,BY
9274,200509274,2005,Landkreis Landshut (Land),540.7,7.800000000000001,35.9,23.0,10.600000000000001,56.5,22.3,14.3,19.900000000000002,Bayern,BY
9274,200209274,2002,Landkreis Landshut (Land),564.6,7.9,36.1,22.3,11.700000000000001,56.0,23.3,13.8,18.900000000000002,Bayern,BY
9275,201609275,2016,Landkreis Passau (Land),706.3000000000001,4.0,36.4,26.0,9.0,59.6,26.1,8.200000000000001,25.3,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),688.0,4.5,36.1,26.1,8.6,59.400000000000006,25.700000000000003,8.1,25.5,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),640.4000000000001,5.7,34.800000000000004,25.200000000000003,8.3,59.6,26.400000000000002,8.3,25.0,Bayern,BY
9275,200509275,2005,Landkreis Passau (Land),607.5,6.2,34.300000000000004,25.1,7.9,59.6,25.8,8.3,25.5,Bayern,BY
9275,200209275,2002,Landkreis Passau (Land),628.5,6.4,34.1,24.0,8.5,59.6,25.8,8.4,25.400000000000002,Bayern,BY
9276,201609276,2016,Landkreis Regen,778.9000000000001,3.3000000000000003,36.0,25.900000000000002,9.3,61.0,22.400000000000002,10.8,27.700000000000003,Bayern,BY
9276,201309276,2013,Landkreis Regen,739.3000000000001,3.7,35.1,25.0,9.0,61.400000000000006,23.1,10.9,27.400000000000002,Bayern,BY
9276,200909276,2009,Landkreis Regen,674.4000000000001,4.800000000000001,33.1,23.6,8.700000000000001,62.1,23.6,9.600000000000001,28.900000000000002,Bayern,BY
9276,200509276,2005,Landkreis Regen,647.0,5.2,33.0,24.1,7.800000000000001,62.1,24.1,9.200000000000001,28.700000000000003,Bayern,BY
9276,200209276,2002,Landkreis Regen,674.7,5.1000000000000005,33.1,23.700000000000003,8.3,61.800000000000004,25.0,8.9,28.0,Bayern,BY
9277,201609277,2016,Landkreis Rottal-Inn,717.8000000000001,5.9,32.4,21.3,10.100000000000001,61.7,23.400000000000002,11.200000000000001,27.1,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,719.6,6.5,34.2,22.200000000000003,11.3,59.300000000000004,22.900000000000002,10.9,25.400000000000002,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,728.5,7.7,35.800000000000004,22.400000000000002,12.9,56.5,22.6,9.1,24.700000000000003,Bayern,BY
9277,200509277,2005,Landkreis Rottal-Inn,683.1,8.4,34.2,21.1,12.5,57.400000000000006,23.6,9.3,24.5,Bayern,BY
9277,200209277,2002,Landkreis Rottal-Inn,704.8000000000001,8.8,34.2,21.200000000000003,12.200000000000001,56.900000000000006,23.400000000000002,9.3,24.1,Bayern,BY
9278,201609278,2016,Landkreis Straubing-Bogen,596.4,7.300000000000001,36.800000000000004,25.700000000000003,10.600000000000001,55.7,18.900000000000002,8.1,28.700000000000003,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,540.5,8.700000000000001,37.2,25.400000000000002,11.3,53.800000000000004,19.400000000000002,7.9,26.5,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,537.7,10.0,35.9,25.400000000000002,10.0,54.400000000000006,18.2,7.1000000000000005,29.1,Bayern,BY
9278,200509278,2005,Landkreis Straubing-Bogen,509.5,10.600000000000001,33.6,23.6,9.700000000000001,56.1,18.8,7.300000000000001,30.0,Bayern,BY
9278,200209278,2002,Landkreis Straubing-Bogen,516.4,10.8,33.6,23.1,9.9,55.6,20.1,6.9,28.5,Bayern,BY
9279,201609279,2016,Landkreis Dingolfing-Landau,1036.5,4.6000000000000005,51.400000000000006,46.2,4.800000000000001,44.1,18.3,11.200000000000001,14.600000000000001,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,1026.6000000000001,4.6000000000000005,52.0,46.6,5.1000000000000005,43.2,17.1,11.600000000000001,14.5,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,974.4000000000001,5.4,54.7,49.1,5.2,40.1,17.400000000000002,7.800000000000001,14.9,Bayern,BY
9279,200509279,2005,Landkreis Dingolfing-Landau,925.9000000000001,5.300000000000001,58.400000000000006,52.0,5.800000000000001,36.5,14.9,7.300000000000001,14.3,Bayern,BY
9279,200209279,2002,Landkreis Dingolfing-Landau,934.6,5.0,57.400000000000006,51.0,6.1000000000000005,37.4,15.8,7.0,14.600000000000001,Bayern,BY
9361,201609361,2016,Amberg,1303.4,0.30000000000000004,32.7,27.900000000000002,4.2,67.3,17.900000000000002,13.4,36.0,Bayern,BY
9361,201309361,2013,Amberg,1244.2,0.30000000000000004,33.1,28.700000000000003,4.1000000000000005,66.3,18.0,13.9,34.300000000000004,Bayern,BY
9361,200909361,2009,Amberg,1144.6000000000001,0.30000000000000004,32.1,27.5,4.3,67.3,19.0,11.0,37.300000000000004,Bayern,BY
9361,200509361,2005,Amberg,1076.8,0.30000000000000004,30.8,26.3,4.2,68.60000000000001,19.900000000000002,10.600000000000001,38.1,Bayern,BY
9361,200209361,2002,Amberg,1090.4,0.6000000000000001,31.200000000000003,26.200000000000003,4.7,68.10000000000001,21.1,10.4,36.6,Bayern,BY
9362,201609362,2016,Regensburg,1485.5,0.2,24.5,21.5,2.1,75.4,22.5,18.400000000000002,34.4,Bayern,BY
9362,201309362,2013,Regensburg,1483.2,0.2,24.400000000000002,21.400000000000002,2.1,75.4,23.5,17.8,34.0,Bayern,BY
9362,200909362,2009,Regensburg,1476.2,0.2,26.5,22.5,2.7,73.4,23.8,15.5,34.1,Bayern,BY
9362,200509362,2005,Regensburg,1463.5,0.6000000000000001,26.0,22.1,2.6,73.4,24.3,15.3,33.800000000000004,Bayern,BY
9362,200209362,2002,Regensburg,1473.1000000000001,0.8,25.1,21.200000000000003,2.6,74.3,23.8,13.4,37.1,Bayern,BY
9363,201609363,2016,Weiden in der Oberpfalz,1507.8000000000002,0.5,19.6,15.600000000000001,3.3000000000000003,79.7,32.5,15.3,31.8,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,1471.2,0.5,20.5,16.0,3.5,79.30000000000001,35.5,15.3,28.5,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,1451.0,0.5,19.5,15.700000000000001,3.3000000000000003,79.9,33.5,12.700000000000001,33.800000000000004,Bayern,BY
9363,200509363,2005,Weiden in der Oberpfalz,1371.0,0.5,19.900000000000002,15.700000000000001,3.5,79.5,34.0,13.0,32.4,Bayern,BY
9363,200209363,2002,Weiden in der Oberpfalz,1395.1000000000001,0.5,23.6,18.7,4.1000000000000005,75.9,32.300000000000004,13.3,30.3,Bayern,BY
9371,201609371,2016,Landkreis Amberg-Sulzbach,576.3000000000001,3.5,35.800000000000004,24.400000000000002,9.1,60.7,22.700000000000003,9.3,28.700000000000003,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,560.4,3.9000000000000004,37.7,25.6,9.3,58.1,22.0,8.8,27.400000000000002,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,541.5,4.800000000000001,37.6,25.900000000000002,9.0,57.900000000000006,20.900000000000002,7.9,29.1,Bayern,BY
9371,200509371,2005,Landkreis Amberg-Sulzbach,510.70000000000005,5.300000000000001,37.4,25.5,8.9,57.6,20.5,7.800000000000001,29.400000000000002,Bayern,BY
9371,200209371,2002,Landkreis Amberg-Sulzbach,556.7,5.300000000000001,36.4,25.1,8.8,58.300000000000004,20.400000000000002,8.3,29.6,Bayern,BY
9372,201609372,2016,Landkreis Cham,854.0,4.0,40.7,29.5,10.5,55.400000000000006,22.0,8.9,24.5,Bayern,BY
9372,201309372,2013,Landkreis Cham,826.5,4.6000000000000005,40.0,28.8,10.600000000000001,55.400000000000006,22.3,8.700000000000001,24.400000000000002,Bayern,BY
9372,200909372,2009,Landkreis Cham,789.0,5.800000000000001,39.0,28.3,10.200000000000001,55.0,22.1,8.0,24.900000000000002,Bayern,BY
9372,200509372,2005,Landkreis Cham,714.2,6.300000000000001,37.6,26.5,10.600000000000001,55.900000000000006,22.1,7.5,26.3,Bayern,BY
