,YearSchluessel,Year,Stadt-/Landkreis,Beschäftigtenquote Männer in %,Beschäftigtenquote Frauen in %,Index Beschäftigtenquote,LAND_NAME,LAND_ABK
9476,201709476,2017,Landkreis Kronach,67.10000000000001,61.900000000000006,92.30000000000001,Bayern,BY
9476,201309476,2013,Landkreis Kronach,64.10000000000001,56.400000000000006,87.9,Bayern,BY
9476,200909476,2009,Landkreis Kronach,60.2,53.1,88.30000000000001,Bayern,BY
9477,201709477,2017,Landkreis Kulmbach,66.3,63.300000000000004,95.4,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,62.900000000000006,57.7,91.7,Bayern,BY
9477,200909477,2009,Landkreis Kulmbach,59.300000000000004,52.300000000000004,88.30000000000001,Bayern,BY
9478,201709478,2017,Landkreis Lichtenfels,68.4,62.6,91.4,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,65.4,57.6,88.0,Bayern,BY
9478,200909478,2009,Landkreis Lichtenfels,60.5,52.6,86.80000000000001,Bayern,BY
9479,201709479,2017,Landkreis Wunsiedel im Fichtelgebirge,63.300000000000004,58.0,91.60000000000001,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,61.2,52.7,86.2,Bayern,BY
9479,200909479,2009,Landkreis Wunsiedel im Fichtelgebirge,55.900000000000006,48.0,85.9,Bayern,BY
9561,201709561,2017,Ansbach,64.8,58.800000000000004,90.7,Bayern,BY
9561,201309561,2013,Ansbach,62.400000000000006,55.6,89.2,Bayern,BY
9561,200909561,2009,Ansbach,56.2,51.7,92.10000000000001,Bayern,BY
9562,201709562,2017,Erlangen,65.10000000000001,55.6,85.5,Bayern,BY
9562,201309562,2013,Erlangen,64.5,54.300000000000004,84.10000000000001,Bayern,BY
9562,200909562,2009,Erlangen,61.1,50.7,83.0,Bayern,BY
9563,201709563,2017,Fürth,67.5,60.800000000000004,90.2,Bayern,BY
9563,201309563,2013,Fürth,63.400000000000006,56.2,88.7,Bayern,BY
9563,200909563,2009,Fürth,58.6,53.6,91.5,Bayern,BY
9564,201709564,2017,Nürnberg,65.9,57.900000000000006,87.9,Bayern,BY
9564,201309564,2013,Nürnberg,60.900000000000006,54.0,88.5,Bayern,BY
9564,200909564,2009,Nürnberg,53.0,48.1,90.60000000000001,Bayern,BY
9565,201709565,2017,Schwabach,65.60000000000001,58.5,89.2,Bayern,BY
9565,201309565,2013,Schwabach,63.7,54.400000000000006,85.4,Bayern,BY
9565,200909565,2009,Schwabach,58.300000000000004,50.1,85.9,Bayern,BY
9571,201709571,2017,Landkreis Ansbach (Land),68.2,60.1,88.10000000000001,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),65.7,56.1,85.4,Bayern,BY
9571,200909571,2009,Landkreis Ansbach (Land),62.2,52.0,83.5,Bayern,BY
9572,201709572,2017,Landkreis Erlangen-Höchstadt,70.10000000000001,61.1,87.10000000000001,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,67.3,56.300000000000004,83.7,Bayern,BY
9572,200909572,2009,Landkreis Erlangen-Höchstadt,63.800000000000004,51.7,81.0,Bayern,BY
9573,201709573,2017,Landkreis Fürth (Land),67.9,62.400000000000006,91.80000000000001,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),63.2,57.400000000000006,90.80000000000001,Bayern,BY
9573,200909573,2009,Landkreis Fürth (Land),57.6,52.900000000000006,91.9,Bayern,BY
9574,201709574,2017,Landkreis Nürnberger Land,66.3,61.1,92.2,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,63.0,57.0,90.4,Bayern,BY
9574,200909574,2009,Landkreis Nürnberger Land,59.0,52.6,89.2,Bayern,BY
9575,201709575,2017,Landkreis Neustadt an der Aisch-Bad Windsheim,67.4,60.2,89.30000000000001,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,64.8,56.0,86.4,Bayern,BY
9575,200909575,2009,Landkreis Neustadt an der Aisch-Bad Windsheim,62.2,51.800000000000004,83.30000000000001,Bayern,BY
9576,201709576,2017,Landkreis Roth,66.7,60.400000000000006,90.60000000000001,Bayern,BY
9576,201309576,2013,Landkreis Roth,63.7,55.400000000000006,87.0,Bayern,BY
9576,200909576,2009,Landkreis Roth,60.2,51.1,84.9,Bayern,BY
9577,201709577,2017,Landkreis Weißenburg-Gunzenhausen,66.60000000000001,58.7,88.10000000000001,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,64.3,54.1,84.10000000000001,Bayern,BY
9577,200909577,2009,Landkreis Weißenburg-Gunzenhausen,61.0,49.900000000000006,81.80000000000001,Bayern,BY
9661,201709661,2017,Aschaffenburg,66.60000000000001,55.5,83.4,Bayern,BY
9661,201309661,2013,Aschaffenburg,62.1,50.900000000000006,81.9,Bayern,BY
9661,200909661,2009,Aschaffenburg,57.300000000000004,45.900000000000006,80.10000000000001,Bayern,BY
9662,201709662,2017,Schweinfurt,66.10000000000001,52.6,79.60000000000001,Bayern,BY
9662,201309662,2013,Schweinfurt,63.800000000000004,48.1,75.4,Bayern,BY
9662,200909662,2009,Schweinfurt,55.800000000000004,43.300000000000004,77.60000000000001,Bayern,BY
9663,201709663,2017,Würzburg,58.6,55.2,94.30000000000001,Bayern,BY
9663,201309663,2013,Würzburg,53.2,49.6,93.30000000000001,Bayern,BY
9663,200909663,2009,Würzburg,43.5,40.5,93.10000000000001,Bayern,BY
9671,201709671,2017,Landkreis Aschaffenburg (Land),67.2,56.5,84.2,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),64.3,51.900000000000006,80.7,Bayern,BY
9671,200909671,2009,Landkreis Aschaffenburg (Land),62.300000000000004,47.900000000000006,77.0,Bayern,BY
9672,201709672,2017,Landkreis Bad Kissingen,65.60000000000001,58.800000000000004,89.60000000000001,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,62.800000000000004,52.6,83.80000000000001,Bayern,BY
9672,200909672,2009,Landkreis Bad Kissingen,60.2,48.5,80.60000000000001,Bayern,BY
9673,201709673,2017,Landkreis Rhön-Grabfeld,66.8,59.300000000000004,88.7,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,63.900000000000006,53.1,83.10000000000001,Bayern,BY
9673,200909673,2009,Landkreis Rhön-Grabfeld,58.900000000000006,47.7,81.10000000000001,Bayern,BY
9674,201709674,2017,Landkreis Haßberge,69.10000000000001,56.800000000000004,82.2,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,66.7,51.5,77.2,Bayern,BY
9674,200909674,2009,Landkreis Haßberge,63.800000000000004,47.300000000000004,74.2,Bayern,BY
9675,201709675,2017,Landkreis Kitzingen,66.3,59.2,89.30000000000001,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,62.900000000000006,53.900000000000006,85.7,Bayern,BY
9675,200909675,2009,Landkreis Kitzingen,59.0,49.2,83.5,Bayern,BY
9676,201709676,2017,Landkreis Miltenberg,68.2,56.0,82.2,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,65.5,51.0,77.80000000000001,Bayern,BY
9676,200909676,2009,Landkreis Miltenberg,62.900000000000006,46.5,73.9,Bayern,BY
9677,201709677,2017,Landkreis Main-Spessart,70.0,59.900000000000006,85.60000000000001,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,67.3,54.800000000000004,81.4,Bayern,BY
9677,200909677,2009,Landkreis Main-Spessart,64.9,50.2,77.30000000000001,Bayern,BY
9678,201709678,2017,Landkreis Schweinfurt (Land),69.60000000000001,58.7,84.4,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),67.9,54.300000000000004,80.0,Bayern,BY
9678,200909678,2009,Landkreis Schweinfurt (Land),64.7,50.2,77.60000000000001,Bayern,BY
9679,201709679,2017,Landkreis Würzburg (Land),64.10000000000001,59.5,92.9,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),60.900000000000006,55.300000000000004,90.9,Bayern,BY
9679,200909679,2009,Landkreis Würzburg (Land),57.6,50.6,87.80000000000001,Bayern,BY
9761,201709761,2017,Augsburg,64.0,55.2,86.2,Bayern,BY
9761,201309761,2013,Augsburg,59.7,51.1,85.7,Bayern,BY
9761,200909761,2009,Augsburg,54.300000000000004,47.5,87.4,Bayern,BY
9762,201709762,2017,Kaufbeuren,66.60000000000001,58.5,87.9,Bayern,BY
9762,201309762,2013,Kaufbeuren,63.7,54.1,85.0,Bayern,BY
9762,200909762,2009,Kaufbeuren,58.2,49.0,84.10000000000001,Bayern,BY
9763,201709763,2017,Kempten (Allgäu),64.7,58.7,90.60000000000001,Bayern,BY
9763,201309763,2013,Kempten (Allgäu),62.0,54.5,88.0,Bayern,BY
9763,200909763,2009,Kempten (Allgäu),61.7,50.300000000000004,81.60000000000001,Bayern,BY
9764,201709764,2017,Memmingen,68.7,57.6,83.80000000000001,Bayern,BY
9764,201309764,2013,Memmingen,66.8,55.400000000000006,82.9,Bayern,BY
9764,200909764,2009,Memmingen,61.1,50.2,82.30000000000001,Bayern,BY
9771,201709771,2017,Landkreis Aichach-Friedberg,66.9,57.900000000000006,86.5,Bayern,BY
9771,201309771,2013,Landkreis Aichach-Friedberg,64.4,53.800000000000004,83.60000000000001,Bayern,BY
9771,200909771,2009,Landkreis Aichach-Friedberg,60.0,48.300000000000004,80.60000000000001,Bayern,BY
9772,201709772,2017,Landkreis Augsburg Land,66.10000000000001,57.900000000000006,87.60000000000001,Bayern,BY
9772,201309772,2013,Landkreis Augsburg Land,63.6,54.2,85.2,Bayern,BY
9772,200909772,2009,Landkreis Augsburg Land,59.400000000000006,49.300000000000004,83.0,Bayern,BY
9773,201709773,2017,Landkreis Dillingen an der Donau,70.0,59.2,84.60000000000001,Bayern,BY
9773,201309773,2013,Landkreis Dillingen an der Donau,68.0,54.6,80.4,Bayern,BY
9773,200909773,2009,Landkreis Dillingen an der Donau,64.2,51.0,79.4,Bayern,BY
9774,201709774,2017,Landkreis Günzburg,69.8,60.2,86.30000000000001,Bayern,BY
9774,201309774,2013,Landkreis Günzburg,67.10000000000001,55.2,82.4,Bayern,BY
9774,200909774,2009,Landkreis Günzburg,63.2,51.1,80.9,Bayern,BY
9775,201709775,2017,Landkreis Neu-Ulm,70.3,58.400000000000006,83.10000000000001,Bayern,BY
9775,201309775,2013,Landkreis Neu-Ulm,67.7,54.2,80.10000000000001,Bayern,BY
9775,200909775,2009,Landkreis Neu-Ulm,62.800000000000004,50.1,79.80000000000001,Bayern,BY
9776,201709776,2017,Landkreis Lindau (Bodensee),62.300000000000004,58.0,93.0,Bayern,BY
9776,201309776,2013,Landkreis Lindau (Bodensee),59.800000000000004,54.2,90.7,Bayern,BY
9776,200909776,2009,Landkreis Lindau (Bodensee),54.300000000000004,48.0,88.30000000000001,Bayern,BY
9777,201709777,2017,Landkreis Ostallgäu,65.9,57.5,87.30000000000001,Bayern,BY
9777,201309777,2013,Landkreis Ostallgäu,62.7,53.400000000000006,85.10000000000001,Bayern,BY
9777,200909777,2009,Landkreis Ostallgäu,58.400000000000006,48.900000000000006,83.80000000000001,Bayern,BY
9778,201709778,2017,Landkreis Unterallgäu,70.0,58.2,83.10000000000001,Bayern,BY
9778,201309778,2013,Landkreis Unterallgäu,66.60000000000001,53.400000000000006,80.10000000000001,Bayern,BY
9778,200909778,2009,Landkreis Unterallgäu,62.800000000000004,48.1,76.5,Bayern,BY
9779,201709779,2017,Landkreis Donau-Ries,70.3,58.6,83.30000000000001,Bayern,BY
9779,201309779,2013,Landkreis Donau-Ries,68.4,54.6,79.80000000000001,Bayern,BY
9779,200909779,2009,Landkreis Donau-Ries,64.4,49.900000000000006,77.5,Bayern,BY
9780,201709780,2017,Landkreis Oberallgäu,64.3,60.0,93.2,Bayern,BY
9780,201309780,2013,Landkreis Oberallgäu,60.5,55.0,90.9,Bayern,BY
9780,200909780,2009,Landkreis Oberallgäu,56.800000000000004,49.800000000000004,87.7,Bayern,BY
10041,201710041,2017,Regionalverband Saarbrücken,56.5,50.2,88.9,Saarland,SL
10041,201310041,2013,Regionalverband Saarbrücken,54.5,45.1,82.80000000000001,Saarland,SL
10041,200910041,2009,Regionalverband Saarbrücken,50.5,40.300000000000004,79.80000000000001,Saarland,SL
10042,201710042,2017,Landkreis Merzig-Wadern,51.900000000000006,48.2,92.9,Saarland,SL
10042,201310042,2013,Landkreis Merzig-Wadern,51.400000000000006,44.300000000000004,86.10000000000001,Saarland,SL
10042,200910042,2009,Landkreis Merzig-Wadern,50.300000000000004,41.6,82.7,Saarland,SL
10043,201710043,2017,Landkreis Neunkirchen,60.7,52.900000000000006,87.10000000000001,Saarland,SL
10043,201310043,2013,Landkreis Neunkirchen,58.7,48.400000000000006,82.5,Saarland,SL
10043,200910043,2009,Landkreis Neunkirchen,55.400000000000006,43.5,78.60000000000001,Saarland,SL
10044,201710044,2017,Landkreis Saarlouis,62.0,51.800000000000004,83.5,Saarland,SL
10044,201310044,2013,Landkreis Saarlouis,60.6,46.300000000000004,76.4,Saarland,SL
10044,200910044,2009,Landkreis Saarlouis,56.5,41.300000000000004,73.2,Saarland,SL
10045,201710045,2017,Saarpfalz-Kreis,62.7,54.400000000000006,86.80000000000001,Saarland,SL
10045,201310045,2013,Saarpfalz-Kreis,61.1,50.5,82.7,Saarland,SL
10045,200910045,2009,Saarpfalz-Kreis,56.400000000000006,45.2,80.30000000000001,Saarland,SL
10046,201710046,2017,Landkreis St. Wendel,61.300000000000004,54.900000000000006,89.5,Saarland,SL
10046,201310046,2013,Landkreis St. Wendel,59.0,49.2,83.4,Saarland,SL
10046,200910046,2009,Landkreis St. Wendel,56.2,44.7,79.60000000000001,Saarland,SL
12051,201712051,2017,Brandenburg an der Havel,60.5,61.800000000000004,102.10000000000001,Brandenburg,BB
12051,201312051,2013,Brandenburg an der Havel,56.800000000000004,57.5,101.2,Brandenburg,BB
12051,200912051,2009,Brandenburg an der Havel,50.6,53.2,105.10000000000001,Brandenburg,BB
12052,201712052,2017,Cottbus,56.1,58.5,104.30000000000001,Brandenburg,BB
12052,201312052,2013,Cottbus,51.6,54.7,106.10000000000001,Brandenburg,BB
12052,200912052,2009,Cottbus,47.400000000000006,51.300000000000004,108.10000000000001,Brandenburg,BB
12053,201712053,2017,Frankfurt (Oder),56.7,57.7,101.7,Brandenburg,BB
12053,201312053,2013,Frankfurt (Oder),52.300000000000004,54.800000000000004,104.7,Brandenburg,BB
12053,200912053,2009,Frankfurt (Oder),47.5,52.0,109.5,Brandenburg,BB
12054,201712054,2017,Potsdam,60.1,60.5,100.60000000000001,Brandenburg,BB
12054,201312054,2013,Potsdam,57.800000000000004,58.900000000000006,102.0,Brandenburg,BB
12054,200912054,2009,Potsdam,51.7,56.6,109.5,Brandenburg,BB
12060,201712060,2017,Landkreis Barnim,61.400000000000006,64.4,105.0,Brandenburg,BB
12060,201312060,2013,Landkreis Barnim,56.800000000000004,60.2,105.9,Brandenburg,BB
12060,200912060,2009,Landkreis Barnim,50.800000000000004,55.0,108.2,Brandenburg,BB
12061,201712061,2017,Landkreis Dahme-Spreewald,63.5,64.4,101.4,Brandenburg,BB
12061,201312061,2013,Landkreis Dahme-Spreewald,59.300000000000004,60.5,102.0,Brandenburg,BB
12061,200912061,2009,Landkreis Dahme-Spreewald,54.1,56.300000000000004,104.0,Brandenburg,BB
12062,201712062,2017,Landkreis Elbe-Elster,62.7,59.6,95.0,Brandenburg,BB
12062,201312062,2013,Landkreis Elbe-Elster,59.0,53.900000000000006,91.4,Brandenburg,BB
12062,200912062,2009,Landkreis Elbe-Elster,53.6,48.6,90.7,Brandenburg,BB
12063,201712063,2017,Landkreis Havelland,61.6,61.900000000000006,100.5,Brandenburg,BB
12063,201312063,2013,Landkreis Havelland,58.7,58.7,100.0,Brandenburg,BB
12063,200912063,2009,Landkreis Havelland,53.1,53.800000000000004,101.30000000000001,Brandenburg,BB
12064,201712064,2017,Landkreis Märkisch-Oderland,59.6,62.400000000000006,104.60000000000001,Brandenburg,BB
12064,201312064,2013,Landkreis Märkisch-Oderland,55.1,57.800000000000004,105.0,Brandenburg,BB
12064,200912064,2009,Landkreis Märkisch-Oderland,50.1,54.2,108.30000000000001,Brandenburg,BB
12065,201712065,2017,Landkreis Oberhavel,60.800000000000004,62.1,102.2,Brandenburg,BB
12065,201312065,2013,Landkreis Oberhavel,58.1,59.1,101.7,Brandenburg,BB
12065,200912065,2009,Landkreis Oberhavel,52.400000000000006,54.800000000000004,104.7,Brandenburg,BB
12066,201712066,2017,Landkreis Oberspreewald-Lausitz,63.0,60.2,95.7,Brandenburg,BB
12066,201312066,2013,Landkreis Oberspreewald-Lausitz,59.300000000000004,54.400000000000006,91.80000000000001,Brandenburg,BB
12066,200912066,2009,Landkreis Oberspreewald-Lausitz,52.7,48.1,91.4,Brandenburg,BB
12067,201712067,2017,Landkreis Oder-Spree,61.2,62.2,101.7,Brandenburg,BB
12067,201312067,2013,Landkreis Oder-Spree,58.2,58.900000000000006,101.30000000000001,Brandenburg,BB
12067,200912067,2009,Landkreis Oder-Spree,51.5,53.7,104.2,Brandenburg,BB
12068,201712068,2017,Landkreis Ostprignitz-Ruppin,59.6,60.300000000000004,101.2,Brandenburg,BB
12068,201312068,2013,Landkreis Ostprignitz-Ruppin,56.2,56.1,99.80000000000001,Brandenburg,BB
12068,200912068,2009,Landkreis Ostprignitz-Ruppin,50.6,51.900000000000006,102.60000000000001,Brandenburg,BB
12069,201712069,2017,Landkreis Potsdam-Mittelmark,60.900000000000006,63.5,104.30000000000001,Brandenburg,BB
12069,201312069,2013,Landkreis Potsdam-Mittelmark,58.1,60.7,104.5,Brandenburg,BB
12069,200912069,2009,Landkreis Potsdam-Mittelmark,53.800000000000004,57.0,106.10000000000001,Brandenburg,BB
12070,201712070,2017,Landkreis Prignitz,60.300000000000004,59.800000000000004,99.2,Brandenburg,BB
12070,201312070,2013,Landkreis Prignitz,57.400000000000006,54.800000000000004,95.60000000000001,Brandenburg,BB
12070,200912070,2009,Landkreis Prignitz,52.900000000000006,50.2,94.9,Brandenburg,BB
12071,201712071,2017,Landkreis Spree-Neiße,61.400000000000006,60.800000000000004,99.0,Brandenburg,BB
12071,201312071,2013,Landkreis Spree-Neiße,57.800000000000004,56.300000000000004,97.4,Brandenburg,BB
12071,200912071,2009,Landkreis Spree-Neiße,51.400000000000006,52.1,101.30000000000001,Brandenburg,BB
12072,201712072,2017,Landkreis Teltow-Fläming,65.3,64.60000000000001,98.9,Brandenburg,BB
12072,201312072,2013,Landkreis Teltow-Fläming,62.0,61.400000000000006,99.0,Brandenburg,BB
12072,200912072,2009,Landkreis Teltow-Fläming,56.0,56.800000000000004,101.5,Brandenburg,BB
12073,201712073,2017,Landkreis Uckermark,58.2,55.800000000000004,96.0,Brandenburg,BB
12073,201312073,2013,Landkreis Uckermark,55.7,52.300000000000004,93.9,Brandenburg,BB
12073,200912073,2009,Landkreis Uckermark,49.2,47.7,96.9,Brandenburg,BB
13001,201713001,2017,Greifswald,,,,Mecklenburg-Vorpommern,MV
13001,201313001,2013,Greifswald,,,,Mecklenburg-Vorpommern,MV
13001,200913001,2009,Greifswald,45.400000000000006,48.0,105.9,Mecklenburg-Vorpommern,MV
13002,201713002,2017,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13002,201313002,2013,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13002,200913002,2009,Neubrandenburg,48.900000000000006,54.800000000000004,112.10000000000001,Mecklenburg-Vorpommern,MV
13003,201713003,2017,Rostock,56.7,59.0,104.2,Mecklenburg-Vorpommern,MV
13003,201313003,2013,Rostock,52.5,55.7,106.2,Mecklenburg-Vorpommern,MV
13003,200913003,2009,Rostock,47.1,51.0,108.30000000000001,Mecklenburg-Vorpommern,MV
13004,201713004,2017,Schwerin,57.300000000000004,60.1,104.9,Mecklenburg-Vorpommern,MV
13004,201313004,2013,Schwerin,56.1,59.0,105.2,Mecklenburg-Vorpommern,MV
13004,200913004,2009,Schwerin,47.7,53.800000000000004,112.80000000000001,Mecklenburg-Vorpommern,MV
13005,201713005,2017,Stralsund,,,,Mecklenburg-Vorpommern,MV
13005,201313005,2013,Stralsund,,,,Mecklenburg-Vorpommern,MV
13005,200913005,2009,Stralsund,45.800000000000004,50.2,109.7,Mecklenburg-Vorpommern,MV
13006,201713006,2017,Wismar,,,,Mecklenburg-Vorpommern,MV
13006,201313006,2013,Wismar,,,,Mecklenburg-Vorpommern,MV
13006,200913006,2009,Wismar,47.900000000000006,49.1,102.5,Mecklenburg-Vorpommern,MV
13051,201713051,2017,Landkreis Bad Doberan,,,,Mecklenburg-Vorpommern,MV
13051,201313051,2013,Landkreis Bad Doberan,,,,Mecklenburg-Vorpommern,MV
13051,200913051,2009,Landkreis Bad Doberan,51.800000000000004,57.7,111.5,Mecklenburg-Vorpommern,MV
13052,201713052,2017,Landkreis Demmin,,,,Mecklenburg-Vorpommern,MV
13052,201313052,2013,Landkreis Demmin,,,,Mecklenburg-Vorpommern,MV
13052,200913052,2009,Landkreis Demmin,49.400000000000006,47.800000000000004,96.7,Mecklenburg-Vorpommern,MV
13053,201713053,2017,Landkreis Güstrow,,,,Mecklenburg-Vorpommern,MV
13053,201313053,2013,Landkreis Güstrow,,,,Mecklenburg-Vorpommern,MV
13053,200913053,2009,Landkreis Güstrow,50.800000000000004,50.800000000000004,100.0,Mecklenburg-Vorpommern,MV
13054,201713054,2017,Landkreis Ludwigslust,,,,Mecklenburg-Vorpommern,MV
13054,201313054,2013,Landkreis Ludwigslust,,,,Mecklenburg-Vorpommern,MV
13054,200913054,2009,Landkreis Ludwigslust,59.1,59.1,100.0,Mecklenburg-Vorpommern,MV
13055,201713055,2017,Landkreis Mecklenburg-Strelitz,,,,Mecklenburg-Vorpommern,MV
13055,201313055,2013,Landkreis Mecklenburg-Strelitz,,,,Mecklenburg-Vorpommern,MV
13055,200913055,2009,Landkreis Mecklenburg-Strelitz,48.5,51.6,106.4,Mecklenburg-Vorpommern,MV
13056,201713056,2017,Landkreis Müritz,,,,Mecklenburg-Vorpommern,MV
13056,201313056,2013,Landkreis Müritz,,,,Mecklenburg-Vorpommern,MV
13056,200913056,2009,Landkreis Müritz,52.5,54.2,103.30000000000001,Mecklenburg-Vorpommern,MV
13057,201713057,2017,Landkreis Nordvorpommern,,,,Mecklenburg-Vorpommern,MV
13057,201313057,2013,Landkreis Nordvorpommern,,,,Mecklenburg-Vorpommern,MV
13057,200913057,2009,Landkreis Nordvorpommern,49.2,53.1,107.7,Mecklenburg-Vorpommern,MV
13058,201713058,2017,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13058,201313058,2013,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13058,200913058,2009,Landkreis Nordwestmecklenburg,55.800000000000004,57.1,102.30000000000001,Mecklenburg-Vorpommern,MV
13059,201713059,2017,Landkreis Ostvorpommern,,,,Mecklenburg-Vorpommern,MV
13059,201313059,2013,Landkreis Ostvorpommern,,,,Mecklenburg-Vorpommern,MV
13059,200913059,2009,Landkreis Ostvorpommern,48.800000000000004,55.1,113.10000000000001,Mecklenburg-Vorpommern,MV
13060,201713060,2017,Landkreis Parchim,,,,Mecklenburg-Vorpommern,MV
13060,201313060,2013,Landkreis Parchim,,,,Mecklenburg-Vorpommern,MV
13060,200913060,2009,Landkreis Parchim,53.0,55.300000000000004,104.4,Mecklenburg-Vorpommern,MV
13061,201713061,2017,Landkreis Rügen,,,,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,,,Mecklenburg-Vorpommern,MV
13061,200913061,2009,Landkreis Rügen,52.0,59.5,114.5,Mecklenburg-Vorpommern,MV
13062,201713062,2017,Landkreis Uecker-Randow,,,,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,,,Mecklenburg-Vorpommern,MV
13062,200913062,2009,Landkreis Uecker-Randow,43.0,47.1,109.60000000000001,Mecklenburg-Vorpommern,MV
13071,201713071,2017,Landkreis Mecklenburgische Seenplatte,57.5,59.800000000000004,104.0,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,54.6,56.2,103.0,Mecklenburg-Vorpommern,MV
13071,200913071,2009,Landkreis Mecklenburgische Seenplatte,,,,Mecklenburg-Vorpommern,MV
13072,201713072,2017,Landkreis Rostock,58.1,62.1,106.9,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,55.5,58.7,105.7,Mecklenburg-Vorpommern,MV
13072,200913072,2009,Landkreis Rostock,,,,Mecklenburg-Vorpommern,MV
13073,201713073,2017,Landkreis Vorpommern-Rügen,56.300000000000004,61.1,108.5,Mecklenburg-Vorpommern,MV
13073,201313073,2013,Landkreis Vorpommern-Rügen,53.400000000000006,58.1,108.7,Mecklenburg-Vorpommern,MV
13073,200913073,2009,Landkreis Vorpommern-Rügen,,,,Mecklenburg-Vorpommern,MV
13074,201713074,2017,Landkreis Nordwestmecklenburg,61.400000000000006,61.900000000000006,100.80000000000001,Mecklenburg-Vorpommern,MV
13074,201313074,2013,Landkreis Nordwestmecklenburg,58.5,58.6,100.30000000000001,Mecklenburg-Vorpommern,MV
13074,200913074,2009,Landkreis Nordwestmecklenburg,,,,Mecklenburg-Vorpommern,MV
13075,201713075,2017,Landkreis Vorpommern-Greifswald,55.300000000000004,57.1,103.30000000000001,Mecklenburg-Vorpommern,MV
13075,201313075,2013,Landkreis Vorpommern-Greifswald,50.6,53.5,105.7,Mecklenburg-Vorpommern,MV
13075,200913075,2009,Landkreis Vorpommern-Greifswald,,,,Mecklenburg-Vorpommern,MV
13076,201713076,2017,Landkreis Ludwigslust-Parchim,64.2,63.300000000000004,98.7,Mecklenburg-Vorpommern,MV
13076,201313076,2013,Landkreis Ludwigslust-Parchim,60.5,60.0,99.2,Mecklenburg-Vorpommern,MV
13076,200913076,2009,Landkreis Ludwigslust-Parchim,,,,Mecklenburg-Vorpommern,MV
14511,201714511,2017,Chemnitz,60.6,61.7,101.80000000000001,Sachsen,SN
14511,201314511,2013,Chemnitz,57.5,57.0,99.2,Sachsen,SN
14511,200914511,2009,Chemnitz,52.1,51.800000000000004,99.4,Sachsen,SN
14521,201714521,2017,Erzgebirgskreis,66.0,64.8,98.10000000000001,Sachsen,SN
14521,201314521,2013,Erzgebirgskreis,61.6,57.800000000000004,93.80000000000001,Sachsen,SN
14521,200914521,2009,Erzgebirgskreis,55.900000000000006,51.7,92.60000000000001,Sachsen,SN
14522,201714522,2017,Landkreis Mittelsachsen,64.9,65.5,101.0,Sachsen,SN
14522,201314522,2013,Landkreis Mittelsachsen,62.5,60.800000000000004,97.30000000000001,Sachsen,SN
14522,200914522,2009,Landkreis Mittelsachsen,57.0,54.5,95.7,Sachsen,SN
14523,201714523,2017,Vogtlandkreis,64.5,64.10000000000001,99.4,Sachsen,SN
14523,201314523,2013,Vogtlandkreis,60.300000000000004,58.5,97.10000000000001,Sachsen,SN
14523,200914523,2009,Vogtlandkreis,55.400000000000006,53.6,96.80000000000001,Sachsen,SN
14524,201714524,2017,Kreis Zwickau,67.3,64.9,96.5,Sachsen,SN
14524,201314524,2013,Kreis Zwickau,63.0,58.6,93.0,Sachsen,SN
14524,200914524,2009,Kreis Zwickau,55.800000000000004,52.1,93.4,Sachsen,SN
14612,201714612,2017,Dresden,61.900000000000006,63.5,102.60000000000001,Sachsen,SN
14612,201314612,2013,Dresden,57.900000000000006,59.400000000000006,102.5,Sachsen,SN
14612,200914612,2009,Dresden,51.0,53.7,105.4,Sachsen,SN
14625,201714625,2017,Landkreis Bautzen,65.2,65.0,99.60000000000001,Sachsen,SN
14625,201314625,2013,Landkreis Bautzen,61.800000000000004,60.400000000000006,97.7,Sachsen,SN
